,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,areaCode,areaName,areaType,date,newCasesBySpecimenDate,pororig,poralp,pordlt,poromi,alpha,delta,omicron,Alpha,Delta,Omicron,cumCases,cumDeaths,original,Original,R0orig,R0alp,R0dlt,R0omi
0,0,0,0,0,777,N09000011,Ards and North Down,ltla,2020-04-02,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0000000148529775,,,
1,1,1,1,1,776,N09000011,Ards and North Down,ltla,2020-04-03,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0000000148529775,,,
2,2,2,2,2,775,N09000011,Ards and North Down,ltla,2020-04-04,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0000000148529775,,,
3,3,3,3,3,774,N09000011,Ards and North Down,ltla,2020-04-05,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,64.07790861095305,,,
4,4,4,4,4,773,N09000011,Ards and North Down,ltla,2020-04-06,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,6.0,27.280961707341987,,,
5,5,5,5,5,772,N09000011,Ards and North Down,ltla,2020-04-07,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,12.0,8.605193683928348,,,
6,6,6,6,6,771,N09000011,Ards and North Down,ltla,2020-04-08,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,15.0,7.033815695201374,,,
7,7,7,7,7,770,N09000011,Ards and North Down,ltla,2020-04-09,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,4.0,19.0,5.688631699981909,,,
8,8,8,8,8,769,N09000011,Ards and North Down,ltla,2020-04-10,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,5.0,24.0,2.416257077812953,,,
9,9,9,9,9,768,N09000011,Ards and North Down,ltla,2020-04-11,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,2.0,26.0,5.665204966235159,,,
10,10,10,10,10,767,N09000011,Ards and North Down,ltla,2020-04-12,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,11.0,37.0,2.0450375460875265,,,
11,11,11,11,11,766,N09000011,Ards and North Down,ltla,2020-04-13,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,3.0,40.0,2.1718308912253415,,,
12,12,12,12,12,765,N09000011,Ards and North Down,ltla,2020-04-14,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,4.0,44.0,2.0352846351622373,,,
13,13,13,13,13,764,N09000011,Ards and North Down,ltla,2020-04-15,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,4.0,48.0,1.9595715682435706,,,
14,14,14,14,14,763,N09000011,Ards and North Down,ltla,2020-04-16,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,4.0,52.0,3.4467965179378135,,,
15,15,15,15,15,762,N09000011,Ards and North Down,ltla,2020-04-17,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,12.0,64.0,1.8366047605882643,,,
16,16,16,16,16,761,N09000011,Ards and North Down,ltla,2020-04-18,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,4.0,68.0,1.2340400404043805,,,
