Date,Temperature (°F),Humidity (%),Wind Speed (mph),Pressure (inHg),R0orig,R0alp,R0dlt,R0omi,PCAresult,UV Total Index,Total_Arrival,National_Arrival,PopulationDensity,longitude,langitude
2021-11-06,51.4,85.5,10.4,29.8,1.0111457268451047,1.009655152220152,1.0650819576390655,,-16992.19004785138,,120000.0,64500.0,584.0,-2.2545570792321388,53.03053324299369
2021-11-07,49.9,71.9,13.6,29.8,1.0095206549834976,1.0083831176005105,1.4604391937007923,,-17240.06928244886,,149600.0,80500.0,584.0,-2.2546416766301625,53.03030104086635
2021-11-08,48.8,89.6,5.1,29.9,1.009766392911188,1.008614294073498,1.5018780333024244,,-17559.802635244818,,123700.0,66400.0,584.0,-2.2547422543342934,53.030515541195044
2021-11-09,55.5,86.5,7.3,29.8,1.0092829782468409,1.0082171946528729,1.6156975344680635,,-17858.592065624427,,89000.0,45200.0,584.0,-2.2547805472946716,53.03048368814846
2021-11-10,50.0,96.5,2.5,29.9,1.0083617209819142,1.007410443324262,1.4693490976440409,,-18402.15973213279,0.05,92600.0,45100.0,584.0,-2.2546860538230553,53.03040287243432
2021-11-11,50.2,92.6,4.4,29.8,1.0074940205993101,1.0065947023223003,1.2095927992969413,,-19166.154741793718,0.2167,112100.0,55600.0,584.0,-2.2545701647088543,53.030609920840654
2021-11-12,52.8,86.3,10.8,29.4,1.0093581666321887,1.0078535000730129,1.1966772555584109,,-19414.66208194978,0.3563,134900.0,64900.0,584.0,-2.2546019516938687,53.03055502376393
2021-11-13,50.7,88.5,6.8,29.7,1.0127415807708278,1.0110469379551217,1.3108443910924246,,-20087.33029591235,0.2941,111500.0,61200.0,584.0,-2.254721623052725,53.03053846254895
2021-11-14,43.3,97.7,2.0,30.0,1.0120490960673745,1.0105828919115138,1.72350285584846,,-20247.38477371073,0.2529,148800.0,82600.0,584.0,-2.2547100745490267,53.03046213442332
2021-11-15,48.4,94.3,2.1,30.0,1.0118205033809695,1.0104062169494823,1.7627668154563017,,-20531.65848822997,0.3353,123100.0,67600.0,584.0,-2.254526993837772,53.0304489574733
2021-11-16,49.7,94.7,4.3,29.9,1.0109025875858462,1.0096571276085151,1.7793179399278023,,-20992.563483868835,0.34,93300.0,49300.0,584.0,-2.2546442558728033,53.0306971361696
2021-11-17,48.3,84.9,7.9,29.9,1.0100256648366197,1.0088044505575209,1.4046343588650738,,-21444.064093427343,0.5,88800.0,44300.0,584.0,-2.2546997998549347,53.0302671757781
2021-11-18,51.9,90.2,6.2,30.0,1.0085326813431454,1.007158289097014,1.3858174716867833,,-21915.45959899124,0.36,109600.0,55600.0,584.0,-2.2546163290169927,53.03067375361675
2021-11-19,53.5,84.3,7.0,30.1,1.0102583396595837,1.0086143394012093,1.139042307145406,,-22336.75155379181,0.16,137000.0,63100.0,584.0,-2.254548081184679,53.03033234396591
2021-11-20,50.1,80.1,8.2,29.9,1.0141829873120043,1.0119258250885323,1.144500577641982,,-22914.12546618076,0.16,112600.0,60500.0,584.0,-2.2548106550854587,53.03038825829188
2021-11-21,41.1,77.3,7.7,29.9,1.0124068593957969,1.010427653138706,1.50733807673622,,-23182.824789317365,0.32,146500.0,83100.0,584.0,-2.254851782382286,53.03058859330551
2021-11-22,37.3,85.9,3.1,30.2,1.0117955061490742,1.0099121381027834,1.4077805439499247,,-23442.885837338057,0.3933,124700.0,68300.0,584.0,-2.254799009179616,53.03055736127373
