Date,Temperature (°F),Humidity (%),Wind Speed (mph),Pressure (inHg),R0orig,R0alp,R0dlt,R0omi,PCAresult,Total_Arrival,National_Arrival,UV Total Index,male,female,PopulationDensity
2020-03-01,40.3,76.8,22.2,28.5,,,,,,257300.0,145600.0,0.8,0.1717301645636816,0.2084208115433065,2539.0
2020-03-02,36.5,84.6,8.3,28.8,,,,,,228200.0,122500.0,0.6524,0.1717301645636816,0.2084208115433065,2539.0
2020-03-03,38.7,86.9,8.8,29.1,,,,,,181900.0,93000.0,0.5238,0.1717301645636816,0.2084208115433065,2539.0
2020-03-04,37.6,84.2,4.0,29.4,,,,,,167900.0,83200.0,0.4905,0.1717301645636816,0.2084208115433065,2539.0
2020-03-05,34.2,90.8,2.3,29.3,1.0000000148529775,,,,,205000.0,98400.0,0.1952,0.1717301645636816,0.2084208115433065,2539.0
2020-03-06,35.4,87.2,3.3,29.4,1.0000000148529775,,,,,235300.0,102700.0,0.7714,0.1717301645636816,0.2084208115433065,2539.0
2020-03-07,45.3,85.3,13.5,29.4,1.0000000148529775,,,,,225100.0,125100.0,0.6,0.1717301645636816,0.2084208115433065,2539.0
2020-03-08,45.8,81.0,12.7,29.1,38.84674289425961,,,,,246600.0,150100.0,0.5619,0.1717301645636816,0.2084208115433065,2539.0
2020-03-09,42.9,85.7,12.1,29.3,1.0000000297059557,,,,,217000.0,126300.0,0.5905,0.1717301645636816,0.2084208115433065,2539.0
2020-03-10,47.6,82.9,21.5,29.1,1.0000000297059557,,,,,187900.0,98500.0,0.8714,0.1717301645636816,0.2084208115433065,2539.0
2020-03-11,43.0,82.3,14.8,29.2,1.0000000297059557,,,,,,,,0.1717301645636816,0.2084208115433065,2539.0
2020-03-12,40.1,82.2,24.2,29.1,14.503254532866174,,,,,184200.0,96700.0,0.9824,0.1717301645636816,0.2084208115433065,2539.0
2020-03-13,39.2,85.3,10.4,29.6,4.068555342783906,,,,,195200.0,104200.0,0.9273,0.1717301645636816,0.2084208115433065,2539.0
2020-03-14,44.2,86.3,10.7,29.4,1.0000000891178715,,,,,192200.0,125800.0,0.8773,0.1717301645636816,0.2084208115433065,2539.0
2020-03-15,46.2,81.0,17.0,29.2,2.990545703485127,,,,,201000.0,141400.0,0.2826,0.1717301645636816,0.2084208115433065,2539.0
2020-03-16,43.3,75.1,11.4,29.7,2.611265834097052,,,,,159400.0,112700.0,1.2087,0.1717301645636816,0.2084208115433065,2539.0
2020-03-17,49.0,81.2,13.8,29.7,4.3882002286232735,,,,,109500.0,77300.0,0.9,0.1717301645636816,0.2084208115433065,2539.0
2020-03-18,42.9,81.3,11.4,29.8,3.673088773474116,,,,,87000.0,62100.0,0.5522,0.1717301645636816,0.2084208115433065,2539.0
2020-03-19,39.1,83.3,6.2,30.1,3.3028650612184016,,,,,80900.0,58500.0,0.2818,0.1717301645636816,0.2084208115433065,2539.0
2020-03-20,37.6,86.6,7.4,30.2,1.0000002525006777,,,,,64200.0,46900.0,1.0955,0.1717301645636816,0.2084208115433065,2539.0
2020-03-21,40.1,78.7,10.2,30.2,2.699861343258629,,,,,51500.0,37000.0,1.2652,0.1717301645636816,0.2084208115433065,2539.0
2020-03-22,41.1,72.3,6.3,30.1,4.322264483565846,,,,,36400.0,23600.0,1.1,0.1717301645636816,0.2084208115433065,2539.0
2020-03-23,42.5,70.3,9.7,30.0,4.48786431502586,,,,,28000.0,17600.0,1.4542,0.1717301645636816,0.2084208115433065,2539.0
2020-03-24,49.2,66.4,7.1,29.8,4.9004910246875975,,,,,22600.0,14200.0,1.5667,0.1717301645636816,0.2084208115433065,2539.0
2020-03-25,51.9,72.2,7.4,29.9,7.557291159602876,,,,,14800.0,8900.0,1.6913,0.1717301645636816,0.2084208115433065,2539.0
2020-03-26,42.7,92.6,4.8,30.0,13.914473592704802,,,,,14600.0,8600.0,1.575,0.1717301645636816,0.2084208115433065,2539.0
2020-03-27,40.8,88.6,7.1,30.1,22.39969186910432,,,,,13100.0,7800.0,1.45,0.1717301645636816,0.2084208115433065,2539.0
2020-03-28,41.7,76.3,14.8,30.3,13.03318187272764,,,,,11400.0,7000.0,1.0542,0.1717301645636816,0.2084208115433065,2539.0
2020-03-29,38.3,63.1,13.3,30.5,8.80214859787459,,,,,10000.0,5800.0,0.9958,0.1717301645636816,0.2084208115433065,2539.0
2020-03-30,43.8,67.0,12.5,30.3,65.7314921444207,,,,,5700.0,2900.0,0.6625,0.1717301645636816,0.2084208115433065,2539.0
2020-03-31,43.0,72.7,4.7,30.2,149.6278960638229,,,,,5500.0,2700.0,1.1667,0.1717301645636816,0.2084208115433065,2539.0
2020-04-01,45.0,71.3,10.7,29.9,96.57456285517144,,,,,4400.0,2200.0,0.9458,0.1717301645636816,0.2084208115433065,2539.0
2020-04-02,46.5,61.6,20.5,29.5,152.04060518565402,,,,,4700.0,2300.0,1.028,0.1717301645636816,0.2084208115433065,2539.0
2020-04-03,41.4,70.5,10.1,29.6,468.44954246591584,,,,,5400.0,2600.0,1.484,0.1717301645636816,0.2084208115433065,2539.0
2020-04-04,46.5,70.7,6.9,29.7,610.6716829206645,,,,,5500.0,2700.0,1.932,0.1717301645636816,0.2084208115433065,2539.0
2020-04-05,53.8,54.6,10.7,29.5,18.35227361333147,,,,,5300.0,2500.0,2.116,0.1717301645636816,0.2084208115433065,2539.0
2020-04-06,52.7,55.6,12.9,29.6,6.381507219407482,,,,,3300.0,1900.0,1.5923,0.1717301645636816,0.2084208115433065,2539.0
