LAD20CD,LAD20NM,male,female,doctors,nonwhite,PopulationDensity
E07000134,North West Leicestershire,0.18069369521240727,0.20381613183000868,0.114,0.045929019,375
E07000135,Oadby and Wigston,0.18854335943270795,0.22885761818938027,0.122,0.326810176,2453
E07000136,Boston,0.19570749655066688,0.2185385456372071,0.127,0.138095238,194
E07000138,Lincoln,0.13572694287401907,0.16109266773228412,0.14,0.029050279,2911
E07000139,North Kesteven,0.21537442014579192,0.2369451006664081,0.118,0.028810409,128
E07000140,South Holland,0.22688334877833782,0.25071465696465695,0.104,0.030601093,127
E07000141,South Kesteven,0.20039313366544625,0.22128769081963076,0.112,0.0206995,152
E07000142,West Lindsey,0.22427134669848137,0.23572767552828902,0.104,0.040598291,82
E07000144,Broadland,0.232612269479304,0.2607246915876263,0.099,0.026107595,239
E07000146,King's Lynn and West Norfolk,0.2326344898987835,0.26171054177162323,0.119,0.029268293,107
E07000148,Norwich,0.1313281146734421,0.1639882968450485,0.162,0.022745735,3690
E07000163,Craven,0.23166827960991587,0.2711758584807492,0.052,0.055855856,48
E07000165,Harrogate,0.1987306469269666,0.2390761780592289,0.111,0.024038462,124
E07000168,Scarborough,0.23644745399594475,0.2710486649440138,0.129,0.00877193,133
E07000170,Ashfield,0.17160127889162727,0.19613808120917126,0.101,0.048859935,1153
E07000171,Bassetlaw,0.19188348416289594,0.21882328417322425,0.076,0.016806723,185
E07000172,Broxtowe,0.1840393234061009,0.2154879172276947,0.113,0.066115702,1385
E07000173,Gedling,0.18485369441539798,0.2136283036392806,0.118,0.113559322,978
E07000174,Mansfield,0.1689748564184322,0.1990637539010254,0.101,0.073215941,1441
E07000176,Rushcliffe,0.18504626156539133,0.21792871506830316,0.107,0.074439462,291
E07000177,Cherwell,0.15756040911698452,0.1817509551785054,0.119,0.037721324,273
E07000178,Oxford,0.09933541878666817,0.12640628587463965,0.132,0.253080569,3555
E07000179,South Oxfordshire,0.18356436230081155,0.21392698335036192,0.104,0.065116279,220
E07000180,Vale of White Horse,0.18113456676811104,0.20962883870659293,0.065,0.020885547,240
E07000181,West Oxfordshire,0.18420213464388213,0.21388590077852937,0.116,0.056508577,160
E07000187,Mendip,0.20176624146038916,0.2307543418204853,0.095,0.030769231,157
E07000188,Sedgemoor,0.2072869493618773,0.23436085647043334,0.13,0.007640068,222
E07000192,Cannock Chase,0.16455462598425197,0.1909965649545007,0.138,0.081419624,1274
E07000193,East Staffordshire,0.1654571339282614,0.1996383363471971,0.149,0.022450889,320
E07000194,Lichfield,0.21115529965770366,0.2416395096213532,0.066,0.045362903,321
E07000195,Newcastle-under-Lyme,0.18085514945913078,0.21283826305852738,0.147,0.023236515,584
E07000196,South Staffordshire,0.21025483240425685,0.2457972582972583,0.116,0.018467221,271
E07000197,Stafford,0.195160536981513,0.22934568088659482,0.102,0.075294118,229
E07000198,Staffordshire Moorlands,0.22128630705394192,0.24615136291184955,0.122,0.02289282,166
E07000202,Ipswich,0.14430891289167547,0.17317725653645488,0.103,0.047140649,3536
E07000203,Mid Suffolk,0.21771594108286751,0.2363730714727661,0.095,0.023115578,118
E07000207,Elmbridge,0.1610187985160707,0.1910369452743569,0.138,0.169047619,1460
E07000208,Epsom and Ewell,0.1648421052631579,0.18820377994940224,0.123,0.240112994,2374
E07000209,Guildford,0.14952247191011236,0.17858635970902198,0.106,0.056501548,530
E07000210,Mole Valley,0.20756736188732194,0.2401267398438384,0.148,0.107526882,338
E07000211,Reigate and Banstead,0.16111831881495844,0.19224706317766233,0.094,0.090322581,1168
E07000212,Runnymede,0.16020521755965345,0.18441126161527438,0.111,0.155526992,1129
E07000213,Spelthorne,0.16720668661644825,0.19884795875208958,0.11,0.129899216,2295
E07000214,Surrey Heath,0.1706199336772292,0.19841755650774218,0.146,0.041412911,952
E07000215,Tandridge,0.18560104088861046,0.21394543092247725,0.102,0.074307305,354
E07000216,Waverley,0.1948857290503259,0.23123538674428593,0.126,0.031650984,371
E07000217,Woking,0.1482412569690826,0.17672301950060876,0.1,0.067039106,1634
E07000219,Nuneaton and Bedworth,0.16905782450465023,0.19782747206638798,0.138,0.152730375,1700
E07000220,Rugby,0.17459539950625025,0.20071120438381718,0.108,0.116666667,326
E07000221,Stratford-on-Avon,0.23329142740647615,0.2632247483680098,0.121,0.020253165,138
E07000222,Warwick,0.16091740231496715,0.1976605326388789,0.145,0.080034423,525
E07000223,Adur,0.2090629900679561,0.2520265291083272,0.093,0.115873016,1533
E07000224,Arun,0.2592156384951739,0.3000558693897821,0.099,0.047058824,746
E07000225,Chichester,0.2448562646899295,0.28242855007722073,0.107,0.035492458,158
E07000226,Crawley,0.11542121056868916,0.14651192265213375,0.133,0.2333001,2635
E07000227,Horsham,0.2008562090500376,0.2292460898430139,0.082,0.050505051,277
E07000228,Mid Sussex,0.17881282679854332,0.21515865918759994,0.099,0.043878273,457
E07000229,Worthing,0.19775022867485356,0.24388968997837057,0.108,0.053080569,3425
E07000234,Bromsgrove,0.20110998135909167,0.23553659092321394,0.139,0.024364407,457
E07000235,Malvern Hills,0.2523445312288857,0.27828321768182984,0.076,0.030683403,138
E07000236,Redditch,0.1531733358754975,0.17103406097101995,0.082,0.059193955,1604
E07000239,Wyre Forest,0.22071989019318625,0.24651524517917323,0.069,0.070452156,520
E07000240,St Albans,0.15133036911567507,0.17626944545810863,0.1,0.104134763,919
E07000241,Welwyn Hatfield,0.1401533008572975,0.17652465489949107,0.073,0.120179372,926
E07000242,East Hertfordshire,0.15685491917780883,0.18145388172972676,0.086,0.041222459,316
E08000001,Bolton,0.15368008980743214,0.17979855098073866,0.139,0.178326996,2117
E08000002,Bury,0.1610360728652255,0.18880753684342458,0.136,0.06103822,1949
E08000003,Manchester,0.08237248573459698,0.1076580885498083,0.166,0.27774101,4773
E08000004,Oldham,0.14211275120042682,0.17217660461717038,0.105,0.157725814,1701
E08000005,Rochdale,0.1453126194297944,0.17112042697002713,0.152,0.153884965,1415
E08000007,Stockport,0.178436753751292,0.20886188297944971,0.126,0.07626818,2339
E08000008,Tameside,0.1592042552799211,0.18273460736993963,0.119,0.11731315,2240
E08000009,Trafford,0.1527416976760514,0.18415545842685252,0.122,0.13652968,2217
E08000010,Wigan,0.16917165781444232,0.19229651252682553,0.124,0.04893754,1750
E08000011,Knowsley,0.1529276528486242,0.1786439618809561,0.125,0.016666667,1786
E08000012,Liverpool,0.13246337191918328,0.16025075011612677,0.174,0.093318729,4347
E08000013,St. Helens,0.18199376875409573,0.21079295398361547,0.138,0.026285047,1344
E08000014,Sefton,0.20082301390741095,0.24454344862479446,0.156,0.009202454,1784
E08000015,Wirral,0.18847091222921125,0.22164870929512054,0.148,0.034868421,1990
E08000016,Barnsley,0.17080324332619984,0.19893659378214273,0.113,0.017558887,743
E08000017,Doncaster,0.16551115007105763,0.19849872723840029,0.106,0.015686275,542
E08000018,Rotherham,0.17332540285027823,0.2024596917448391,0.117,0.030132583,928
E08000021,Newcastle upon Tyne,0.12684723163377756,0.1594776607438534,0.127,0.109916368,2646
E08000022,North Tyneside,0.17173016456368165,0.2084208115433065,0.12,0.021905247,2539
E08000023,South Tyneside,0.17538414430464314,0.21082817458253134,0.119,0.026952315,2294
E08000024,Sunderland,0.16600687957773627,0.20040564237272618,0.126,0.01951952,1995
E08000025,Birmingham,0.11737186798631297,0.14358707734232135,0.14,0.44191546,4275
E08000026,Coventry,0.12939105574359247,0.15962173253635473,0.119,0.243702771,3501
E08000027,Dudley,0.18423529715162534,0.21157735557864998,0.124,0.056659069,3302
E08000028,Sandwell,0.13799080274510556,0.16803851142372545,0.134,0.315969842,3996
E08000029,Solihull,0.18862815884476533,0.22272449376586323,0.115,0.120749138,1213
E08000030,Walsall,0.16141755678695052,0.19364085218600186,0.143,0.185730464,2732
E08000031,Wolverhampton,0.15197077608050966,0.18267336023271089,0.136,0.265288544,3798
E08000032,Bradford,0.12724059095886728,0.15618887644643523,0.105,0.209922099,1491
E08000033,Calderdale,0.158969918227173,0.19104895369398503,0.099,0.065077,568
E08000034,Kirklees,0.15039664482109935,0.18137126647296162,0.125,0.17913776,1061
E08000035,Leeds,0.13820065743981447,0.16810922271033185,0.131,0.147957766,1472
E08000036,Wakefield,0.16941280548490545,0.19787076302600753,0.102,0.061047412,1043
E08000037,Gateshead,0.17309821528335043,0.20374688902388838,0.139,0.04064617,1378
E09000002,Barking and Dagenham,0.08584488077673108,0.11182244143033292,0.154,0.554461182,6064
E09000003,Barnet,0.12297277473826043,0.15243793815297238,0.155,0.409586777,4487
E09000004,Bexley,0.1492822718108901,0.1815885173623403,0.084,0.221551324,4069
E09000005,Brent,0.09939543932230102,0.12252889534516516,0.153,0.647659574,7859
E09000006,Bromley,0.15890483716351012,0.19059260590808316,0.138,0.158441558,2198
E09000007,Camden,0.10321000762045021,0.12862648765405954,0.193,0.322439024,9647
E09000008,Croydon,0.11830001260142779,0.13943706367784375,0.129,0.472348141,4519
E09000009,Ealing,0.10409179602178407,0.12702938984821013,0.244,0.388825105,6609
E09000010,Enfield,0.11603141500643387,0.1396217366543776,0.099,0.412491179,4083
E09000011,Greenwich,0.09288245388564084,0.11692661132120506,0.118,0.383932534,6111
E09000012,Hackney,0.0659536541889483,0.07742549287585795,0.149,0.338059371,13611
E09000013,Hammersmith and Fulham,0.08986948700026355,0.11136847651876083,0.212,0.319415449,11168
E09000014,Haringey,0.08195364238410596,0.10235813357511633,0.139,0.392941176,8924
E09000015,Harrow,0.1345475381655957,0.1608126221274809,0.139,0.647288715,5178
E09000016,Havering,0.16454164727780363,0.2045250001956503,0.138,0.225115498,2332
E09000017,Hillingdon,0.11936884493692558,0.14352432638813134,0.149,0.46373971,2644
E09000018,Hounslow,0.09966287870331093,0.12314493692594992,0.129,0.480769231,5150
E09000019,Islington,0.08067022252914505,0.09677680960919831,0.125,0.311286089,14578
E09000020,Kensington and Chelsea,0.12807900902183622,0.1507100959041212,0.465,0.414076782,11828
E09000021,Kingston upon Thames,0.11993334372340043,0.14443353168871687,0.1,0.264137931,4509
E09000022,Lambeth,0.06938524795667653,0.08629121710194615,0.137,0.373174481,11848
E09000023,Lewisham,0.0833884936699159,0.10381236018650783,0.102,0.339464214,8553
E09000024,Merton,0.1088602783029721,0.13285112793572312,0.155,0.290919952,5720
E09000025,Newham,0.06022437109892188,0.07963232734726501,0.121,0.650863653,9700
E09000026,Redbridge,0.10927350751152042,0.13378595869568158,0.15,0.590189262,5502
E09000027,Richmond upon Thames,0.1320333432569217,0.15954507550259714,0.187,0.168559474,3401
E09000028,Southwark,0.07015742413836788,0.08818767574937238,0.112,0.485483871,10655
E09000029,Sutton,0.1361337920172421,0.1649085863853738,0.12,0.291946309,4780
E09000030,Tower Hamlets,0.0534847793982537,0.06734949954769617,0.133,0.658,15695
E09000031,Waltham Forest,0.09180883802922107,0.11346016221374046,0.141,0.338186356,7173
E09000032,Wandsworth,0.08363551526463138,0.10029298380878951,0.14,0.216981132,9559
E09000033,Westminster,0.10639375150443653,0.13019545273234942,0.334,0.300349243,9510
