date,Alpha,Beta,Delta,Eta,Gamma,Kappa,Theta,Zeta,Lambda,Mu,Omicron,Omicron - BA2,XE,Omicron - BA4,Omicron - BA5,Other
31/01/2021,0.95057,0.001359,0,0.001672,0,0,0,0.000105,0,0,0,0,0,0,0,0.045668
07/02/2021,0.962558,0.00226,0,0.001733,7.53E-05,0,0,0,0,0,0,0,0,0,0,0.032394
14/02/2021,0.97321,0.001221,0,0.001508,7.18E-05,0,0,0.000718,0,0,0,0,0,0,0,0.022409
21/02/2021,0.974669,0.001977,0,0.003002,0.000366,0.000366,0,7.32E-05,7.32E-05,0,0,0,0,0,0,0.018376
28/02/2021,0.970402,0.003457,0,0.004638,0.000337,0.000422,0.000337,0.000253,8.43E-05,0,0,0,0,0,0,0.017455
07/03/2021,0.973423,0.002978,0,0.003208,0.000687,0.000916,0,0.000153,0,0,0,0,0,0,0,0.016725
14/03/2021,0.97663,0.00492,0,0.003306,0.000769,0.001153,0,0,0,0,0,0,0,0,0,0.011916
21/03/2021,0.981953,0.004477,0,0.001889,0.00042,0.001609,0,0,0,0,0,0,0,0,0,0.007415
28/03/2021,0.976765,0.006151,0.001172,0.002148,0.000976,0.003515,0,0,9.76E-05,0,0,0,0,0,0,0.006639
04/04/2021,0.961118,0.008929,0.008065,0.002016,0.00144,0.006912,0,0,0,0,0,0,0,0,0,0.007344
11/04/2021,0.939075,0.008068,0.025852,0.002305,0.002799,0.009221,0,0.000165,0,0,0,0,0,0,0,0.006751
18/04/2021,0.899787,0.009497,0.059604,0.002456,0.002456,0.012772,0.000164,0,0,0,0,0,0,0,0,0.00524
25/04/2021,0.844265,0.00807,0.11899,0.003091,0.003777,0.01013,0,0,0,0,0,0,0,0,0,0.003777
02/05/2021,0.721623,0.005894,0.246548,0.0032,0.002695,0.00421,0,0,0.000337,0.000168,0,0,0,0,0,0.004715
09/05/2021,0.565753,0.003253,0.409247,0.002226,0.002226,0.002397,0,0,0,0,0,0,0,0,0,0.004623
16/05/2021,0.365035,0.001739,0.618111,0.000401,0.000936,0.002274,0,0,0,0.000134,0,0,0,0,0,0.003077
23/05/2021,0.193554,0.001264,0.796335,0.000632,0.001264,0.001264,9.03E-05,0,0,0.000181,0,0,0,0,0,0.001715
30/05/2021,0.096034,0.000791,0.899503,5.65E-05,0.000508,0.000339,0,0,0,0.000113,0,0,0,0,0,0.000847
06/06/2021,0.049208,0.000575,0.947968,0,0.000418,5.23E-05,0,0,5.23E-05,5.23E-05,0,0,0,0,0,0.000418
13/06/2021,0.017175,0.000137,0.981107,6.87E-05,6.87E-05,0,0,0,0.000137,6.87E-05,0,0,0,0,0,0.000481
20/06/2021,0.010171,0.000266,0.9869,0,0.000107,0,0,0,0,0.000213,0,0,0,0,0,0.000533
27/06/2021,0.006226,0,0.990056,0,0,4.32E-05,0,0,0,0.000173,0,0,0,0,0,0.000951
04/07/2021,0.00242,0,0.991684,0,0.000132,0,0,0,0,0.000264,0,0,0,0,0,0.000748
11/07/2021,0.001101,0.000105,0.988628,0,0.000157,0,0,0,0,0.000419,0,0,0,0,0,0.001153
18/07/2021,0.000742,3.53E-05,0.987207,0,0.000106,0,0,0,0,0.000247,0,0,0,0,0,0.001979
25/07/2021,0.000403,0.000101,0.986186,0,6.72E-05,0,0,0,0,0.000101,0,0,0,0,0,0.001344
01/08/2021,0.000377,6.85E-05,0.984474,0,3.43E-05,3.43E-05,0,0,0,6.85E-05,0,0,0,0,0,0.002365
08/08/2021,0.000256,3.66E-05,0.962472,0,3.66E-05,0,0,0,0,0.000183,0,0,0,0,0,0.017391
15/08/2021,9.66E-05,3.22E-05,0.975297,0,0,3.22E-05,0,0,0,0,0,0,0,0,0,0.001868
22/08/2021,0.000157,3.15E-05,0.967559,0,0,0,0,0,0,0,0,0,0,0,0,0.000598
29/08/2021,0.00016,0,0.965264,0,3.19E-05,0,0,0,0,0,0,0,0,0,0,0.00099
05/09/2021,0.000107,0,0.957818,0,0,0,0,0,0,0,0,0,0,0,0,0.00128
12/09/2021,0.000166,0,0.946742,0,0,3.32E-05,0,0,0,0,0,0,0,0,0,0.000995
19/09/2021,0.000137,0,0.934772,0,0,0,0,0,0,0,0,0,0,0,0,0.000377
26/09/2021,0,0,0.921136,0,0,0,0,0,0,0,0,0,0,0,0,0.000698
03/10/2021,6.31E-05,0,0.913677,0,6.31E-05,0,0,0,0,0,0,0,0,0,0,0.001041
10/10/2021,0.000102,0,0.908114,0,0,0,0,0,0,0,0,0,0,0,0,0.001051
17/10/2021,2.93E-05,0,0.890118,0,0,0,0,0,0,2.93E-05,0,0,0,0,0,0.00091
24/10/2021,2.99E-05,0,0.877047,0,0,0,0,0,0,0,0,0,0,0,0,0.000837
31/10/2021,2.70E-05,0,0.852836,0,0,0,0,0,0,0,0.000162,0,0,0,0,0.000485
07/11/2021,2.32E-05,2.32E-05,0.828759,0,0,0,0,0,0,0,2.32E-05,0,0,0,0,0.000604
14/11/2021,0,0,0.803282,0,0,0,0,0,0,0,0.000182,0,0,0,0,0.000797
21/11/2021,2.08E-05,0,0.78467,0,0,0,0,0,0,0,0.001957,0,0,0,0,0.000396
28/11/2021,0,0,0.749106,0,0,0,0,0,0,0,0.014008,0,0,0,0,0.000496
05/12/2021,0,0,0.642409,0,0,0,0,0,0,0,0.132493,6.99E-05,0,0,0,0.000978
12/12/2021,0,0,0.303181,0,0,0,0,0,0,1.54E-05,0.581219,0,0,0,0,0.00077
19/12/2021,0,0,0.123907,0,0,0,0,0,0,0,0.824299,0.000208,0,0,0,0.001558
26/12/2021,1.61E-05,0,0.036818,0,0,0,0,0,0,0,0.946672,0.00132,0,0,0,0.000756
02/01/2022,2.62E-05,0,0.016237,0,0,0,0,0,0,0,0.970789,0.006107,0,0,0,0.000681
09/01/2022,3.30E-05,0,0.007784,0,0,0,0,0,0,0,0.973959,0.015288,0,0,0,0.000577
16/01/2022,0,0,0.00258,0,0,0,0,0,0,0,0.962314,0.033231,3.20E-05,1.60E-05,0,0.000641
23/01/2022,0,0,0.001044,0,0,0,0,0,0,0,0.929041,0.068816,0.000146,0,0,0.000476
30/01/2022,3.01E-05,0,0.000452,0,0,0,0,0,0,0,0.855621,0.142164,0.000256,0,1.51E-05,0.001206
06/02/2022,0,0,0.000369,0,0,0,0,0,0,0,0.766033,0.2318,0.000674,0,0,0.000995
13/02/2022,0,0,0.000297,0,0,0,0,0,0,0,0.604779,0.392304,0.001397,0,0,0.001153
20/02/2022,0,0,0.000295,0,0,0,0,0,0,0,0.437962,0.558335,0.002181,0,0,0.001181
27/02/2022,0,0,2.36E-05,0,0,0,0,0,0,0,0.266731,0.730083,0.002643,0,0,0.000519
06/03/2022,0,0,0.000198,0,0,0,0,0,0,0,0.159063,0.83656,0.003548,0,0,0.000612
13/03/2022,0,0,0.000116,0,0,0,0,0,0,0,0.090636,0.903692,0.004727,0,0,0.000813
20/03/2022,0,0,0.000114,0,0,0,0,0,0,0,0.051525,0.942407,0.005231,1.90E-05,0,0.000704
27/03/2022,0,0,0,0,0,0,0,0,0,0,0.035363,0.958184,0.005605,0,3.69E-05,0.000811
03/04/2022,0,0,0,0,0,0,0,0,0,0,0.024031,0.968057,0.00562,0.00037,7.39E-05,0.001849
10/04/2022,0,0,0,0,0,0,0,0,0,0,0.0151,0.976591,0.006936,0.000361,0.000289,0.000722
17/04/2022,0,0,0,0,0,0,0,0,0,0,0.008706,0.978904,0.008595,0.001339,0.000781,0.001674
24/04/2022,0.000152,0,0,0,0,0,0,0,0,0,0.007744,0.971606,0.009869,0.004555,0.003644,0.002429
01/05/2022,0,0,0.000232,0,0,0,0,0,0,0,0.004413,0.967247,0.006969,0.008595,0.009524,0.00302
08/05/2022,0,0,0,0,0,0,0,0,0,0,0.00584,0.928618,0.00584,0.035691,0.022064,0.001947
15/05/2022,0,0,0,0,0,0,0,0,0,0,0.005639,0.877506,0.006892,0.053258,0.052632,0.004073
22/05/2022,0,0,0,0,0,0,0,0,0,0,0.003012,0.790017,0.005164,0.078744,0.121343,0.001721
29/05/2022,0,0,0,0,0,0,0,0,0,0,0.002694,0.612034,0.003143,0.131567,0.244275,0.006286
05/06/2022,0,0,0,0,0,0,0,0,0,0,0.000397,0.449821,0.00119,0.181674,0.361761,0.005157
12/06/2022,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0.25,0.375,0
