areaType,areaName,areaCode,date,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate
nation,England,E92000001,20/06/2022,59,156516
nation,England,E92000001,21/06/2022,54,156570
nation,England,E92000001,22/06/2022,64,156634
nation,England,E92000001,23/06/2022,66,156700
nation,England,E92000001,24/06/2022,51,156751
nation,England,E92000001,25/06/2022,66,156817
nation,England,E92000001,26/06/2022,65,156882
nation,England,E92000001,27/06/2022,69,156951
nation,England,E92000001,28/06/2022,55,157006
nation,England,E92000001,29/06/2022,68,157074
nation,England,E92000001,30/06/2022,67,157141
nation,England,E92000001,01/07/2022,64,157205
nation,England,E92000001,02/07/2022,62,157267
nation,England,E92000001,03/07/2022,49,157316
nation,England,E92000001,04/07/2022,22,157338
