areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
nation,England,E92000001,17/03/2021,5046,3826659,4999,3816004,47,10655
nation,England,E92000001,18/03/2021,4680,3831339,4649,3820653,31,10686
nation,England,E92000001,19/03/2021,4329,3835668,4274,3824927,55,10741
nation,England,E92000001,20/03/2021,3513,3839181,3483,3828410,30,10771
nation,England,E92000001,21/03/2021,4677,3843858,4628,3833038,49,10820
nation,England,E92000001,22/03/2021,5399,3849257,5340,3838378,59,10879
nation,England,E92000001,23/03/2021,4563,3853820,4501,3842879,62,10941
nation,England,E92000001,24/03/2021,5319,3859139,5250,3848129,69,11010
nation,England,E92000001,25/03/2021,4674,3863813,4609,3852738,65,11075
nation,England,E92000001,26/03/2021,3803,3867616,3756,3856494,47,11122
nation,England,E92000001,27/03/2021,3136,3870752,3097,3859591,39,11161
nation,England,E92000001,28/03/2021,4476,3875228,4415,3864006,61,11222
nation,England,E92000001,29/03/2021,3422,3878650,3363,3867369,59,11281
nation,England,E92000001,30/03/2021,3135,3881785,3079,3870448,56,11337
nation,England,E92000001,31/03/2021,3341,3885126,3285,3873733,56,11393
nation,England,E92000001,01/04/2021,3067,3888193,3015,3876748,52,11445
nation,England,E92000001,02/04/2021,2248,3890441,2212,3878960,36,11481
nation,England,E92000001,03/04/2021,2119,3892560,2093,3881053,26,11507
nation,England,E92000001,04/04/2021,2043,3894603,2006,3883059,37,11544
nation,England,E92000001,05/04/2021,2314,3896917,2269,3885328,45,11589
nation,England,E92000001,06/04/2021,2755,3899672,2679,3888007,76,11665
nation,England,E92000001,07/04/2021,2752,3902424,2688,3890695,64,11729
nation,England,E92000001,08/04/2021,2651,3905075,2573,3893268,78,11807
nation,England,E92000001,09/04/2021,2481,3907556,2419,3895687,62,11869
nation,England,E92000001,10/04/2021,2009,3909565,1972,3897659,37,11906
nation,England,E92000001,11/04/2021,2020,3911585,1983,3899642,37,11943
nation,England,E92000001,12/04/2021,2398,3913983,2316,3901958,82,12025
nation,England,E92000001,13/04/2021,2060,3916043,1981,3903939,79,12104
nation,England,E92000001,14/04/2021,2068,3918111,2009,3905948,59,12163
nation,England,E92000001,15/04/2021,1959,3920070,1885,3907833,74,12237
nation,England,E92000001,16/04/2021,1963,3922033,1902,3909735,61,12298
nation,England,E92000001,17/04/2021,1398,3923431,1361,3911096,37,12335
nation,England,E92000001,18/04/2021,2281,3925712,2213,3913309,68,12403
nation,England,E92000001,19/04/2021,2268,3927980,2181,3915490,87,12490
nation,England,E92000001,20/04/2021,2112,3930092,2005,3917495,107,12597
nation,England,E92000001,21/04/2021,2299,3932391,2216,3919711,83,12680
nation,England,E92000001,22/04/2021,2032,3934423,1944,3921655,88,12768
nation,England,E92000001,23/04/2021,1701,3936124,1626,3923281,75,12843
nation,England,E92000001,24/04/2021,1300,3937424,1256,3924537,44,12887
nation,England,E92000001,25/04/2021,1897,3939321,1831,3926368,66,12953
nation,England,E92000001,26/04/2021,2268,3941589,2163,3928531,105,13058
nation,England,E92000001,27/04/2021,1808,3943397,1749,3930280,59,13117
nation,England,E92000001,28/04/2021,2153,3945550,2080,3932360,73,13190
nation,England,E92000001,29/04/2021,1901,3947451,1818,3934178,83,13273
nation,England,E92000001,30/04/2021,1528,3948979,1456,3935634,72,13345
nation,England,E92000001,01/05/2021,1209,3950188,1166,3936800,43,13388
nation,England,E92000001,02/05/2021,1305,3951493,1257,3938057,48,13436
nation,England,E92000001,03/05/2021,1806,3953299,1752,3939809,54,13490
nation,England,E92000001,04/05/2021,2197,3955496,2118,3941927,79,13569
nation,England,E92000001,05/05/2021,2203,3957699,2109,3944036,94,13663
nation,England,E92000001,06/05/2021,1966,3959665,1883,3945919,83,13746
nation,England,E92000001,07/05/2021,1656,3961321,1598,3947517,58,13804
nation,England,E92000001,08/05/2021,1300,3962621,1259,3948776,41,13845
nation,England,E92000001,09/05/2021,1985,3964606,1915,3950691,70,13915
nation,England,E92000001,10/05/2021,2324,3966930,2259,3952950,65,13980
nation,England,E92000001,11/05/2021,1871,3968801,1805,3954755,66,14046
nation,England,E92000001,12/05/2021,1868,3970669,1797,3956552,71,14117
nation,England,E92000001,13/05/2021,1737,3972406,1679,3958231,58,14175
nation,England,E92000001,14/05/2021,1538,3973944,1480,3959711,58,14233
nation,England,E92000001,15/05/2021,1304,3975248,1269,3960980,35,14268
nation,England,E92000001,16/05/2021,1586,3976834,1541,3962521,45,14313
nation,England,E92000001,17/05/2021,2341,3979175,2264,3964785,77,14390
nation,England,E92000001,18/05/2021,2241,3981416,2165,3966950,76,14466
nation,England,E92000001,19/05/2021,2260,3983676,2193,3969143,67,14533
nation,England,E92000001,20/05/2021,2000,3985676,1934,3971077,66,14599
nation,England,E92000001,21/05/2021,1870,3987546,1820,3972897,50,14649
nation,England,E92000001,22/05/2021,1606,3989152,1553,3974450,53,14702
nation,England,E92000001,23/05/2021,1918,3991070,1863,3976313,55,14757
nation,England,E92000001,24/05/2021,2749,3993819,2658,3978971,91,14848
nation,England,E92000001,25/05/2021,2797,3996616,2712,3981683,85,14933
nation,England,E92000001,26/05/2021,3178,3999794,3098,3984781,80,15013
nation,England,E92000001,27/05/2021,3075,4002869,2990,3987771,85,15098
nation,England,E92000001,28/05/2021,2929,4005798,2853,3990624,76,15174
nation,England,E92000001,29/05/2021,2461,4008259,2419,3993043,42,15216
nation,England,E92000001,30/05/2021,2598,4010857,2551,3995594,47,15263
nation,England,E92000001,31/05/2021,3170,4014027,3089,3998683,81,15344
nation,England,E92000001,01/06/2021,4515,4018542,4390,4003073,125,15469
nation,England,E92000001,02/06/2021,5039,4023581,4951,4008024,88,15557
nation,England,E92000001,03/06/2021,5129,4028710,5017,4013041,112,15669
nation,England,E92000001,04/06/2021,4885,4033595,4797,4017838,88,15757
nation,England,E92000001,05/06/2021,3964,4037559,3909,4021747,55,15812
nation,England,E92000001,06/06/2021,4729,4042288,4640,4026387,89,15901
nation,England,E92000001,07/06/2021,6790,4049078,6648,4033035,142,16043
nation,England,E92000001,08/06/2021,6630,4055708,6476,4039511,154,16197
nation,England,E92000001,09/06/2021,6919,4062627,6794,4046305,125,16322
nation,England,E92000001,10/06/2021,6717,4069344,6582,4052887,135,16457
nation,England,E92000001,11/06/2021,6510,4075854,6375,4059262,135,16592
nation,England,E92000001,12/06/2021,5422,4081276,5310,4064572,112,16704
nation,England,E92000001,13/06/2021,6075,4087351,5957,4070529,118,16822
nation,England,E92000001,14/06/2021,8941,4096292,8766,4079295,175,16997
nation,England,E92000001,15/06/2021,9149,4105441,8931,4088226,218,17215
nation,England,E92000001,16/06/2021,9411,4114852,9240,4097466,171,17386
nation,England,E92000001,17/06/2021,9523,4124375,9293,4106759,230,17616
nation,England,E92000001,18/06/2021,8772,4133147,8565,4115324,207,17823
nation,England,E92000001,19/06/2021,7126,4140273,6989,4122313,137,17960
nation,England,E92000001,20/06/2021,8204,4148477,8066,4130379,138,18098
nation,England,E92000001,21/06/2021,12706,4161183,12484,4142863,222,18320
nation,England,E92000001,22/06/2021,13564,4174747,13316,4156179,248,18568
nation,England,E92000001,23/06/2021,14805,4189552,14523,4170702,282,18850
nation,England,E92000001,24/06/2021,15082,4204634,14813,4185515,269,19119
nation,England,E92000001,25/06/2021,14901,4219535,14626,4200141,275,19394
nation,England,E92000001,26/06/2021,13485,4233020,13272,4213413,213,19607
nation,England,E92000001,27/06/2021,15407,4248427,15150,4228563,257,19864
nation,England,E92000001,28/06/2021,23511,4271938,23077,4251640,434,20298
nation,England,E92000001,29/06/2021,23250,4295188,22880,4274520,370,20668
nation,England,E92000001,30/06/2021,23940,4319128,23591,4298111,349,21017
nation,England,E92000001,01/07/2021,24267,4343395,23838,4321949,429,21446
nation,England,E92000001,02/07/2021,22288,4365683,21956,4343905,332,21778
nation,England,E92000001,03/07/2021,20635,4386318,20362,4364267,273,22051
nation,England,E92000001,04/07/2021,21791,4408109,21509,4385776,282,22333
nation,England,E92000001,05/07/2021,30193,4438302,29741,4415517,452,22785
nation,England,E92000001,06/07/2021,31607,4469909,31181,4446698,426,23211
nation,England,E92000001,07/07/2021,34270,4504179,33809,4480507,461,23672
nation,England,E92000001,08/07/2021,29909,4534088,29518,4510025,391,24063
nation,England,E92000001,09/07/2021,29045,4563133,28688,4538713,357,24420
nation,England,E92000001,10/07/2021,25405,4588538,25109,4563822,296,24716
nation,England,E92000001,11/07/2021,27417,4615955,27130,4590952,287,25003
nation,England,E92000001,12/07/2021,40471,4656426,39951,4630903,520,25523
nation,England,E92000001,13/07/2021,43244,4699670,42654,4673557,590,26113
nation,England,E92000001,14/07/2021,50319,4749989,49650,4723207,669,26782
nation,England,E92000001,15/07/2021,57579,4807568,56820,4780027,759,27541
nation,England,E92000001,16/07/2021,51136,4858704,50514,4830541,622,28163
nation,England,E92000001,17/07/2021,35278,4893982,34901,4865442,377,28540
nation,England,E92000001,18/07/2021,33162,4927144,32763,4898205,399,28939
nation,England,E92000001,19/07/2021,43389,4970533,42806,4941011,583,29522
nation,England,E92000001,20/07/2021,35942,5006475,35410,4976421,532,30054
nation,England,E92000001,21/07/2021,31663,5038138,31278,5007699,385,30439
nation,England,E92000001,22/07/2021,27707,5065845,27378,5035077,329,30768
nation,England,E92000001,23/07/2021,24535,5090380,24231,5059308,304,31072
nation,England,E92000001,24/07/2021,20275,5110655,20012,5079320,263,31335
nation,England,E92000001,25/07/2021,19642,5130297,19390,5098710,252,31587
nation,England,E92000001,26/07/2021,26537,5156834,26168,5124878,369,31956
nation,England,E92000001,27/07/2021,26021,5182855,25645,5150523,376,32332
nation,England,E92000001,28/07/2021,26925,5209780,26568,5177091,357,32689
nation,England,E92000001,29/07/2021,25359,5235139,25009,5202100,350,33039
nation,England,E92000001,30/07/2021,22106,5257245,21784,5223884,322,33361
nation,England,E92000001,31/07/2021,18447,5275692,18169,5242053,278,33639
nation,England,E92000001,01/08/2021,18628,5294320,18385,5260438,243,33882
nation,England,E92000001,02/08/2021,26575,5320895,26192,5286630,383,34265
nation,England,E92000001,03/08/2021,27059,5347954,26692,5313322,367,34632
nation,England,E92000001,04/08/2021,28895,5376849,28497,5341819,398,35030
nation,England,E92000001,05/08/2021,28126,5404975,27757,5369576,369,35399
nation,England,E92000001,06/08/2021,24875,5429850,24522,5394098,353,35752
nation,England,E92000001,07/08/2021,19984,5449834,19704,5413802,280,36032
nation,England,E92000001,08/08/2021,20156,5469990,19899,5433701,257,36289
nation,England,E92000001,09/08/2021,28288,5498278,27869,5461570,419,36708
nation,England,E92000001,10/08/2021,27608,5525886,27214,5488784,394,37102
nation,England,E92000001,11/08/2021,29132,5555018,28775,5517559,357,37459
nation,England,E92000001,12/08/2021,27685,5582703,27299,5544858,386,37845
nation,England,E92000001,13/08/2021,24988,5607691,24665,5569523,323,38168
nation,England,E92000001,14/08/2021,21336,5629027,21102,5590625,234,38402
nation,England,E92000001,15/08/2021,21277,5650304,21016,5611641,261,38663
nation,England,E92000001,16/08/2021,30854,5681158,30415,5642056,439,39102
nation,England,E92000001,17/08/2021,31089,5712247,30620,5672676,469,39571
nation,England,E92000001,18/08/2021,31424,5743671,30977,5703653,447,40018
nation,England,E92000001,19/08/2021,29064,5772735,28660,5732313,404,40422
nation,England,E92000001,20/08/2021,25547,5798282,25226,5757539,321,40743
nation,England,E92000001,21/08/2021,22585,5820867,22323,5779862,262,41005
nation,England,E92000001,22/08/2021,22397,5843264,22145,5802007,252,41257
nation,England,E92000001,23/08/2021,30327,5873591,29942,5831949,385,41642
nation,England,E92000001,24/08/2021,28206,5901797,27830,5859779,376,42018
nation,England,E92000001,25/08/2021,27895,5929692,27539,5887318,356,42374
nation,England,E92000001,26/08/2021,26478,5956170,26111,5913429,367,42741
nation,England,E92000001,27/08/2021,24244,5980414,23944,5937373,300,43041
nation,England,E92000001,28/08/2021,20136,6000550,19901,5957274,235,43276
nation,England,E92000001,29/08/2021,19149,6019699,18906,5976180,243,43519
nation,England,E92000001,30/08/2021,24956,6044655,24630,6000810,326,43845
nation,England,E92000001,31/08/2021,33563,6078218,33120,6033930,443,44288
nation,England,E92000001,01/09/2021,31584,6109802,31201,6065131,383,44671
nation,England,E92000001,02/09/2021,30622,6140424,30214,6095345,408,45079
nation,England,E92000001,03/09/2021,28726,6169150,28363,6123708,363,45442
nation,England,E92000001,04/09/2021,23405,6192555,23136,6146844,269,45711
nation,England,E92000001,05/09/2021,23452,6216007,23155,6169999,297,46008
nation,England,E92000001,06/09/2021,33121,6249128,32670,6202669,451,46459
nation,England,E92000001,07/09/2021,27928,6277056,27574,6230243,354,46813
nation,England,E92000001,08/09/2021,25650,6302706,25259,6255502,391,47204
nation,England,E92000001,09/09/2021,24430,6327136,24110,6279612,320,47524
nation,England,E92000001,10/09/2021,21019,6348155,20723,6300335,296,47820
nation,England,E92000001,11/09/2021,16954,6365109,16737,6317072,217,48037
nation,England,E92000001,12/09/2021,17873,6382982,17636,6334708,237,48274
nation,England,E92000001,13/09/2021,25194,6408176,24864,6359572,330,48604
nation,England,E92000001,14/09/2021,22625,6430801,22326,6381898,299,48903
nation,England,E92000001,15/09/2021,22379,6453180,22114,6404012,265,49168
nation,England,E92000001,16/09/2021,22157,6475337,21886,6425898,271,49439
nation,England,E92000001,17/09/2021,22360,6497697,22098,6447996,262,49701
nation,England,E92000001,18/09/2021,20920,6518617,20666,6468662,254,49955
nation,England,E92000001,19/09/2021,24789,6543406,24478,6493140,311,50266
nation,England,E92000001,20/09/2021,32110,6575516,31703,6524843,407,50673
nation,England,E92000001,21/09/2021,30535,6606051,30168,6555011,367,51040
nation,England,E92000001,22/09/2021,28781,6634832,28427,6583438,354,51394
nation,England,E92000001,23/09/2021,28327,6663159,27925,6611363,402,51796
nation,England,E92000001,24/09/2021,25742,6688901,25414,6636777,328,52124
nation,England,E92000001,25/09/2021,23382,6712283,23112,6659889,270,52394
nation,England,E92000001,26/09/2021,26795,6739078,26458,6686347,337,52731
nation,England,E92000001,27/09/2021,34586,6773664,34154,6720501,432,53163
nation,England,E92000001,28/09/2021,29621,6803285,29258,6749759,363,53526
nation,England,E92000001,29/09/2021,28671,6831956,28360,6778119,311,53837
nation,England,E92000001,30/09/2021,26802,6858758,26497,6804616,305,54142
nation,England,E92000001,01/10/2021,24128,6882886,23850,6828466,278,54420
nation,England,E92000001,02/10/2021,21866,6904752,21648,6850114,218,54638
nation,England,E92000001,03/10/2021,27132,6931884,26844,6876958,288,54926
nation,England,E92000001,04/10/2021,36469,6968353,36077,6913035,392,55318
nation,England,E92000001,05/10/2021,32256,7000609,31862,6944897,394,55712
nation,England,E92000001,06/10/2021,32539,7033148,32169,6977066,370,56082
nation,England,E92000001,07/10/2021,32156,7065304,31787,7008853,369,56451
nation,England,E92000001,08/10/2021,29836,7095140,29481,7038334,355,56806
nation,England,E92000001,09/10/2021,27171,7122311,26856,7065190,315,57121
nation,England,E92000001,10/10/2021,31489,7153800,31149,7096339,340,57461
nation,England,E92000001,11/10/2021,43099,7196899,42640,7138979,459,57920
nation,England,E92000001,12/10/2021,40876,7237775,40380,7179359,496,58416
nation,England,E92000001,13/10/2021,40544,7278319,40092,7219451,452,58868
nation,England,E92000001,14/10/2021,39260,7317579,38777,7258228,483,59351
nation,England,E92000001,15/10/2021,36624,7354203,36246,7294474,378,59729
nation,England,E92000001,16/10/2021,31638,7385841,31300,7325774,338,60067
nation,England,E92000001,17/10/2021,37496,7423337,37115,7362889,381,60448
nation,England,E92000001,18/10/2021,49249,7472586,48647,7411536,602,61050
nation,England,E92000001,19/10/2021,44615,7517201,44090,7455626,525,61575
nation,England,E92000001,20/10/2021,43960,7561161,43479,7499105,481,62056
nation,England,E92000001,21/10/2021,38579,7599740,38110,7537215,469,62525
nation,England,E92000001,22/10/2021,34503,7634243,34084,7571299,419,62944
nation,England,E92000001,23/10/2021,29742,7663985,29414,7600713,328,63272
nation,England,E92000001,24/10/2021,30087,7694072,29742,7630455,345,63617
nation,England,E92000001,25/10/2021,39948,7734020,39448,7669903,500,64117
nation,England,E92000001,26/10/2021,35273,7769293,34858,7704761,415,64532
nation,England,E92000001,27/10/2021,36519,7805812,36096,7740857,423,64955
nation,England,E92000001,28/10/2021,35065,7840877,34634,7775491,431,65386
nation,England,E92000001,29/10/2021,33995,7874872,33562,7809053,433,65819
nation,England,E92000001,30/10/2021,28241,7903113,27950,7837003,291,66110
nation,England,E92000001,31/10/2021,29550,7932663,29152,7866155,398,66508
nation,England,E92000001,01/11/2021,37658,7970321,37108,7903263,550,67058
nation,England,E92000001,02/11/2021,31323,8001644,30906,7934169,417,67475
nation,England,E92000001,03/11/2021,29392,8031036,29011,7963180,381,67856
nation,England,E92000001,04/11/2021,27373,8058409,27027,7990207,346,68202
nation,England,E92000001,05/11/2021,24401,8082810,24035,8014242,366,68568
nation,England,E92000001,06/11/2021,22580,8105390,22278,8036520,302,68870
nation,England,E92000001,07/11/2021,25446,8130836,25103,8061623,343,69213
nation,England,E92000001,08/11/2021,36137,8166973,35602,8097225,535,69748
nation,England,E92000001,09/11/2021,34677,8201650,34202,8131427,475,70223
nation,England,E92000001,10/11/2021,35388,8237038,34907,8166334,481,70704
nation,England,E92000001,11/11/2021,33690,8270728,33223,8199557,467,71171
nation,England,E92000001,12/11/2021,31327,8302055,30906,8230463,421,71592
nation,England,E92000001,13/11/2021,27356,8329411,27040,8257503,316,71908
nation,England,E92000001,14/11/2021,29581,8358992,29222,8286725,359,72267
nation,England,E92000001,15/11/2021,42475,8401467,41890,8328615,585,72852
nation,England,E92000001,16/11/2021,38650,8440117,38105,8366720,545,73397
nation,England,E92000001,17/11/2021,38251,8478368,37765,8404485,486,73883
nation,England,E92000001,18/11/2021,37093,8515461,36601,8441086,492,74375
nation,England,E92000001,19/11/2021,33174,8548635,32762,8473848,412,74787
nation,England,E92000001,20/11/2021,29864,8578499,29494,8503342,370,75157
nation,England,E92000001,21/11/2021,31756,8610255,31353,8534695,403,75560
nation,England,E92000001,22/11/2021,42861,8653116,42301,8576996,560,76120
nation,England,E92000001,23/11/2021,41009,8694125,40477,8617473,532,76652
nation,England,E92000001,24/11/2021,39872,8733997,39304,8656777,568,77220
nation,England,E92000001,25/11/2021,37133,8771130,36577,8693354,556,77776
nation,England,E92000001,26/11/2021,33663,8804793,33209,8726563,454,78230
nation,England,E92000001,27/11/2021,28450,8833243,28071,8754634,379,78609
nation,England,E92000001,28/11/2021,33844,8867087,33387,8788021,457,79066
nation,England,E92000001,29/11/2021,47939,8915026,47188,8835209,751,79817
nation,England,E92000001,30/11/2021,47625,8962651,46939,8882148,686,80503
nation,England,E92000001,01/12/2021,47259,9009910,46557,8928705,702,81205
nation,England,E92000001,02/12/2021,43045,9052955,42392,8971097,653,81858
nation,England,E92000001,03/12/2021,39218,9092173,38620,9009717,598,82456
nation,England,E92000001,04/12/2021,33378,9125551,32835,9042552,543,82999
nation,England,E92000001,05/12/2021,35004,9160555,34420,9076972,584,83583
nation,England,E92000001,06/12/2021,51094,9211649,49952,9126924,1142,84725
nation,England,E92000001,07/12/2021,48122,9259771,46880,9173804,1242,85967
nation,England,E92000001,08/12/2021,50039,9309810,48572,9222376,1467,87434
nation,England,E92000001,09/12/2021,48806,9358616,47238,9269614,1568,89002
nation,England,E92000001,10/12/2021,45005,9403621,43526,9313140,1479,90481
nation,England,E92000001,11/12/2021,41940,9445561,40518,9353658,1422,91903
nation,England,E92000001,12/12/2021,46360,9491921,44500,9398158,1860,93763
nation,England,E92000001,13/12/2021,76501,9568422,72502,9470660,3999,97762
nation,England,E92000001,14/12/2021,90687,9659109,84741,9555401,5946,103708
nation,England,E92000001,15/12/2021,99637,9758746,92580,9647981,7057,110765
nation,England,E92000001,16/12/2021,93790,9852536,86917,9734898,6873,117638
nation,England,E92000001,17/12/2021,84944,9937480,78626,9813524,6318,123956
nation,England,E92000001,18/12/2021,78927,10016407,73205,9886729,5722,129678
nation,England,E92000001,19/12/2021,78493,10094900,72708,9959437,5785,135463
nation,England,E92000001,20/12/2021,117557,10212457,108392,10067829,9165,144628
nation,England,E92000001,21/12/2021,129587,10342044,119004,10186833,10583,155211
nation,England,E92000001,22/12/2021,138124,10480168,126470,10313303,11654,166865
nation,England,E92000001,23/12/2021,137019,10617187,125437,10438740,11582,178447
nation,England,E92000001,24/12/2021,117560,10734747,108022,10546762,9538,187985
nation,England,E92000001,25/12/2021,59910,10794657,55561,10602323,4349,192334
nation,England,E92000001,26/12/2021,98905,10893562,91186,10693509,7719,200053
nation,England,E92000001,27/12/2021,155549,11049111,142540,10836049,13009,213062
nation,England,E92000001,28/12/2021,170573,11219684,155650,10991699,14923,227985
nation,England,E92000001,29/12/2021,224010,11443694,204397,11196096,19613,247598
nation,England,E92000001,30/12/2021,192823,11636517,175025,11371121,17798,265396
nation,England,E92000001,31/12/2021,152883,11789400,138916,11510037,13967,279363
nation,England,E92000001,01/01/2022,99239,11888639,90237,11600274,9002,288365
nation,England,E92000001,02/01/2022,148613,12037252,133956,11734230,14657,303022
nation,England,E92000001,03/01/2022,193599,12230851,173503,11907733,20096,323118
nation,England,E92000001,04/01/2022,234862,12465713,210572,12118305,24290,347408
nation,England,E92000001,05/01/2022,183770,12649483,164510,12282815,19260,366668
nation,England,E92000001,06/01/2022,150781,12800264,134861,12417676,15920,382588
nation,England,E92000001,07/01/2022,105074,12905338,94757,12512433,10317,392905
nation,England,E92000001,08/01/2022,81218,12986556,73712,12586145,7506,400411
nation,England,E92000001,09/01/2022,83060,13069616,75284,12661429,7776,408187
nation,England,E92000001,10/01/2022,116206,13185822,105140,12766569,11066,419253
nation,England,E92000001,11/01/2022,100963,13286785,91478,12858047,9485,428738
nation,England,E92000001,12/01/2022,89991,13376776,81425,12939472,8566,437304
nation,England,E92000001,13/01/2022,84123,13460899,76282,13015754,7841,445145
nation,England,E92000001,14/01/2022,75171,13536070,68439,13084193,6732,451877
nation,England,E92000001,15/01/2022,67804,13603874,62035,13146228,5769,457646
nation,England,E92000001,16/01/2022,85573,13689447,77665,13223893,7908,465554
nation,England,E92000001,17/01/2022,114764,13804211,103799,13327692,10965,476519
nation,England,E92000001,18/01/2022,103188,13907399,93369,13421061,9819,486338
nation,England,E92000001,19/01/2022,97322,14004721,88137,13509198,9185,495523
nation,England,E92000001,20/01/2022,86940,14091661,78881,13588079,8059,503582
nation,England,E92000001,21/01/2022,79005,14170666,71645,13659724,7360,510942
nation,England,E92000001,22/01/2022,70466,14241132,64173,13723897,6293,517235
nation,England,E92000001,23/01/2022,88520,14329652,80061,13803958,8459,525694
nation,England,E92000001,24/01/2022,109201,14438853,98246,13902204,10955,536649
nation,England,E92000001,25/01/2022,96915,14535768,87302,13989506,9613,546262
nation,England,E92000001,26/01/2022,93195,14628963,83977,14073483,9218,555480
nation,England,E92000001,27/01/2022,82707,14711670,74649,14148132,8058,563538
nation,England,E92000001,28/01/2022,71674,14783344,64854,14212986,6820,570358
nation,England,E92000001,29/01/2022,63013,14846357,57267,14270253,5746,576104
nation,England,E92000001,30/01/2022,74833,14921190,67444,14337697,7389,583493
nation,England,E92000001,31/01/2022,88374,15009564,79352,14417049,9022,592515
nation,England,E92000001,01/02/2022,78325,15087889,70314,14487363,8011,600526
nation,England,E92000001,02/02/2022,73891,15161780,66600,14553963,7291,607817
nation,England,E92000001,03/02/2022,64007,15225787,57715,14611678,6292,614109
nation,England,E92000001,04/02/2022,52480,15278267,47640,14659318,4840,618949
nation,England,E92000001,05/02/2022,43230,15321497,39303,14698621,3927,622876
nation,England,E92000001,06/02/2022,50132,15371629,45144,14743765,4988,627864
nation,England,E92000001,07/02/2022,62650,15434279,56275,14800040,6375,634239
nation,England,E92000001,08/02/2022,55408,15489687,49957,14849997,5451,639690
nation,England,E92000001,09/02/2022,50980,15540667,45929,14895926,5051,644741
nation,England,E92000001,10/02/2022,41319,15581986,37239,14933165,4080,648821
nation,England,E92000001,11/02/2022,34942,15616928,31723,14964888,3219,652040
nation,England,E92000001,12/02/2022,29042,15645970,26541,14991429,2501,654541
nation,England,E92000001,13/02/2022,32308,15678278,29320,15020749,2988,657529
nation,England,E92000001,14/02/2022,42433,15720711,38373,15059122,4060,661589
nation,England,E92000001,15/02/2022,40137,15760848,36331,15095453,3806,665395
nation,England,E92000001,16/02/2022,39421,15800269,35700,15131153,3721,669116
nation,England,E92000001,17/02/2022,34143,15834412,30930,15162083,3213,672329
nation,England,E92000001,18/02/2022,24919,15859331,22661,15184744,2258,674587
nation,England,E92000001,19/02/2022,26428,15885759,24155,15208899,2273,676860
nation,England,E92000001,20/02/2022,28375,15914134,25865,15234764,2510,679370
nation,England,E92000001,21/02/2022,33022,15947156,29901,15264665,3121,682491
nation,England,E92000001,22/02/2022,27977,15975133,25290,15289955,2687,685178
nation,England,E92000001,23/02/2022,25996,16001129,23607,15313562,2389,687567
nation,England,E92000001,24/02/2022,21870,16022999,19792,15333354,2078,689645
nation,England,E92000001,25/02/2022,19537,16042536,17769,15351123,1768,691413
nation,England,E92000001,26/02/2022,17607,16060143,16128,15367251,1479,692892
nation,England,E92000001,27/02/2022,22166,16082309,20134,15387385,2032,694924
nation,England,E92000001,28/02/2022,31856,16114165,28804,15416189,3052,697976
nation,England,E92000001,01/03/2022,31848,16146013,28971,15445160,2877,700853
nation,England,E92000001,02/03/2022,33352,16179365,30077,15475237,3275,704128
nation,England,E92000001,03/03/2022,31523,16210888,28478,15503715,3045,707173
nation,England,E92000001,04/03/2022,30595,16241483,27706,15531421,2889,710062
nation,England,E92000001,05/03/2022,28504,16269987,25908,15557329,2596,712658
nation,England,E92000001,06/03/2022,35911,16305898,32394,15589723,3517,716175
nation,England,E92000001,07/03/2022,51009,16356907,45565,15635288,5444,721619
nation,England,E92000001,08/03/2022,52357,16409264,47069,15682357,5288,726907
nation,England,E92000001,09/03/2022,55484,16464748,49867,15732224,5617,732524
nation,England,E92000001,10/03/2022,54301,16519049,48776,15781000,5525,738049
nation,England,E92000001,11/03/2022,52289,16571338,47074,15828074,5215,743264
nation,England,E92000001,12/03/2022,49163,16620501,44263,15872337,4900,748164
nation,England,E92000001,13/03/2022,60273,16680774,53993,15926330,6280,754444
nation,England,E92000001,14/03/2022,79549,16760323,70955,15997285,8594,763038
nation,England,E92000001,15/03/2022,74081,16834404,66251,16063536,7830,770868
nation,England,E92000001,16/03/2022,73979,16908383,66043,16129579,7936,778804
nation,England,E92000001,17/03/2022,67694,16976077,60470,16190049,7224,786028
nation,England,E92000001,18/03/2022,61921,17037998,55432,16245481,6489,792517
nation,England,E92000001,19/03/2022,55225,17093223,49591,16295072,5634,798151
nation,England,E92000001,20/03/2022,66917,17160140,59483,16354555,7434,805585
nation,England,E92000001,21/03/2022,89947,17250087,79386,16433941,10561,816146
nation,England,E92000001,22/03/2022,81852,17331939,72555,16506496,9297,825443
nation,England,E92000001,23/03/2022,77593,17409532,68830,16575326,8763,834206
nation,England,E92000001,24/03/2022,68617,17478149,60946,16636272,7671,841877
nation,England,E92000001,25/03/2022,60274,17538423,53567,16689839,6707,848584
nation,England,E92000001,26/03/2022,51782,17590205,46262,16736101,5520,854104
nation,England,E92000001,27/03/2022,57991,17648196,51339,16787440,6652,860756
nation,England,E92000001,28/03/2022,78955,17727151,69260,16856700,9695,870451
nation,England,E92000001,29/03/2022,67458,17794609,59389,16916089,8069,878520
nation,England,E92000001,30/03/2022,62777,17857386,55365,16971454,7412,885932
nation,England,E92000001,31/03/2022,45886,17903272,40703,17012157,5183,891115
nation,England,E92000001,01/04/2022,40369,17943641,35924,17048081,4445,895560
nation,England,E92000001,02/04/2022,31619,17975260,28267,17076348,3352,898912
