LAD20CD,LAD20NM,1981,1991,2001,2011,PopulationDensity,,,,,,
E06000020,Telford and Wrekin,424.8955526,480.5698112,545.3514595,574.0032248,639,,,,,,
E07000076,Tendring,335.2508278,374.0972627,411.9297951,410.4609747,440,,,,,,
E07000093,Test Valley,143.6921761,161.6110757,174.952259,185.4636392,208,,,,,,
E07000083,Tewkesbury,167.0839623,170.6238972,184.3782455,197.7320286,229,,,,,,
E07000114,Thanet,1142.061846,1193.572765,1222.865559,1295.1179,1357,,,,,,
E07000102,Three Rivers,875.3808084,883.28406,932.7075279,983.0316513,1056,,,,,,
E06000034,Thurrock,770.9548082,780.1590726,873.6055509,962.5719694,1074,,,,,,
E07000115,Tonbridge and Malling,400.7218232,423.8108367,447.9410214,503.1147679,551,,,,,,
E06000027,Torbay,1760.388127,1903.009698,2062.455177,2082.459407,2215,,,,,,
W06000020,Torfaen,713.913509,720.1904236,723.5635691,724.550055,734,,,,,,
E07000046,Torridge,47.49845116,52.98736888,59.93186627,64.89018861,69,,,,,,
E09000030,Tower Hamlets,7080.876031,8146.477164,9918.820495,12851.95488,15695,,,,,,
E08000009,Trafford,2084.047655,2006.052171,1981.647345,2136.629305,2217,,,,,,
E07000116,Tunbridge Wells,287.4636917,300.4206094,313.9811571,347.2351332,348,,,,,,
E11000007,Tyne and Wear,2102.964692,2028.253821,1992.66337,2046.168503,2088,,,,,,
E07000077,Uttlesford,95.52032657,102.048885,107.5247016,123.9006842,142,,,,,,
W06000014,Vale of Glamorgan,333.4213099,353.0590194,360.2400856,381.5084829,398,,,,,,
E07000180,Vale of White Horse,173.7688646,190.2871202,200.1613741,209.4435882,240,,,,,,
E08000036,Wakefield,915.1443595,918.1831659,930.7518344,962.2502878,1043,,,,,,
W92000004,Wales,132.5989265,136.7188564,139.9986742,147.7324221,150,,,,,,
E08000030,Walsall,2557.596462,2495.71525,2438.133215,2590.306752,2732,,,,,,
E09000031,Waltham Forest,5529.345378,5463.331805,5625.711797,6654.152774,7173,,,,,,
E09000032,Wandsworth,7362.113601,7367.513185,7599.607728,8960.24447,9559,,,,,,
E06000007,Warrington,925.3775303,1011.388606,1057.837687,1119.583409,1168,,,,,,
E07000222,Warwick,399.8590226,411.1216612,445.1747052,486.5912383,525,,,,,,
E10000031,Warwickshire,237.8646985,245.1788452,256.1252561,276.1786556,302,,,,,,
E07000103,Watford,3449.616201,3479.433518,3720.25851,4213.667437,4774,,,,,,
E07000216,Waverley,312.4602551,327.9888217,335.1012529,352.2087503,371,,,,,,
E07000065,Wealden,138.8734184,156.2957614,168.0670958,178.7425569,192,,,,,,
E07000241,Welwyn Hatfield,715.3565628,713.0483384,753.0832937,853.3096387,926,,,,,,
E06000037,West Berkshire,170.0410263,194.1256747,205.1767793,218.440377,229,,,,,,
E07000047,West Devon,36.21799333,39.57583876,42.12052337,46.17942898,49,,,,,,
E07000127,West Lancashire,306.9095248,311.5051621,312.6504653,319.3145721,339,,,,,,
E07000142,West Lindsey,65.18811756,65.94780919,68.80573794,77.22377876,82,,,,,,
E12000005,West Midlands,392.2530038,396.2210714,405.2315808,430.9687824,458,,,,,,
E11000005,West Midlands,2915.155115,2830.03462,2834.397783,3034.982385,3238,,,,,,
E06000062,West Northamptonshire,201.0104756,228.0641331,250.8939236,272.3232604,309,,,,,,
E07000181,West Oxfordshire,111.6063055,126.3272968,133.8690578,146.6626168,160,,,,,,
E07000245,West Suffolk,131.9737317,141.6617924,148.5480087,165.0333689,174,,,,,,
E10000032,West Sussex,326.5229289,352.7231539,378.4969711,405.2592108,443,,,,,,
E11000006,West Yorkshire,996.2786409,992.3294153,1024.620026,1096.980937,1159,,,,,,
E09000033,Westminster,7629.057935,8137.469394,8439.062311,10212.7303,9510,,,,,,
E08000010,Wigan,1635.336138,1628.948335,1601.81877,1689.148865,1750,,,,,,
E06000054,Wiltshire,111.1678692,120.915551,133.0040035,144.6795956,157,,,,,,
E07000094,Winchester,133.9938164,145.8248988,162.2219923,176.3996231,193,,,,,,
E06000040,Windsor and Maidenhead,657.7296787,674.1163054,680.0195622,735.6679357,781,,,,,,
E08000015,Wirral,2106.312375,2055.623221,1940.592337,1987.192553,1990,,,,,,
E07000217,Woking,1278.280721,1364.156633,1412.723219,1559.633604,1634,,,,,,
E06000041,Wokingham,631.6345289,777.7268689,839.3744168,862.6074907,992,,,,,,
E08000031,Wolverhampton,3635.868743,3487.93502,3407.199384,3592.779014,3798,,,,,,
E07000237,Worcester,2227.313977,2456.713404,2805.319999,2967.948988,3122,,,,,,
E10000034,Worcestershire,274.3574442,296.8019621,311.4694676,325.2883731,347,,,,,,
E07000229,Worthing,2788.575962,2956.775489,3000.070724,3217.623129,3425,,,,,,
W06000006,Wrexham,234.3412392,244.879697,255.0191663,267.6676978,268,,,,,,
E07000238,Wychavon,141.8147282,153.2925281,170.2228857,176.2420996,200,,,,,,
E07000128,Wyre,345.5857649,360.8463718,374.320786,381.8660327,397,,,,,,
E07000239,Wyre Forest,466.5671804,485.2208606,496.3158342,501.3976187,520,,,,,,
E06000014,York,581.8563064,613.3605755,665.9804642,728.3123611,746,,,,,,
E12000003,Yorkshire and The Humber,312.2780614,313.9691304,322.298473,343.0002736,356,,,,,,
