Date,Temperature (°F),Humidity (%),Wind Speed (mph),Pressure (inHg),R0orig,R0alp,R0dlt,R0omi,PCAresult,Total_Arrival,National_Arrival,UV Total Index,male,female,doctors,nonwhite,PopulationDensity,latitude,longitude
2020-03-01,41.4,70.9,10.7,28.8,,,,,,257300.0,145600.0,0.8,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.37492584992449,-2.269898417726288
2020-03-02,39.0,75.4,7.1,28.9,,,,,,228200.0,122500.0,0.6524,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.374925802865214,-2.269898438351237
2020-03-03,40.8,75.3,8.2,29.2,,,,,,181900.0,93000.0,0.5238,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.37492578598315,-2.2698981120664143
2020-03-04,38.5,86.8,5.2,29.4,,,,,,167900.0,83200.0,0.4905,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.37492584919869,-2.269898361770584
2020-03-05,39.1,87.9,9.3,29.1,,,,,,205000.0,98400.0,0.1952,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.374925861683856,-2.269898243288953
2020-03-06,39.1,74.2,3.3,29.3,,,,,,235300.0,102700.0,0.7714,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.37492572002859,-2.2698985244572905
2020-03-07,46.2,81.2,9.6,29.5,,,,,,225100.0,125100.0,0.6,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.374926035620796,-2.2698982553851996
2020-03-08,48.5,72.8,12.5,29.2,,,,,,246600.0,150100.0,0.5619,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.37492575908129,-2.269898242730622
2020-03-09,44.5,80.6,10.6,29.4,145.5334772368854,,,,,217000.0,126300.0,0.5905,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.37492584995834,-2.2698983007395768
2020-03-10,53.4,84.0,11.4,29.2,60.169907429720105,,,,,187900.0,98500.0,0.8714,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.37492577149953,-2.269898249051496
2020-03-11,48.9,77.4,11.2,29.3,29.391097407321723,,,,,,,,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.37492586997792,-2.269898247716835
2020-03-12,42.6,66.1,13.3,29.4,1.0000000594119127,,,,,184200.0,96700.0,0.9824,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.37492569776812,-2.2698982401845353
2020-03-13,43.3,80.6,8.5,29.6,1.0000000594119127,,,,,195200.0,104200.0,0.9273,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.37492567292277,-2.269898372589794
2020-03-14,46.6,89.1,10.1,29.5,1.0000000594119127,,,,,192200.0,125800.0,0.8773,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.37492583912098,-2.2698983421826084
2020-03-15,46.8,83.2,9.3,29.4,6.7321235246621525,,,,,201000.0,141400.0,0.2826,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.374925827752925,-2.269898331096015
2020-03-16,44.2,69.7,6.8,29.8,4.750904161108101,,,,,159400.0,112700.0,1.2087,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.374925631759844,-2.269898266665472
2020-03-17,49.5,84.0,10.7,29.9,1.0000000891178715,,,,,109500.0,77300.0,0.9,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.3749258140616,-2.2698983286833956
2020-03-18,46.7,93.2,8.2,29.9,8.13274796329519,,,,,87000.0,62100.0,0.5522,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.37492579966363,-2.269898405325541
2020-03-19,41.5,83.4,7.1,30.0,2.161151864185226,,,,,80900.0,58500.0,0.2818,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.37492576728005,-2.269898308953866
2020-03-20,42.3,78.2,11.5,30.1,1.9915483992017933,,,,,64200.0,46900.0,1.0955,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.37492583842271,-2.269898381838145
2020-03-21,41.9,63.9,12.7,30.0,3.329387955492277,,,,,51500.0,37000.0,1.2652,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.37492575158728,-2.2698983031167876
2020-03-22,41.1,68.3,8.7,30.0,2.3860462725699647,,,,,36400.0,23600.0,1.1,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.37492590903405,-2.269898409510881
2020-03-23,40.9,67.8,6.4,29.9,3.8368630399556345,,,,,28000.0,17600.0,1.4542,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.374925692729036,-2.269898341019936
2020-03-24,45.5,71.7,7.6,29.9,4.318526783220759,,,,,22600.0,14200.0,1.5667,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.374925915209786,-2.2698984832543467
2020-03-25,45.8,54.5,5.3,29.9,3.306955365238972,,,,,14800.0,8900.0,1.6913,0.2207198901931862,0.2465152451791732,0.069,0.070452156,520.0,52.37492594148761,-2.2698983324398236
