Date,Temperature (°F),Humidity (%),Wind Speed (mph),Pressure (inHg),R0orig,R0alp,R0dlt,R0omi,PCAresult,Total_Arrival,National_Arrival,UV Total Index,male,female,doctors,nonwhite,PopulationDensity,latitude,longitude
2021-12-31,55.5,87.5,15.4,29.8,1.0101932020925737,1.0109607592526837,0.4195587066312508,18.379809527016324,-55546.9715260758,106000.0,51400.0,0.2714,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215640589744,-0.5855754628047212
2022-01-01,55.3,87.1,12.2,29.8,1.0103656156065195,1.0111465886918338,0.9410779381548056,25.667339737884287,-55622.18907441979,115500.0,55800.0,0.1333,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215631276643,-0.5855756130992533
2022-01-02,51.8,86.5,14.5,29.6,1.0099325923104612,1.0106794393079472,1.331667433814194,24.91667667989583,-55788.88380654571,167500.0,87700.0,0.1571,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215632624217,-0.5855754833920396
2022-01-03,48.6,85.1,13.0,29.6,1.0091855033514443,1.00987358382326,1.8894775047938104,26.470269732922173,-56081.55413806244,158800.0,77600.0,0.1857,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215639528276,-0.5855753632687
2022-01-04,41.0,86.8,7.6,29.3,1.0076772331439536,1.0082468197467105,1.0843469518183104,19.201712300069662,-56490.299499455374,135300.0,63200.0,0.1643,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215643463088,-0.5855753582427726
2022-01-05,35.8,79.2,8.3,29.7,1.0061292126441943,1.0065772235601465,0.8259360783361468,16.347708786165274,-56851.99719171218,117100.0,52500.0,0.2929,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.252156427209314,-0.58557548432075
2022-01-06,33.3,90.3,6.4,29.8,1.0069640359342722,1.0074775251400796,0.11248081530064599,10.099848269330288,-57307.115272725576,108600.0,47700.0,0.15,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215631724683,-0.5855754347064673
2022-01-07,37.6,85.9,9.5,29.6,1.0104866348566608,1.0112764951793052,-0.15852026560451699,11.318866187860909,-57687.049957661126,127500.0,53300.0,0.1643,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215635393042,-0.585575470289753
2022-01-08,42.9,90.0,11.2,29.4,1.0100002092541929,1.0107517792473242,-0.0854477262867148,12.896001570501127,-58176.366472467125,130600.0,56500.0,0.1,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.2521564139081,-0.5855754179276135
2022-01-09,39.8,80.8,7.2,29.4,1.010345708454255,1.0111242664459106,-0.0675850332751246,14.783584469685964,-58382.341932247626,150000.0,62400.0,0.3,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.2521564599202,-0.5855755707575581
2022-01-10,41.8,93.6,3.8,29.8,1.009884540876834,1.0106268054058194,-0.1278683688023925,13.989431714036298,-58635.469257570614,83500.0,36300.0,0.1357,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215649329991,-0.5855754349986277
2022-01-11,48.5,96.2,5.1,30.2,1.009064983446352,1.009742863921516,-0.2822104764765569,12.221751159600833,-58815.64261420704,63500.0,27600.0,0.1643,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215641242238,-0.5855756140076066
2022-01-12,37.3,94.3,2.0,30.5,1.0085705114163896,1.0092095248063961,-0.3343913873864999,11.923940865895569,-59058.22742108067,62300.0,27300.0,0.3533,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215639060321,-0.585575498506105
2022-01-13,34.0,92.3,0.8,30.5,1.0090941577817196,1.0097741451363609,-0.5182195665749758,8.967077638032775,-59279.04452799593,68500.0,31600.0,0.36,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215625938347,-0.5855755295910935
2022-01-14,32.7,90.5,1.2,30.4,1.0162996311128047,1.0175443370267616,-0.3630054403841396,9.880125050748994,-59467.888465789874,83100.0,36800.0,0.3533,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.252156412524194,-0.5855753875452072
2022-01-15,34.8,93.5,1.9,30.1,1.0191177747785738,1.0205830050014315,-0.2668955202478296,10.684787511607027,-59783.093059570536,88900.0,44200.0,0.2143,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215663544576,-0.5855754949098425
2022-01-16,41.7,93.4,3.7,30.1,1.021223655913039,1.0228534358013042,-0.0265995964470246,12.301827607649471,-59886.789549490626,101100.0,50400.0,0.3,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.252156386070624,-0.5855754107984525
2022-01-17,36.5,86.5,3.5,30.4,1.0197331207060885,1.021245687422699,-0.2052763220480328,9.385376237143033,-60053.00283786418,70700.0,32900.0,0.38,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.252156335138196,-0.5855754075199496
2022-01-18,33.1,94.3,1.9,30.4,1.0171488013357504,1.0184586188501474,-0.1399295335343073,7.886046813204416,-60202.66248304416,54800.0,25900.0,0.2533,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215644944036,-0.5855756068351341
2022-01-19,41.2,86.7,6.0,30.1,1.016044558298992,1.0172676235659888,-0.1203098783333165,7.031247082744651,-60361.65977785242,51900.0,23900.0,0.2333,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.252156380401324,-0.5855754881098711
2022-01-20,34.6,81.5,5.3,30.4,1.0157915149089805,1.0169945014288215,-0.0862158490997777,6.274673809423562,-60492.813542133976,65600.0,32500.0,0.42,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.2521564857364,-0.5855753853916027
2022-01-21,33.0,82.0,4.2,30.5,1.024017436981129,1.0258637091639566,-0.0125563856029606,6.307080387825488,-60618.625085393614,79900.0,37000.0,0.22,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.252156344745494,-0.5855755653048466
2022-01-22,40.3,80.0,5.6,30.4,1.0265718048407078,1.0286172179052595,0.1572250900697178,7.824552143592776,-60921.39483050429,86800.0,49000.0,0.2067,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.252156345210814,-0.5855754388242436
2022-01-23,40.4,81.3,2.6,30.3,1.0275500175863421,1.0296711625605717,0.3822815739918684,9.43595593061938,-61009.84309592825,104400.0,57900.0,0.12,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.252156322433216,-0.5855754627839437
2022-01-24,38.8,81.8,4.2,30.3,1.0267848528147538,1.0288454314777336,0.3538023868942781,6.948422138319975,-61111.41550667334,73900.0,38400.0,0.12,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215644206051,-0.5855755365348043
2022-01-25,35.9,87.2,3.3,30.3,1.022525394631879,1.0242525104433642,0.4245444354516032,7.889205798650522,-61301.410499357,53900.0,26200.0,0.1067,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215647373782,-0.5855753351410801
2022-01-26,40.5,78.9,5.7,30.3,1.010752571011993,1.0115595936387567,0.4935361681048257,6.254658906385408,-61432.77148085509,55800.0,27200.0,0.3467,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215648413455,-0.5855755645842744
2022-01-27,45.1,84.0,8.3,30.1,1.0184340111672323,1.0198408715962737,0.5194542864351563,4.7400601564500375,-61575.375637652236,70100.0,35800.0,0.2563,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.252156179702894,-0.5855754788977463
2022-01-28,38.2,89.4,5.7,30.3,1.0293497372903004,1.0316084286157718,0.5665072779169213,4.752375581429731,-61683.628076863926,87600.0,42100.0,0.4563,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215640269917,-0.5855754231696668
2022-01-29,50.1,81.8,12.3,30.2,1.0315646690945035,1.03399534617219,0.655967342858937,4.652396678672277,-61923.682886794326,104600.0,64700.0,0.4235,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215628082518,-0.5855753878569094
2022-01-30,38.4,81.0,5.7,30.2,1.0422151440267189,1.0454754428259767,0.7378358460931738,6.101612343810165,-62014.41933528393,115300.0,68500.0,0.4471,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215638136233,-0.5855754194382534
2022-02-01,50.6,79.6,12.6,29.9,1.0264323185950277,1.0284598306302584,0.8629027119494759,4.997003846931747,-62167.751635248846,71300.0,34300.0,0.6,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.252156071370855,-0.5855754331120653
2022-02-02,48.9,82.6,8.4,30.0,1.0158222115822235,1.0170223512744738,0.8362149863123957,2.7452186292919207,-62256.844860517725,69500.0,33700.0,0.4294,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.2521564380166,-0.5855754581194675
2022-02-03,47.0,80.9,8.2,29.8,1.0249239072292269,1.0268328998847331,0.9227676900459828,0.3166273569567611,-62339.97428484776,83200.0,41800.0,0.3059,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.252156371244986,-0.5855755530444777
2022-02-04,44.2,77.3,13.4,29.6,1.0326827969541221,1.0351954102766654,0.9485493214248154,-0.3850048016998542,-62401.09042919492,102200.0,47400.0,0.4353,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215629352756,-0.5855754884266305
2022-02-05,42.9,78.0,13.5,29.9,1.0391941373615414,1.0422125742006976,0.9758111239164312,0.8552631389131077,-62600.28533454336,119600.0,73200.0,0.4688,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215634800894,-0.5855754644352207
2022-02-06,48.3,77.8,18.5,29.6,1.0291312991401758,1.0313655391626528,1.0448674121989951,2.0433319338798728,-62677.28445484287,134600.0,78000.0,0.4313,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215632835052,-0.5855754800935558
2022-02-07,43.5,78.8,9.0,30.0,1.0224862061708588,1.0242028154582636,1.0477853045423735,1.1001198230246527,-62721.52175906296,100000.0,53600.0,0.4294,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.252156180278874,-0.5855752662838503
2022-02-08,50.7,75.7,12.0,30.1,1.0142368222326623,1.0153113578812418,1.0445708928641932,-0.1070895230359263,-62791.93486282446,76900.0,39700.0,0.3,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215618815847,-0.5855754167201185
2022-02-09,49.1,84.9,8.5,30.0,1.0102276613560803,1.010990196606198,1.0317803595273316,-1.1005816332545175,-62851.53234943746,72600.0,38000.0,0.425,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.252156327225194,-0.5855754767399466
2022-02-10,41.8,79.3,7.0,30.0,1.0101906973224848,1.0109502701091628,1.0523645566755508,-1.0790801397067191,-62936.66072350649,96000.0,50500.0,0.4353,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215642431173,-0.5855754847193685
2022-02-11,37.3,78.5,4.4,30.2,1.0154472419700784,1.0166154833048602,1.0544043763448272,-2.6076306206431745,-63060.09731707241,130500.0,59800.0,0.5882,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215623672197,-0.5855754809804343
2022-02-12,41.0,78.0,11.3,30.0,1.0127655825167663,1.0137251369480165,1.0485262485826514,-2.7225264485767178,-63187.273646475194,144400.0,84800.0,0.5059,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215624948714,-0.5855754706974445
2022-02-13,46.3,89.5,16.5,29.3,1.0112000538360038,1.0120377709676918,1.0613183485049271,0.5740021366896702,-63224.078191055545,,,,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215625202395,-0.585575381893244
2022-02-14,42.8,79.0,12.0,29.3,1.0099957278898817,1.0107397272063616,1.0194092486796762,-0.4111640059542792,-63272.157640151454,,,,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.252156450459744,-0.5855754788061504
2022-02-15,44.7,89.2,11.9,29.5,1.0081622870302307,1.0087636977394814,1.0158774100711103,-1.410884322295219,-63360.13405844043,,,,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215636755126,-0.5855757193379978
2022-02-16,49.8,79.7,17.6,29.2,1.0068440991865046,1.007343002984048,1.0133383374553226,0.6917242715771266,-63432.42392174454,,,,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215629596295,-0.5855753199838715
2022-02-17,40.2,57.6,15.6,29.5,1.0097553491787308,1.0104804652403203,1.0189421847452234,-2.8379033815125965,-63510.37640466415,,,,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215626990031,-0.5855754634846837
2022-02-18,46.1,24.5,22.8,29.3,1.0141797784686433,1.0152486045538565,1.0274570314793885,-1.199409051331241,-63536.922865781926,,,,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.252156389624076,-0.5855755678705415
2022-02-19,42.3,18.9,15.9,29.6,1.0122965035811369,1.0132188596074323,1.0238290733345417,-0.2143766952844628,-63650.67144542832,,,,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215632101219,-0.5855755222417633
2022-02-20,49.6,22.1,21.3,29.4,1.0114381983574328,1.0122937599745288,1.02217476694738,0.6692471432330402,-63677.200548438304,,,,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215638687077,-0.5855754416177924
2022-02-21,45.7,17.6,18.0,29.6,1.0099272034922009,1.010665296876169,1.0192649942130827,-0.6766133323277004,-63731.9690348201,,,,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215642721855,-0.5855753804662714
2022-02-22,48.3,35.9,12.8,29.9,1.0079334891178502,1.0085166557681629,1.0154271028163633,-1.710953791540305,-63777.69385541829,,,,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.252156288663016,-0.5855756315258095
2022-02-23,43.6,82.5,0.0,29.9,1.0068306672162621,1.0073281340934388,1.0133041300774672,-2.314051681042001,-63834.58639706416,,,,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215631986597,-0.5855755137283458
2022-02-24,43.0,76.2,0.0,29.6,1.010044156807722,1.0107911400594718,1.0194859192639532,-1.293389347231491,-63891.88255298315,,,,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215652390399,-0.5855752599069867
2022-02-25,41.1,70.4,0.0,30.0,1.0127181613572518,1.0136726901531088,1.0246281679162283,-1.5701694303529032,-63942.72024484987,,,,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215649404115,-0.5855753782986747
2022-02-26,38.3,78.2,0.0,30.2,1.01135070131095,1.012198942581476,1.021995272953781,-0.2436612285499393,-64033.37945165832,,,,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.252156344603925,-0.5855754384668659
2022-02-27,41.6,69.7,0.0,30.0,1.0102615797613712,1.0110251757681783,1.0198984596243226,2.0530551764207683,-64071.618214813054,,,,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.252156434207286,-0.5855755199849159
2022-02-28,46.5,84.3,0.0,30.0,1.0082078752283634,1.0088119774838686,1.015947097727946,2.738393266040632,-64141.0306799709,,,,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215629063088,-0.5855754123360558
2022-03-01,46.3,95.6,0.0,30.0,1.007163478390506,1.0076864650341102,1.0139375293426671,2.086711831894992,-64205.90871660264,,,,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215626842905,-0.58557536184827
2022-03-02,44.3,94.2,1.7,29.9,1.0055956031158522,1.0059968605056857,1.0109216381817059,1.7601695310617855,-64243.403121783624,,,,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215618096643,-0.5855754647618896
2022-03-03,46.3,89.4,7.2,29.7,1.007639334176239,1.0081991824321956,1.014851089169004,3.1154485030435604,-64305.28220569262,,,,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215634091442,-0.585575564402844
2022-03-04,43.6,89.8,5.9,29.9,1.0093341863584877,1.0100255138039882,1.0181089263959595,2.7334225348456966,-64342.587975245166,,,,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.252156439259274,-0.5855753255875995
2022-03-05,41.4,84.0,9.8,30.0,1.0078631076227584,1.0084402221098272,1.0152792510205386,3.3599752654529564,-64443.711259252384,,,,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.25215629152031,-0.5855753397865467
2022-03-06,40.6,68.3,11.7,30.1,1.0071508017325863,1.0076726020871165,1.0139088606214994,6.3103113416344865,-64473.017186621335,,,,0.1495224719101123,0.1785863597090219,0.106,0.056501548,530.0,51.252156147407256,-0.5855754654356589
