Date,Temperature (°F),Humidity (%),Wind Speed (mph),Pressure (inHg),R0orig,R0alp,R0dlt,R0omi,PCAresult,Total_Arrival,National_Arrival,UV Total Index,male,female,doctors,nonwhite,PopulationDensity,latitude,longitude
2021-08-24,61.7,82.4,6.8,0.0,1.0249496378444534,1.0243406236694552,1.7853304649099369,,-181.6854031328456,115400.0,66900.0,1.8231,0.1850093365951102,0.2198465372875185,0.10800000000000001,0.016241299,4046.0,53.81855185513415,-3.0344089016835363
2021-08-25,62.0,83.5,7.2,0.0,1.0167187724872488,1.0162930203910523,1.6449361030945715,,-393.05526506955266,120900.0,70300.0,1.6158,0.1850093365951102,0.2198465372875185,0.10800000000000001,0.016241299,4046.0,53.818551901502204,-3.034408960747626
2021-08-26,62.8,74.1,5.0,0.0,1.0152650311956046,1.0148717254196151,1.3092650234675445,,-583.2416448334998,127000.0,74200.0,1.08,0.1850093365951102,0.2198465372875185,0.10800000000000001,0.016241299,4046.0,53.8185518816713,-3.034408938087201
2021-08-27,57.5,73.3,7.8,0.0,1.0198819851050949,1.019386228274502,1.1949515077884485,,-751.7075380091617,141900.0,83500.0,1.3692,0.1850093365951102,0.2198465372875185,0.10800000000000001,0.016241299,4046.0,53.81855180732509,-3.034408865266475
2021-08-28,58.3,76.2,6.8,0.0,1.0165222136970382,1.01610125234241,0.9447796664259454,,-928.0438345024356,154100.0,98200.0,1.5808,0.1850093365951102,0.2198465372875185,0.10800000000000001,0.016241299,4046.0,53.81855180936949,-3.03440896163949
2021-08-29,60.5,76.5,6.8,0.0,1.0144151045018992,1.0140410516949114,1.3500114857042895,,-971.4263695462596,152700.0,90400.0,0.5125,0.1850093365951102,0.2198465372875185,0.10800000000000001,0.016241299,4046.0,53.818551865989384,-3.0344089945149157
2021-08-30,60.0,71.7,7.1,0.0,1.0119756914720737,1.01165588031206,1.8993382395317675,,-1006.9816202095503,151200.0,86100.0,0.3667,0.1850093365951102,0.2198465372875185,0.10800000000000001,0.016241299,4046.0,53.81855190595047,-3.034409192758612
2021-09-01,57.9,76.1,6.9,0.0,1.0083168431049043,1.0080783371290558,2.546369030054296,,-1334.9953748286755,123900.0,68200.0,1.1731,0.1850093365951102,0.2198465372875185,0.10800000000000001,0.016241299,4046.0,53.81855188661615,-3.0344090049170096
2021-09-02,59.6,74.7,7.3,0.0,1.0080218894763724,1.0077899595295678,1.8770881810203903,,-1457.0262670260306,116900.0,62200.0,1.4308,0.1850093365951102,0.2198465372875185,0.10800000000000001,0.016241299,4046.0,53.818551915946976,-3.034409140555507
2021-09-03,58.5,77.3,8.0,0.0,1.0111603486367953,1.0108588386189012,1.5156382825402868,,-1608.7037251518796,126600.0,71500.0,1.4423,0.1850093365951102,0.2198465372875185,0.10800000000000001,0.016241299,4046.0,53.818551812246696,-3.034409190441137
