Date,Temperature (°F),Dew Point (°F),Humidity (%),Wind Speed (mph),Pressure (inHg),Precipitation (in),R0orig,R0alp,R0dlt,R0omi,cumFirstDose,cumSecondDose,cumThirdDose
2020-03-03,44.5,36.1,72.7,12.9,29.5,0.0,,,,,,,
2020-03-04,43.6,35.3,73.3,5.5,29.7,0.0,,,,,,,
2020-03-05,42.8,38.8,87.0,14.3,29.3,0.0,,,,,,,
2020-03-06,44.4,30.8,60.2,9.1,29.6,0.0,,,,,,,
2020-03-09,48.2,37.7,68.2,16.2,29.8,0.0,,,,,,,
2020-03-10,58.1,50.1,74.5,24.1,29.5,0.0,,,,,,,
2020-03-11,53.4,42.3,66.5,16.7,29.7,0.0,,,,,,,
2020-03-12,46.9,32.0,56.7,24.1,29.7,0.0,,,,,,,
2020-03-13,48.6,36.8,64.6,11.1,30.0,0.0,,,,,,,
2020-03-16,49.4,38.7,67.1,6.3,30.1,0.0,,,,,,,
2020-03-17,53.7,45.4,73.9,14.0,30.2,0.0,,,,,,,
2020-03-18,54.1,48.2,80.8,13.6,30.2,0.0,,,,,,,
2020-03-19,45.9,40.3,80.6,8.2,30.3,0.0,,,,,,,
2020-03-20,46.6,37.3,70.6,13.3,30.4,0.0,1.0000000148529775,,,,,,
2020-03-23,50.2,30.1,47.1,11.7,30.3,0.0,51.4623246134796,,,,,,
2020-03-24,53.6,31.4,43.3,12.8,30.2,0.0,14.140479262562842,,,,,,
2020-03-25,53.6,26.9,35.7,6.2,30.2,0.0,17.296841298518167,,,,,,
2020-03-26,52.0,29.2,43.2,8.5,30.2,0.0,9.598185962669026,,,,,,
2020-03-27,52.8,32.5,46.6,14.4,30.2,0.0,1.0000001485297951,,,,,,
2020-03-30,46.1,36.9,70.8,14.6,30.5,0.0,3.654061663155024,,,,,,
2020-03-31,49.5,31.8,51.7,8.9,30.4,0.0,2.1208810889262395,,,,,,
2020-04-01,41.7,34.3,74.4,6.9,30.2,0.0,2.433469963917956,,,,,,
2020-04-03,49.4,34.4,56.7,7.5,30.0,0.0,1.8999707462744944,,,,,,
2020-04-08,62.4,45.3,53.6,4.6,30.2,0.0,2.2595344423474124,,,,,,
2020-04-09,68.4,46.1,46.0,6.8,30.2,0.0,1.000000712943418,,,,,,
2020-04-13,47.5,31.3,53.6,15.6,30.3,0.0,4.612104992020016,,,,,,
2020-04-16,59.3,41.8,54.3,5.3,29.9,0.0,48.23667975165677,,,,,,
2020-04-20,59.7,36.9,43.2,13.1,30.0,0.0,8.882989644823176,,,,,,
2020-04-22,64.5,41.4,43.4,9.2,30.1,0.0,6.835002474608324,,,,,,
2020-04-24,62.1,41.5,48.5,6.7,29.9,0.0,1.971174795038272,,,,,,
2020-04-25,54.1,40.9,61.6,3.6,29.9,0.0,2.740417362441613,,,,,,
2020-04-26,64.3,42.3,44.9,6.3,29.8,0.0,2.4725013149835617,,,,,,
2020-04-27,58.2,44.7,60.4,6.9,29.7,0.0,1.744567582430237,,,,,,
2020-04-28,45.7,42.9,88.4,6.8,29.6,0.0,4.578826089264936,,,,,,
2020-04-29,53.0,46.4,78.9,11.5,29.5,0.0,4.5412563955501,,,,,,
2020-04-30,51.8,43.5,73.1,13.8,29.3,0.0,2.496330785367918,,,,,,
2020-05-01,55.2,41.0,59.2,13.8,29.4,0.0,1.8800395884122685,,,,,,
2020-05-02,57.8,38.2,49.0,10.3,29.8,0.0,1.3925867895783908,,,,,,
2020-05-03,56.0,44.6,66.1,3.7,29.9,0.0,2.899358840985517,,,,,,
2020-05-04,57.0,46.1,67.7,7.4,30.1,0.0,1.370537883062222,,,,,,
2020-05-05,55.8,37.7,51.5,7.8,30.1,0.0,1.2028837606699143,,,,,,
2020-05-06,59.8,41.1,50.6,5.7,30.2,0.0,1.4673740044239458,,,,,,
2020-05-07,67.3,45.7,47.1,6.5,30.1,0.0,0.9528239280054208,,,,,,
2020-05-08,70.9,51.1,49.9,5.9,30.0,0.0,1.0227389914424023,,,,,,
2020-05-11,51.0,29.9,45.3,22.6,30.1,0.0,1.0666031147394928,,,,,,
2020-05-12,54.1,30.9,42.0,9.4,30.1,0.0,1.190375791380753,,,,,,
2020-05-13,50.9,28.8,43.2,17.1,30.0,0.0,1.0065488594030845,,,,,,
2020-05-14,53.0,29.8,42.0,10.0,30.2,0.0,1.145617921289532,,,,,,
2020-05-15,60.5,37.5,43.4,7.1,30.2,0.0,1.1318868762947178,,,,,,
2020-05-18,65.1,44.2,48.7,12.3,30.1,0.0,1.2168172446319003,,,,,,
2020-05-19,71.4,52.9,51.8,9.1,30.1,0.0,1.0579661819515185,,,,,,
2020-05-20,77.6,54.8,45.9,7.8,30.1,0.0,0.9557253406492752,,,,,,
2020-05-21,75.6,46.9,37.0,7.3,30.0,0.0,1.0030084404555053,,,,,,
2020-05-22,68.5,42.9,41.0,21.3,29.9,0.0,0.963892536757598,,,,,,
2020-05-25,72.9,42.8,35.1,8.5,30.5,0.0,1.020753685468733,,,,,,
2020-05-26,71.8,42.6,35.1,6.9,30.5,0.0,1.0137813922768184,,,,,,
2020-05-27,70.0,49.6,48.5,3.9,30.5,0.0,0.9669856162715164,,,,,,
2020-05-28,67.9,41.4,38.3,6.9,30.5,0.0,0.9778983762121058,,,,,,
2020-05-29,70.1,36.2,29.2,6.9,30.3,0.0,0.9752142405936184,,,,,,
2020-06-01,73.8,47.8,40.6,7.3,30.1,0.0,1.0170823005070582,,,,,,
2020-06-02,70.4,47.9,45.3,8.1,30.0,0.0,1.0850388779084097,,,,,,
2020-06-03,62.8,48.6,59.8,14.4,29.7,0.0,1.0616396076874712,,,,,,
2020-06-04,54.5,40.8,60.2,12.3,29.6,0.0,1.0028804641100135,,,,,,
2020-06-05,52.6,41.5,66.6,13.5,29.3,0.0,1.0000787223797898,,,,,,
2020-06-06,52.4,44.6,75.8,17.2,29.3,0.0,1.0342096986999096,,,,,,
2020-06-07,55.1,48.6,79.3,9.8,29.8,0.0,1.0579752475916322,,,,,,
2020-06-08,55.9,42.5,60.8,10.8,30.1,0.0,0.9992339894945684,,,,,,
2020-06-09,59.9,41.8,51.8,4.2,30.1,0.0,1.0044935888954771,,,,,,
2020-06-10,55.7,52.3,87.3,6.9,29.9,0.0,1.0131327634776777,,,,,,
2020-06-11,60.7,54.2,79.7,13.3,29.9,0.0,1.0437613573014106,,,,,,
2020-06-12,65.8,57.5,75.0,8.8,29.6,0.0,1.0091585386227235,,,,,,
2020-06-13,74.3,49.5,41.7,10.2,29.8,0.0,1.0021468320485647,,,,,,
2020-06-14,73.8,52.5,47.5,6.7,29.9,0.0,0.9995779546187752,,,,,,
2020-06-15,72.3,53.6,51.4,3.3,29.9,0.0,1.1650907856064685,,,,,,
2020-06-16,71.2,54.8,57.1,5.2,29.9,0.0,1.0418266192403831,,,,,,
2020-06-17,68.3,56.6,68.2,5.0,29.8,0.0,1.0155714701667478,,,,,,
2020-06-18,63.9,55.5,75.8,8.2,29.7,0.0,1.011875774691484,,,,,,
2020-06-19,64.2,53.6,68.8,14.1,29.9,0.0,1.0099394555334016,,,,,,
2020-06-20,68.8,52.7,56.4,11.1,30.1,0.0,1.0337093639088684,,,,,,
2020-06-21,68.3,51.3,55.9,16.1,29.9,0.0,1.0024716276795078,,,,,,
2020-06-22,70.8,47.6,44.1,10.8,30.2,0.0,1.0028291139481975,,,,,,
2020-06-23,77.1,54.2,45.8,8.3,30.2,0.0,1.069487759795246,,,,,,
2020-06-24,82.8,58.0,43.3,7.3,30.1,0.0,1.0064193343847063,,,,,,
2020-06-25,83.8,53.4,35.0,8.4,29.9,0.0,1.005457024469403,,,,,,
2020-06-26,82.5,61.5,49.1,10.3,29.7,0.0,1.0041389518182242,,,,,,
2020-06-27,67.3,56.7,69.6,17.0,29.6,0.0,0.9984878080969681,,,,,,
2020-06-28,65.8,46.8,50.8,21.7,29.7,0.0,1.0333606181952442,,,,,,
2020-06-29,62.9,45.6,53.6,23.7,29.7,0.0,1.0098762697389192,,,,,,
2020-06-30,63.6,50.4,62.1,13.1,29.6,0.0,1.0404769294897998,,,,,,
2020-07-01,65.8,55.4,69.4,12.8,29.6,0.0,1.0408157545139032,,,,,,
2020-07-02,64.2,54.2,70.1,11.1,29.8,0.0,1.0030804039215206,,,,,,
2020-07-03,66.4,51.0,57.6,18.1,29.9,0.0,1.0028503510157607,,,,,,
2020-07-04,68.0,59.5,74.2,16.9,29.7,0.0,1.00060907934715,,,,,,
2020-07-05,68.6,45.9,44.4,22.2,29.7,0.0,1.0011720132606787,,,,,,
2020-07-06,64.6,45.6,50.7,15.5,30.0,0.0,1.003820266408999,,,,,,
2020-07-07,63.3,48.6,59.6,10.0,30.0,0.0,1.0067997643596287,,,,,,
2020-07-08,63.6,59.2,85.3,6.2,29.9,0.0,1.0050870026267495,,,,,,
2020-07-09,63.1,59.5,88.2,8.8,29.8,0.0,1.0057703128665023,,,,,,
2020-07-10,61.3,47.3,60.9,12.9,30.0,0.0,1.003149495196425,,,,,,
2020-07-11,63.0,44.8,51.5,10.6,30.3,0.0,1.0001491052275615,,,,,,
2020-07-12,69.4,46.3,44.5,5.1,30.3,0.0,1.033914664988009,,,,,,
2020-07-13,71.3,50.4,48.1,10.8,30.1,0.0,1.03461877221943,,,,,,
2020-07-14,64.5,50.7,61.2,9.7,29.9,0.0,1.001371740546891,,,,,,
2020-07-15,62.4,52.9,71.2,8.5,29.9,0.0,1.0028158787830972,,,,,,
2020-07-16,67.1,55.4,66.8,9.3,30.1,0.0,1.0022002538161154,,,,,,
2020-07-17,75.9,54.4,47.3,9.1,30.1,0.0,1.001747441627687,,,,,,
2020-07-18,70.9,55.3,58.9,10.9,30.0,0.0,1.0003896254659377,,,,,,
2020-07-19,64.7,48.6,57.1,9.3,30.0,0.0,1.0013631587699048,,,,,,
2020-07-20,65.0,43.6,45.5,10.4,30.2,0.0,1.0028700341886851,,,,,,
2020-07-21,65.6,43.6,44.8,6.5,30.2,0.0,1.0019078646197916,,,,,,
2020-07-22,71.1,47.7,44.7,10.0,30.1,0.0,1.0018702395476116,,,,,,
2020-07-23,72.2,44.5,37.1,14.8,29.9,0.0,1.0018886126727888,,,,,,
