Date,Temperature (°F),Humidity (%),Wind Speed (mph),Pressure (inHg),R0orig,R0alp,R0dlt,R0omi,PCAresult,UV Total Index,Total_Arrival,National_Arrival,male,female,PopulationDensity
2020-03-01,41.5,66.4,17.0,28.7,,,,,,0.8,257300.0,145600.0,0.151661003,0.181029281,2765.0
2020-03-02,37.7,79.6,8.2,28.9,,,,,,0.6524,228200.0,122500.0,0.151661003,0.181029281,2765.0
2020-03-03,39.2,86.3,9.2,29.2,,,,,,0.5238,181900.0,93000.0,0.151661003,0.181029281,2765.0
2020-03-04,39.5,82.4,2.9,29.4,,,,,,0.4905,167900.0,83200.0,0.151661003,0.181029281,2765.0
2020-03-05,37.9,77.0,6.9,29.2,,,,,,0.1952,205000.0,98400.0,0.151661003,0.181029281,2765.0
2020-03-06,37.0,79.9,3.5,29.4,,,,,,0.7714,235300.0,102700.0,0.151661003,0.181029281,2765.0
2020-03-07,46.4,82.3,9.8,29.5,,,,,,0.6,225100.0,125100.0,0.151661003,0.181029281,2765.0
2020-03-08,46.4,83.0,12.3,29.3,,,,,,0.5619,246600.0,150100.0,0.151661003,0.181029281,2765.0
2020-03-09,44.6,85.4,13.6,29.4,,,,,,0.5905,217000.0,126300.0,0.151661003,0.181029281,2765.0
2020-03-10,51.6,85.0,13.2,29.3,,,,,,0.8714,187900.0,98500.0,0.151661003,0.181029281,2765.0
2020-03-11,46.3,79.1,12.7,29.3,,,,,,,175700.0,88600.0,0.151661003,0.181029281,2765.0
2020-03-12,42.0,68.8,19.1,29.4,1.0000000297059557,,,,,0.9824,184200.0,96700.0,0.151661003,0.181029281,2765.0
2020-03-13,44.1,77.2,9.2,29.7,60.169907429720105,,,,,0.9273,195200.0,104200.0,0.151661003,0.181029281,2765.0
2020-03-14,47.2,83.3,8.1,29.5,1.000000044558934,,,,,0.8773,192200.0,125800.0,0.151661003,0.181029281,2765.0
2020-03-15,46.6,80.9,10.5,29.4,1.000000044558934,,,,,0.2826,201000.0,141400.0,0.151661003,0.181029281,2765.0
2020-03-16,45.3,70.8,8.7,29.8,1.000000044558934,,,,,1.2087,159400.0,112700.0,0.151661003,0.181029281,2765.0
2020-03-17,51.8,79.1,12.4,29.9,10.506490332632088,,,,,0.9,109500.0,77300.0,0.151661003,0.181029281,2765.0
2020-03-18,45.3,86.7,7.6,29.9,6.7321235246621525,,,,,0.5522,87000.0,62100.0,0.151661003,0.181029281,2765.0
2020-03-19,43.3,72.0,2.6,30.1,4.750904161108101,,,,,0.2818,80900.0,58500.0,0.151661003,0.181029281,2765.0
2020-03-20,42.2,67.8,10.1,30.2,5.602833136054448,,,,,1.0955,64200.0,46900.0,0.151661003,0.181029281,2765.0
2020-03-21,42.0,60.7,9.2,30.1,4.138409133876531,,,,,1.2652,51500.0,37000.0,0.151661003,0.181029281,2765.0
2020-03-22,41.3,66.4,5.8,30.1,4.9810918208877615,,,,,1.1,36400.0,23600.0,0.151661003,0.181029281,2765.0
2020-03-23,44.3,56.5,5.0,30.0,4.392139184367315,,,,,1.4542,28000.0,17600.0,0.151661003,0.181029281,2765.0
2020-03-24,49.8,62.4,6.2,29.9,3.5882092393953866,,,,,1.5667,22600.0,14200.0,0.151661003,0.181029281,2765.0
2020-03-25,51.1,51.3,3.7,29.9,3.150761824710956,,,,,1.6913,14800.0,8900.0,0.151661003,0.181029281,2765.0
2020-03-26,46.4,50.4,4.0,30.0,2.2233976774932205,,,,,1.575,14600.0,8600.0,0.151661003,0.181029281,2765.0
2020-03-27,42.4,58.4,6.7,30.1,2.5802513125033606,,,,,1.45,13100.0,7800.0,0.151661003,0.181029281,2765.0
2020-03-28,43.6,66.8,15.7,30.3,6.17976871167558,,,,,1.0542,11400.0,7000.0,0.151661003,0.181029281,2765.0
2020-03-29,39.7,57.8,15.4,30.5,4.991679177370432,,,,,0.9958,10000.0,5800.0,0.151661003,0.181029281,2765.0
2020-03-30,41.0,67.8,7.4,30.3,2.008990887820896,,,,,0.6625,5700.0,2900.0,0.151661003,0.181029281,2765.0
2020-03-31,43.8,74.6,6.6,30.2,6.906783582741048,,,,,1.1667,5500.0,2700.0,0.151661003,0.181029281,2765.0
2020-04-01,44.0,78.1,7.6,29.9,4.790938381915773,,,,,0.9458,4400.0,2200.0,0.151661003,0.181029281,2765.0
2020-04-02,46.9,78.7,13.3,29.7,6.793415060850912,,,,,1.028,4700.0,2300.0,0.151661003,0.181029281,2765.0
2020-04-03,45.6,71.8,6.9,29.7,5.3445542044553225,,,,,1.484,5400.0,2600.0,0.151661003,0.181029281,2765.0
2020-04-04,47.9,73.7,4.7,29.8,15.504294397949243,,,,,1.932,5500.0,2700.0,0.151661003,0.181029281,2765.0
2020-04-05,57.3,47.5,8.9,29.6,8.332853672113622,,,,,2.116,5300.0,2500.0,0.151661003,0.181029281,2765.0
2020-04-06,52.6,66.6,9.7,29.7,25.463602702074343,,,,,1.5923,3300.0,1900.0,0.151661003,0.181029281,2765.0
2020-04-07,49.4,65.5,4.4,30.1,61.86669457175686,,,,,1.8038,4200.0,2500.0,0.151661003,0.181029281,2765.0
2020-04-08,54.8,65.3,3.8,30.0,57.75734676015615,,,,,1.6423,4300.0,2200.0,0.151661003,0.181029281,2765.0
2020-04-09,54.0,74.0,4.8,30.0,206.5399206327945,,,,,1.9577,4500.0,2800.0,0.151661003,0.181029281,2765.0
2020-04-10,58.5,65.4,4.6,29.9,139.84646086878766,,,,,2.1192,3600.0,1800.0,0.151661003,0.181029281,2765.0
2020-04-11,58.6,69.4,5.4,29.9,237.6275071755254,,,,,1.8577,3700.0,2500.0,0.151661003,0.181029281,2765.0
2020-04-12,52.7,82.2,6.3,29.7,6.889742010022019,,,,,1.8115,3300.0,1700.0,0.151661003,0.181029281,2765.0
2020-04-13,44.2,56.6,11.3,30.1,3.285227895009996,,,,,1.6654,3000.0,1800.0,0.151661003,0.181029281,2765.0
2020-04-14,42.6,64.1,2.9,30.1,5.613758235941369,,,,,2.2654,1900.0,1000.0,0.151661003,0.181029281,2765.0
2020-04-15,48.9,61.5,2.5,29.9,2.3631672085499145,,,,,2.2077,2700.0,1300.0,0.151661003,0.181029281,2765.0
2020-04-16,53.2,52.7,6.1,29.8,4.084822751000484,,,,,1.5115,2800.0,1600.0,0.151661003,0.181029281,2765.0
2020-04-17,49.6,66.0,9.4,29.8,3.801483181706717,,,,,0.6692,3100.0,1700.0,0.151661003,0.181029281,2765.0
2020-04-18,45.3,75.0,4.0,29.8,2.6297321754363128,,,,,1.0038,3200.0,1900.0,0.151661003,0.181029281,2765.0
2020-04-19,48.8,60.0,6.7,29.9,2.8385713802941845,,,,,2.2038,2300.0,1100.0,0.151661003,0.181029281,2765.0
2020-04-20,49.0,60.2,11.0,29.9,3.802593334372911,,,,,2.1071,3100.0,1900.0,0.151661003,0.181029281,2765.0
2020-04-21,52.3,59.3,11.8,29.9,3.437985460139307,,,,,2.1536,3300.0,2300.0,0.151661003,0.181029281,2765.0
2020-04-22,53.9,61.7,8.8,29.9,3.621337669528594,,,,,2.1964,3900.0,2200.0,0.151661003,0.181029281,2765.0
