,Unnamed: 0,areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate
702,138,overview,United Kingdom,K02000001,2022/1/1,118211,13985531,107609,13647168
703,137,overview,United Kingdom,K02000001,2022/1/2,181072,14166603,163344,13810512
704,136,overview,United Kingdom,K02000001,2022/1/3,229883,14396486,206339,14016851
705,135,overview,United Kingdom,K02000001,2022/1/4,275636,14672122,247288,14264139
706,134,overview,United Kingdom,K02000001,2022/1/5,222145,14894267,199347,14463486
707,133,overview,United Kingdom,K02000001,2022/1/6,172975,15067242,154994,14618480
708,132,overview,United Kingdom,K02000001,2022/1/7,120281,15187523,108574,14727054
709,131,overview,United Kingdom,K02000001,2022/1/8,93612,15281135,84986,14812040
710,130,overview,United Kingdom,K02000001,2022/1/9,95769,15376904,86968,14899008
711,129,overview,United Kingdom,K02000001,2022/1/10,132820,15509724,120297,15019305
712,128,overview,United Kingdom,K02000001,2022/1/11,115229,15624953,104436,15123741
713,127,overview,United Kingdom,K02000001,2022/1/12,103210,15728163,93476,15217217
714,126,overview,United Kingdom,K02000001,2022/1/13,96403,15824566,87543,15304760
715,125,overview,United Kingdom,K02000001,2022/1/14,86322,15910888,78642,15383402
716,124,overview,United Kingdom,K02000001,2022/1/15,77933,15988821,71296,15454698
717,123,overview,United Kingdom,K02000001,2022/1/16,98071,16086892,89122,15543820
718,122,overview,United Kingdom,K02000001,2022/1/17,131502,16218394,118969,15662789
719,121,overview,United Kingdom,K02000001,2022/1/18,118737,16337131,107495,15770284
720,120,overview,United Kingdom,K02000001,2022/1/19,111747,16448878,101239,15871523
721,119,overview,United Kingdom,K02000001,2022/1/20,100313,16549191,91033,15962556
722,118,overview,United Kingdom,K02000001,2022/1/21,91563,16640754,83157,16045713
723,117,overview,United Kingdom,K02000001,2022/1/22,81716,16722470,74536,16120249
724,116,overview,United Kingdom,K02000001,2022/1/23,102327,16824797,92584,16212833
725,115,overview,United Kingdom,K02000001,2022/1/24,127330,16952127,114686,16327519
726,114,overview,United Kingdom,K02000001,2022/1/25,113162,17065289,101940,16429459
727,113,overview,United Kingdom,K02000001,2022/1/26,108652,17173941,97927,16527386
728,112,overview,United Kingdom,K02000001,2022/1/27,96182,17270123,86815,16614201
729,111,overview,United Kingdom,K02000001,2022/1/28,84018,17354141,76109,16690310
730,110,overview,United Kingdom,K02000001,2022/1/29,73501,17427642,66851,16757161
731,109,overview,United Kingdom,K02000001,2022/1/30,87555,17515197,78991,16836152
732,108,overview,United Kingdom,K02000001,2022/1/31,104922,17620119,94187,16930339
733,107,overview,United Kingdom,K02000001,2022/2/1,93762,17713881,84206,17014545
734,106,overview,United Kingdom,K02000001,2022/2/2,88401,17802282,79725,17094270
735,105,overview,United Kingdom,K02000001,2022/2/3,76618,17878900,69084,17163354
736,104,overview,United Kingdom,K02000001,2022/2/4,63188,17942088,57312,17220666
737,103,overview,United Kingdom,K02000001,2022/2/5,52301,17994389,47537,17268203
738,102,overview,United Kingdom,K02000001,2022/2/6,60536,18054925,54622,17322825
739,101,overview,United Kingdom,K02000001,2022/2/7,76461,18131386,68661,17391486
740,100,overview,United Kingdom,K02000001,2022/2/8,69626,18201012,62766,17454252
741,99,overview,United Kingdom,K02000001,2022/2/9,64305,18265317,57952,17512204
742,98,overview,United Kingdom,K02000001,2022/2/10,52280,18317597,47140,17559344
743,97,overview,United Kingdom,K02000001,2022/2/11,44557,18362154,40498,17599842
744,96,overview,United Kingdom,K02000001,2022/2/12,37429,18399583,34165,17634007
745,95,overview,United Kingdom,K02000001,2022/2/13,41737,18441320,37944,17671951
746,94,overview,United Kingdom,K02000001,2022/2/14,54687,18496007,49489,17721440
747,93,overview,United Kingdom,K02000001,2022/2/15,52494,18548501,47524,17768964
748,92,overview,United Kingdom,K02000001,2022/2/16,51547,18600048,46704,17815668
749,91,overview,United Kingdom,K02000001,2022/2/17,44691,18644739,40419,17856087
750,90,overview,United Kingdom,K02000001,2022/2/18,33236,18677975,30221,17886308
751,89,overview,United Kingdom,K02000001,2022/2/19,34646,18712621,31610,17917918
752,88,overview,United Kingdom,K02000001,2022/2/20,37684,18750305,34312,17952230
753,87,overview,United Kingdom,K02000001,2022/2/21,45119,18795424,40829,17993059
754,86,overview,United Kingdom,K02000001,2022/2/22,39146,18834570,35385,18028444
755,85,overview,United Kingdom,K02000001,2022/2/23,36464,18871034,33025,18061469
756,84,overview,United Kingdom,K02000001,2022/2/24,30618,18901652,27729,18089198
757,83,overview,United Kingdom,K02000001,2022/2/25,27840,18929492,25292,18114490
758,82,overview,United Kingdom,K02000001,2022/2/26,25093,18954585,22957,18137447
759,81,overview,United Kingdom,K02000001,2022/2/27,31361,18985946,28534,18165981
760,80,overview,United Kingdom,K02000001,2022/2/28,44639,19030585,40326,18206307
761,79,overview,United Kingdom,K02000001,2022/3/1,44779,19075364,40532,18246839
762,78,overview,United Kingdom,K02000001,2022/3/2,46167,19121531,41609,18288448
763,77,overview,United Kingdom,K02000001,2022/3/3,43751,19165282,39522,18327970
764,76,overview,United Kingdom,K02000001,2022/3/4,41398,19206680,37411,18365381
765,75,overview,United Kingdom,K02000001,2022/3/5,38754,19245434,35194,18400575
766,74,overview,United Kingdom,K02000001,2022/3/6,49022,19294456,44193,18444768
767,73,overview,United Kingdom,K02000001,2022/3/7,68546,19363002,61155,18505923
768,72,overview,United Kingdom,K02000001,2022/3/8,70124,19433126,62969,18568892
769,71,overview,United Kingdom,K02000001,2022/3/9,73524,19506650,66029,18634921
770,70,overview,United Kingdom,K02000001,2022/3/10,70512,19577162,63271,18698192
771,69,overview,United Kingdom,K02000001,2022/3/11,67050,19644212,60387,18758579
772,68,overview,United Kingdom,K02000001,2022/3/12,62076,19706288,55919,18814498
773,67,overview,United Kingdom,K02000001,2022/3/13,75740,19782028,67833,18882331
774,66,overview,United Kingdom,K02000001,2022/3/14,99864,19881892,88978,18971309
775,65,overview,United Kingdom,K02000001,2022/3/15,93686,19975578,83666,19054975
776,64,overview,United Kingdom,K02000001,2022/3/16,91778,20067356,81893,19136868
777,63,overview,United Kingdom,K02000001,2022/3/17,82860,20150216,73931,19210799
778,62,overview,United Kingdom,K02000001,2022/3/18,75301,20225517,67410,19278209
779,61,overview,United Kingdom,K02000001,2022/3/19,67427,20292944,60609,19338818
780,60,overview,United Kingdom,K02000001,2022/3/20,81064,20374008,72197,19411015
781,59,overview,United Kingdom,K02000001,2022/3/21,109324,20483332,96431,19507446
782,58,overview,United Kingdom,K02000001,2022/3/22,99098,20582430,87750,19595196
783,57,overview,United Kingdom,K02000001,2022/3/23,94176,20676606,83439,19678635
784,56,overview,United Kingdom,K02000001,2022/3/24,82911,20759517,73633,19752268
785,55,overview,United Kingdom,K02000001,2022/3/25,72446,20831963,64436,19816704
786,54,overview,United Kingdom,K02000001,2022/3/26,61460,20893423,54968,19871672
787,53,overview,United Kingdom,K02000001,2022/3/27,68326,20961749,60591,19932263
788,52,overview,United Kingdom,K02000001,2022/3/28,92903,21054652,81530,20013793
789,51,overview,United Kingdom,K02000001,2022/3/29,80144,21134796,70630,20084423
790,50,overview,United Kingdom,K02000001,2022/3/30,73670,21208466,64997,20149420
791,49,overview,United Kingdom,K02000001,2022/3/31,54796,21263262,48599,20198019
792,48,overview,United Kingdom,K02000001,2022/4/1,47489,21310751,42284,20240303
793,47,overview,United Kingdom,K02000001,2022/4/2,37600,21348351,33603,20273906
794,46,overview,United Kingdom,K02000001,2022/4/3,42192,21390543,37606,20311512
795,45,overview,United Kingdom,K02000001,2022/4/4,53762,21444305,47408,20358920
796,44,overview,United Kingdom,K02000001,2022/4/5,49077,21493382,43454,20402374
797,43,overview,United Kingdom,K02000001,2022/4/6,44731,21538113,39515,20441889
798,42,overview,United Kingdom,K02000001,2022/4/7,38688,21576801,34143,20476032
799,41,overview,United Kingdom,K02000001,2022/4/8,32975,21609776,29244,20505276
800,40,overview,United Kingdom,K02000001,2022/4/9,27878,21637654,24834,20530110
801,39,overview,United Kingdom,K02000001,2022/4/10,30936,21668590,27571,20557681
802,38,overview,United Kingdom,K02000001,2022/4/11,37360,21705950,32861,20590542
803,37,overview,United Kingdom,K02000001,2022/4/12,33758,21739708,29806,20620348
804,36,overview,United Kingdom,K02000001,2022/4/13,31667,21771375,28106,20648454
805,35,overview,United Kingdom,K02000001,2022/4/14,26639,21798014,23604,20672058
806,34,overview,United Kingdom,K02000001,2022/4/15,21608,21819622,19213,20691271
807,33,overview,United Kingdom,K02000001,2022/4/16,19917,21839539,17790,20709061
808,32,overview,United Kingdom,K02000001,2022/4/17,20142,21859681,17843,20726904
809,31,overview,United Kingdom,K02000001,2022/4/18,25181,21884862,21928,20748832
810,30,overview,United Kingdom,K02000001,2022/4/19,25755,21910617,22223,20771055
811,29,overview,United Kingdom,K02000001,2022/4/20,21433,21932050,18656,20789711
812,28,overview,United Kingdom,K02000001,2022/4/21,18452,21950502,16010,20805721
813,27,overview,United Kingdom,K02000001,2022/4/22,15693,21966195,13589,20819310
814,26,overview,United Kingdom,K02000001,2022/4/23,13205,21979400,11608,20830918
815,25,overview,United Kingdom,K02000001,2022/4/24,14718,21994118,12703,20843621
816,24,overview,United Kingdom,K02000001,2022/4/25,17113,22011231,14444,20858065
817,23,overview,United Kingdom,K02000001,2022/4/26,14558,22025789,12461,20870526
818,22,overview,United Kingdom,K02000001,2022/4/27,13039,22038828,11134,20881660
819,21,overview,United Kingdom,K02000001,2022/4/28,11592,22050420,9897,20891557
820,20,overview,United Kingdom,K02000001,2022/4/29,9997,22060417,8616,20900173
821,19,overview,United Kingdom,K02000001,2022/4/30,8356,22068773,7240,20907413
822,18,overview,United Kingdom,K02000001,2022/5/1,9025,22077798,7770,20915183
823,17,overview,United Kingdom,K02000001,2022/5/2,11884,22089682,10054,20925237
824,16,overview,United Kingdom,K02000001,2022/5/3,13288,22102970,11138,20936375
825,15,overview,United Kingdom,K02000001,2022/5/4,11660,22114630,9842,20946217
826,14,overview,United Kingdom,K02000001,2022/5/5,10199,22124829,8586,20954803
827,13,overview,United Kingdom,K02000001,2022/5/6,8926,22133755,7575,20962378
828,12,overview,United Kingdom,K02000001,2022/5/7,7516,22141271,6436,20968814
829,11,overview,United Kingdom,K02000001,2022/5/8,9047,22150318,7589,20976403
830,10,overview,United Kingdom,K02000001,2022/5/9,10679,22160997,8886,20985289
831,9,overview,United Kingdom,K02000001,2022/5/10,9712,22170709,8106,20993395
832,8,overview,United Kingdom,K02000001,2022/5/11,8699,22179408,7282,21000677
833,7,overview,United Kingdom,K02000001,2022/5/12,7614,22187022,6411,21007088
834,6,overview,United Kingdom,K02000001,2022/5/13,6893,22193915,5850,21012938
835,5,overview,United Kingdom,K02000001,2022/5/14,6103,22200018,5144,21018082
836,4,overview,United Kingdom,K02000001,2022/5/15,7943,22207961,6659,21024741
837,3,overview,United Kingdom,K02000001,2022/5/16,9393,22217354,7721,21032462
838,2,overview,United Kingdom,K02000001,2022/5/17,8262,22225616,6879,21039341
839,1,overview,United Kingdom,K02000001,2022/5/18,7624,22233240,6358,21045699
840,0,overview,United Kingdom,K02000001,2022/5/19,6802,22240042,5605,21051304
