date,CPI,empolyment_rate,R0_origin,R0_alpha,R0_delta,R0_omicron
2021/10/20,113.829032,75.46129,NA,NA,1.173290811,NA
2021/10/21,113.851613,75.464516,NA,NA,0.681705004,NA
2021/10/22,113.874194,75.467742,NA,NA,0.677093335,NA
2021/10/23,113.896774,75.470968,NA,NA,1.563321109,NA
2021/10/24,113.919355,75.474194,NA,NA,1.084789066,NA
2021/10/25,113.941935,75.477419,NA,NA,1.171492732,NA
2021/10/26,113.964516,75.480645,NA,NA,1.011176578,NA
2021/10/27,113.987097,75.483871,NA,NA,0.897863511,NA
2021/10/28,114.009677,75.487097,NA,NA,0.349714789,NA
2021/10/29,114.032258,75.490323,NA,NA,0.478502269,NA
2021/10/30,114.054839,75.493548,NA,NA,1.263790651,NA
2021/10/31,114.077419,75.496774,NA,NA,0.673598939,NA
2021/11/1,114.1,75.5,NA,NA,0.510518245,NA
2021/11/2,114.12,75.496667,NA,NA,0.343294671,NA
2021/11/3,114.14,75.493333,NA,NA,0.084897578,NA
2021/11/4,114.16,75.49,NA,NA,-0.058755901,NA
2021/11/5,114.18,75.486667,NA,NA,0.276867016,NA
2021/11/6,114.2,75.483333,NA,NA,1.400329677,NA
2021/11/7,114.22,75.48,NA,NA,1.2920098,NA
2021/11/8,114.24,75.476667,NA,NA,1.397298996,NA
2021/11/9,114.26,75.473333,NA,NA,1.260968501,NA
2021/11/10,114.28,75.47,NA,NA,1.059058987,NA
2021/11/11,114.3,75.466667,NA,NA,0.698434833,NA
2021/11/12,114.32,75.463333,NA,NA,0.949886809,NA
2021/11/13,114.34,75.46,NA,NA,2.227094118,NA
2021/11/14,114.36,75.456667,NA,NA,1.847694328,NA
2021/11/15,114.38,75.453333,NA,NA,1.801080017,NA
2021/11/16,114.4,75.45,NA,NA,1.67510703,NA
2021/11/17,114.42,75.446667,NA,NA,1.290940186,NA
2021/11/18,114.44,75.443333,NA,NA,0.967186357,NA
2021/11/19,114.46,75.44,NA,NA,1.135098816,NA
2021/11/20,114.48,75.436667,NA,NA,2.13744537,NA
2021/11/21,114.5,75.433333,NA,NA,1.908058478,NA
2021/11/22,114.52,75.43,NA,NA,1.752950924,19.95299918
2021/11/23,114.54,75.426667,NA,NA,1.457003773,17.31989023
2021/11/24,114.56,75.423333,NA,NA,1.106161933,14.80506319
2021/11/25,114.58,75.42,NA,NA,0.608094278,11.95220356
2021/11/26,114.6,75.416667,NA,NA,1.067716597,13.28382754
2021/11/27,114.62,75.413333,NA,NA,2.219854079,27.51914186
2021/11/28,114.64,75.41,NA,NA,2.075168979,26.95642187
2021/11/29,114.66,75.406667,NA,NA,1.930969992,24.33395554
2021/11/30,114.68,75.403333,NA,NA,1.488785986,20.22981683
2021/12/1,114.7,75.4,NA,NA,1.0978259,17.0134474
2021/12/2,114.696774,75.403226,NA,NA,0.568892838,13.59565645
2021/12/3,114.693548,75.406452,NA,NA,0.635632402,13.3749739
2021/12/4,114.690323,75.409677,NA,NA,1.579375854,21.69416797
2021/12/5,114.687097,75.412903,NA,NA,1.091579065,19.97050734
2021/12/6,114.683871,75.416129,NA,NA,0.934096947,19.38215346
2021/12/7,114.680645,75.419355,NA,NA,0.583992539,17.42487468
2021/12/8,114.677419,75.422581,NA,NA,0.120517715,14.90536246
2021/12/9,114.674194,75.425806,NA,NA,-0.2705146,12.97359517
2021/12/10,114.670968,75.429032,NA,NA,-0.333556187,13.40553346
2021/12/11,114.667742,75.432258,NA,NA,0.666611637,18.77018285
2021/12/12,114.664516,75.435484,NA,NA,0.938232749,18.26697693
2021/12/13,114.66129,75.43871,NA,NA,0.960920869,16.76165929
2021/12/14,114.658065,75.441935,NA,NA,0.513218623,13.5334129
2021/12/15,114.654839,75.445161,NA,NA,0.021863222,10.74141446
2021/12/16,114.651613,75.448387,NA,NA,-0.353264236,8.883229816
2021/12/17,114.648387,75.451613,NA,NA,-0.592183717,8.028335545
2021/12/18,114.645161,75.454839,NA,NA,0.0122936,11.66545569
2021/12/19,114.641935,75.458065,NA,NA,0.063591942,11.43577275
2021/12/20,114.63871,75.46129,NA,NA,0.017280939,10.85802359
2021/12/21,114.635484,75.464516,NA,NA,-0.185369934,9.534334975
2021/12/22,114.632258,75.467742,NA,NA,-0.594532266,6.908283063
2021/12/23,114.629032,75.470968,NA,NA,-1.29255569,1.165517018
2021/12/24,114.625806,75.474194,NA,NA,-1.054904344,4.387664383
2021/12/25,114.622581,75.477419,NA,NA,-0.617426814,8.585650248
2021/12/26,114.619355,75.480645,NA,NA,-0.498517732,8.805065592
2021/12/27,114.616129,75.483871,NA,NA,-0.141450205,11.54245089
2021/12/28,114.612903,75.487097,NA,NA,-0.342324233,8.323332849
2021/12/29,114.609677,75.490323,NA,NA,-0.548478614,5.032023737
2021/12/30,114.606452,75.493548,NA,NA,-0.780353105,1.041153062
2021/12/31,114.603226,75.496774,NA,NA,-0.489117862,4.004123546
2022/1/1,114.6,75.5,NA,NA,-0.201729152,6.424552175
2022/1/2,114.625806,75.503226,NA,NA,0.047304315,8.289520271
2022/1/3,114.651613,75.506452,NA,NA,-0.082306695,4.684101811
2022/1/4,114.677419,75.509677,NA,NA,-0.123572406,2.347627516
2022/1/5,114.703226,75.512903,NA,NA,-0.191506199,-0.75875056
2022/1/6,114.729032,75.516129,NA,NA,-0.16584493,-2.625534933
2022/1/7,114.754839,75.519355,NA,NA,-0.059008896,-2.843553279
2022/1/8,114.780645,75.522581,NA,NA,0.135142749,-0.765863622
2022/1/9,114.806452,75.525806,NA,NA,0.1858407,-1.988350709
2022/1/10,114.832258,75.529032,NA,NA,0.247971203,-2.905650597
2022/1/11,114.858065,75.532258,NA,NA,0.317111181,-3.410083128
2022/1/12,114.883871,75.535484,NA,NA,0.374687984,-4.133958424
2022/1/13,114.909677,75.53871,NA,NA,0.433703818,-4.708074782
2022/1/14,114.935484,75.541935,NA,NA,0.531171826,-2.845595387
2022/1/15,114.96129,75.545161,NA,NA,0.647120089,0.321495154
2022/1/16,114.987097,75.548387,NA,NA,0.690735353,-0.290752972
2022/1/17,115.012903,75.551613,NA,NA,0.738642942,-0.373732546
2022/1/18,115.03871,75.554839,NA,NA,0.777440847,-0.942307561
2022/1/19,115.064516,75.558065,NA,NA,0.808202201,-1.335051849
2022/1/20,115.090323,75.56129,NA,NA,0.840978366,-1.872178057
2022/1/21,115.116129,75.564516,NA,NA,0.905236062,0.396622941
2022/1/22,115.141935,75.567742,NA,NA,0.963865454,2.867000781
2022/1/23,115.167742,75.570968,NA,NA,0.980684595,1.759329572
2022/1/24,115.193548,75.574194,NA,NA,1.000805923,1.508082102
2022/1/25,115.219355,75.577419,NA,NA,NA,0.488743658
2022/1/26,115.245161,75.580645,NA,NA,NA,-0.642601211
2022/1/27,115.270968,75.583871,NA,NA,NA,-1.575771251
2022/1/28,115.296774,75.587097,NA,NA,NA,-0.182219708
2022/1/29,115.322581,75.590323,NA,NA,NA,1.43329853
2022/1/30,115.348387,75.593548,NA,NA,NA,0.342749633
2022/1/31,115.374194,75.596774,NA,NA,NA,-0.099424955
2022/2/1,115.4,75.6,NA,NA,NA,-1.197722992
2022/2/2,115.439286,75.6,NA,NA,NA,-2.549698647
2022/2/3,115.478571,75.6,NA,NA,NA,-3.695530325
2022/2/4,115.517857,75.6,NA,NA,NA,-2.688764398
2022/2/5,115.557143,75.6,NA,NA,NA,-0.792296999
2022/2/6,115.596429,75.6,NA,NA,NA,-1.572207768
2022/2/7,115.635714,75.6,NA,NA,NA,-1.967935236
2022/2/8,115.675,75.6,NA,NA,NA,-3.16778869
2022/2/9,115.714286,75.6,NA,NA,NA,-3.942337116
2022/2/10,115.753571,75.6,NA,NA,NA,-4.704224837
2022/2/11,115.792857,75.6,NA,NA,NA,-3.915347154
2022/2/12,115.832143,75.6,NA,NA,NA,-1.799203297
2022/2/13,115.871429,75.6,NA,NA,NA,-1.804143631
2022/2/14,115.910714,75.6,NA,NA,NA,-1.525550491
2022/2/15,115.95,75.6,NA,NA,NA,-2.114073603
2022/2/16,115.989286,75.6,NA,NA,NA,-3.550536983
2022/2/17,116.028571,75.6,NA,NA,NA,-2.914787626
2022/2/18,116.067857,75.6,NA,NA,NA,-2.15152273
2022/2/19,116.107143,75.6,NA,NA,NA,-0.788338241
2022/2/20,116.146429,75.6,NA,NA,NA,-1.506088599
2022/2/21,116.185714,75.6,NA,NA,NA,-1.610073099
2022/2/22,116.225,75.6,NA,NA,NA,-2.24249725
2022/2/23,116.264286,75.6,NA,NA,NA,-2.513203054
2022/2/24,116.303571,75.6,NA,NA,NA,-2.722847885
2022/2/25,116.342857,75.6,NA,NA,NA,-1.328527657
2022/2/26,116.382143,75.6,NA,NA,NA,1.359194253
2022/2/27,116.421429,75.6,NA,NA,NA,1.623092267
2022/2/28,116.460714,75.6,NA,NA,NA,2.212931466
2022/3/1,116.5,75.6,NA,NA,NA,1.957007389
2022/3/2,116.580645,75.609677,NA,NA,NA,1.88910174
2022/3/3,116.66129,75.619355,NA,NA,NA,1.506405831
2022/3/4,116.741935,75.629032,NA,NA,NA,3.320211696
2022/3/5,116.822581,75.63871,NA,NA,NA,6.640561533
2022/3/6,116.903226,75.648387,NA,NA,NA,6.618260874
2022/3/7,116.983871,75.658065,NA,NA,NA,6.887571203
2022/3/8,117.064516,75.667742,NA,NA,NA,6.231121788
2022/3/9,117.145161,75.677419,NA,NA,NA,5.435543454
2022/3/10,117.225806,75.687097,NA,NA,NA,4.460981181
2022/3/11,117.306452,75.696774,NA,NA,NA,6.07179925
2022/3/12,117.387097,75.706452,NA,NA,NA,8.787445591
2022/3/13,117.467742,75.716129,NA,NA,NA,7.167612798
2022/3/14,117.548387,75.725806,NA,NA,NA,6.528079872
2022/3/15,117.629032,75.735484,NA,NA,NA,5.004369382
2022/3/16,117.709677,75.745161,NA,NA,NA,3.664546424
2022/3/17,117.790323,75.754839,NA,NA,NA,2.254653146
2022/3/18,117.870968,75.764516,NA,NA,NA,3.642176247
2022/3/19,117.951613,75.774194,NA,NA,NA,6.545023
2022/3/20,118.032258,75.783871,NA,NA,NA,4.918493565
2022/3/21,118.112903,75.793548,NA,NA,NA,3.949457106
2022/3/22,118.193548,75.803226,NA,NA,NA,2.40701768
2022/3/23,118.274194,75.812903,NA,NA,NA,1.010946647
2022/3/24,118.354839,75.822581,NA,NA,NA,-0.380963051
2022/3/25,118.435484,75.832258,NA,NA,NA,0.344028957
2022/3/26,118.516129,75.841935,NA,NA,NA,3.178880173
2022/3/27,118.596774,75.851613,NA,NA,NA,1.450282874
2022/3/28,118.677419,75.86129,NA,NA,NA,0.724899394
2022/3/29,118.758065,75.870968,NA,NA,NA,-1.745817879
2022/3/30,118.83871,75.880645,NA,NA,NA,-2.595993831
2022/3/31,118.919355,75.890323,NA,NA,NA,-3.973474405
2022/4/1,119,75.9,NA,NA,NA,-3.318399703
2022/4/2,119.023333,75.9,NA,NA,NA,-1.628566045
2022/4/3,119.046667,75.9,NA,NA,NA,-2.23881892
2022/4/4,119.07,75.9,NA,NA,NA,-2.614739021
2022/4/5,119.093333,75.9,NA,NA,NA,-3.275700509
2022/4/6,119.116667,75.9,NA,NA,NA,-3.805264368
2022/4/7,119.14,75.9,NA,NA,NA,-4.354926866
2022/4/8,119.163333,75.9,NA,NA,NA,-3.507465072
2022/4/9,119.186667,75.9,NA,NA,NA,-2.095449551
2022/4/10,119.21,75.9,NA,NA,NA,-2.327743866
2022/4/11,119.233333,75.9,NA,NA,NA,-2.294465204
2022/4/12,119.256667,75.9,NA,NA,NA,-2.762076841
2022/4/13,119.28,75.9,NA,NA,NA,-3.304461444
2022/4/14,119.303333,75.9,NA,NA,NA,-3.223312662
2022/4/15,119.326667,75.9,NA,NA,NA,-2.818605993
2022/4/16,119.35,75.9,NA,NA,NA,-1.402325402
2022/4/17,119.373333,75.9,NA,NA,NA,-1.003631813
2022/4/18,119.396667,75.9,NA,NA,NA,-1.560264008
2022/4/19,119.42,75.9,NA,NA,NA,-1.855021759
2022/4/20,119.443333,75.9,NA,NA,NA,-2.071713507
2022/4/21,119.466667,75.9,NA,NA,NA,-2.30414559
2022/4/22,119.49,75.9,NA,NA,NA,-1.661533603
2022/4/23,119.513333,75.9,NA,NA,NA,-0.944154121
2022/4/24,119.536667,75.9,NA,NA,NA,-1.257471234
2022/4/25,119.56,75.9,NA,NA,NA,-1.331145335
2022/4/26,119.583333,75.9,NA,NA,NA,-1.385718187
2022/4/27,119.606667,75.9,NA,NA,NA,-1.450916471
2022/4/28,119.63,75.9,NA,NA,NA,-1.548209478
2022/4/29,119.653333,75.9,NA,NA,NA,-1.045352114
2022/4/30,119.676667,75.9,NA,NA,NA,0.013638986
2022/5/1,119.7,75.9,NA,NA,NA,0.505388181
2022/5/2,119.744444,75.9,NA,NA,NA,0.297420412
2022/5/3,119.788889,75.9,NA,NA,NA,0.121081747
2022/5/4,119.833333,75.9,NA,NA,NA,-0.041312574
2022/5/5,119.877778,75.9,NA,NA,NA,-0.242297065
2022/5/6,119.922222,75.9,NA,NA,NA,0.331559843
2022/5/7,119.966667,75.9,NA,NA,NA,0.854341282
2022/5/8,120.011111,75.9,NA,NA,NA,0.724815981
2022/5/9,120.055556,75.9,NA,NA,NA,0.535199864
2022/5/10,120.1,75.9,NA,NA,NA,0.326429302
2022/5/11,120.144444,75.9,NA,NA,NA,0.203471272
2022/5/12,120.188889,75.9,NA,NA,NA,0.070008234
2022/5/13,120.233333,75.9,NA,NA,NA,0.667245186
2022/5/14,120.277778,75.9,NA,NA,NA,1.126415776
2022/5/15,120.322222,75.9,NA,NA,NA,0.837110798
2022/5/16,120.366667,75.9,NA,NA,NA,0.760323474
2022/5/17,120.411111,75.9,NA,NA,NA,0.615692047
2022/5/18,120.455556,75.9,NA,NA,NA,0.427556473
2022/5/19,120.5,75.9,NA,NA,NA,0.218112778
