,areaType,areaName,areaCode,date,hospitalCases,住院比例
511,overview,United Kingdom,K02000001,2021-08-20,6532,0.000985164615396681
512,overview,United Kingdom,K02000001,2021-08-21,6543,0.0009825976740833293
513,overview,United Kingdom,K02000001,2021-08-22,6761,0.0010109738739289712
514,overview,United Kingdom,K02000001,2021-08-23,7031,0.0010451413044124554
515,overview,United Kingdom,K02000001,2021-08-24,6973,0.0010307470987418175
516,overview,United Kingdom,K02000001,2021-08-25,6998,0.0010285478617947969
517,overview,United Kingdom,K02000001,2021-08-26,7043,0.0010294712642602891
518,overview,United Kingdom,K02000001,2021-08-27,7097,0.0010322740924075128
519,overview,United Kingdom,K02000001,2021-08-28,6992,0.0010129353525013577
520,overview,United Kingdom,K02000001,2021-08-29,7122,0.001027877088876586
521,overview,United Kingdom,K02000001,2021-08-30,7351,0.0010556319927003284
522,overview,United Kingdom,K02000001,2021-08-31,7690,0.0010971903793667713
523,overview,United Kingdom,K02000001,2021-09-01,7694,0.0010909874145087145
524,overview,United Kingdom,K02000001,2021-09-02,7634,0.0010760234379724076
525,overview,United Kingdom,K02000001,2021-09-03,7683,0.0010770656374986508
526,overview,United Kingdom,K02000001,2021-09-04,7568,0.0010562344349173687
527,overview,United Kingdom,K02000001,2021-09-05,7763,0.0010786627638610874
528,overview,United Kingdom,K02000001,2021-09-06,8050,0.0011116037763596813
529,overview,United Kingdom,K02000001,2021-09-07,7994,0.0010980168941313374
530,overview,United Kingdom,K02000001,2021-09-08,8150,0.00111396048078261
531,overview,United Kingdom,K02000001,2021-09-09,8159,0.001110037520057272
532,overview,United Kingdom,K02000001,2021-09-10,8330,0.0011288215793826498
533,overview,United Kingdom,K02000001,2021-09-11,8158,0.0011019993764612502
534,overview,United Kingdom,K02000001,2021-09-12,8268,0.0011132411879850737
535,overview,United Kingdom,K02000001,2021-09-13,8491,0.001137957399302966
536,overview,United Kingdom,K02000001,2021-09-14,8415,0.001123043082414947
537,overview,United Kingdom,K02000001,2021-09-15,8422,0.0011194387440912788
538,overview,United Kingdom,K02000001,2021-09-16,8140,0.001077723170783375
539,overview,United Kingdom,K02000001,2021-09-17,7931,0.0010459715784820263
540,overview,United Kingdom,K02000001,2021-09-18,7720,0.0010145795875260858
541,overview,United Kingdom,K02000001,2021-09-19,7771,0.0010171270264826057
542,overview,United Kingdom,K02000001,2021-09-20,7822,0.0010183697127317305
543,overview,United Kingdom,K02000001,2021-09-21,7649,0.000990836478948773
544,overview,United Kingdom,K02000001,2021-09-22,7442,0.0009594547223621409
545,overview,United Kingdom,K02000001,2021-09-23,7196,0.0009234725390759398
546,overview,United Kingdom,K02000001,2021-09-24,6944,0.0008874775814139905
547,overview,United Kingdom,K02000001,2021-09-25,6990,0.0008901076189774
548,overview,United Kingdom,K02000001,2021-09-26,6853,0.0008691133990704177
549,overview,United Kingdom,K02000001,2021-09-27,7084,0.0008936966505425322
550,overview,United Kingdom,K02000001,2021-09-28,7066,0.0008873352916829081
551,overview,United Kingdom,K02000001,2021-09-29,6952,0.0008692187171597053
552,overview,United Kingdom,K02000001,2021-09-30,6808,0.0008477589117106662
553,overview,United Kingdom,K02000001,2021-10-01,6641,0.000823982519311974
554,overview,United Kingdom,K02000001,2021-10-02,6492,0.0008028745183309411
555,overview,United Kingdom,K02000001,2021-10-03,6649,0.0008190442004242671
556,overview,United Kingdom,K02000001,2021-10-04,6840,0.0008380580284121275
557,overview,United Kingdom,K02000001,2021-10-05,6915,0.0008431906774204877
558,overview,United Kingdom,K02000001,2021-10-06,6900,0.0008373534388770823
559,overview,United Kingdom,K02000001,2021-10-07,6850,0.0008274234962423498
560,overview,United Kingdom,K02000001,2021-10-08,6829,0.0008213548903811753
561,overview,United Kingdom,K02000001,2021-10-09,6773,0.000811467364946335
562,overview,United Kingdom,K02000001,2021-10-10,6944,0.0008283414942784316
563,overview,United Kingdom,K02000001,2021-10-11,7099,0.0008417815840624268
564,overview,United Kingdom,K02000001,2021-10-12,7129,0.0008405244806734194
565,overview,United Kingdom,K02000001,2021-10-13,7145,0.0008376926766432406
566,overview,United Kingdom,K02000001,2021-10-14,7202,0.0008398052286212899
567,overview,United Kingdom,K02000001,2021-10-15,7215,0.0008370699835753295
568,overview,United Kingdom,K02000001,2021-10-16,7241,0.0008364109158266364
569,overview,United Kingdom,K02000001,2021-10-17,7513,0.0008634664505989271
570,overview,United Kingdom,K02000001,2021-10-18,7882,0.0008999042096381774
571,overview,United Kingdom,K02000001,2021-10-19,8032,0.0009115646134975118
572,overview,United Kingdom,K02000001,2021-10-20,8287,0.000935023167407622
573,overview,United Kingdom,K02000001,2021-10-21,8382,0.0009409441367460576
574,overview,United Kingdom,K02000001,2021-10-22,8367,0.0009349924877650305
575,overview,United Kingdom,K02000001,2021-10-23,8362,0.0009307831078338166
576,overview,United Kingdom,K02000001,2021-10-24,8531,0.0009458298173764604
577,overview,United Kingdom,K02000001,2021-10-25,8855,0.0009766132288465629
578,overview,United Kingdom,K02000001,2021-10-26,8974,0.0009851611068846008
579,overview,United Kingdom,K02000001,2021-10-27,9081,0.0009922193655958506
580,overview,United Kingdom,K02000001,2021-10-28,9160,0.0009963464757887263
581,overview,United Kingdom,K02000001,2021-10-29,9258,0.0010026164629233342
582,overview,United Kingdom,K02000001,2021-10-30,9311,0.0010047039047707735
583,overview,United Kingdom,K02000001,2021-10-31,9463,0.0010172854678465013
584,overview,United Kingdom,K02000001,2021-11-01,9709,0.0010386944437817463
585,overview,United Kingdom,K02000001,2021-11-02,9691,0.0010325694634975347
586,overview,United Kingdom,K02000001,2021-11-03,9475,0.0010056991031074563
587,overview,United Kingdom,K02000001,2021-11-04,9333,0.0009871006369882146
588,overview,United Kingdom,K02000001,2021-11-05,9132,0.0009627552258094308
589,overview,United Kingdom,K02000001,2021-11-06,8888,0.0009343287171944236
590,overview,United Kingdom,K02000001,2021-11-07,8908,0.0009334300294751384
591,overview,United Kingdom,K02000001,2021-11-08,9057,0.0009446752213473028
592,overview,United Kingdom,K02000001,2021-11-09,9009,0.0009355464665129611
593,overview,United Kingdom,K02000001,2021-11-10,8938,0.0009240529387840257
594,overview,United Kingdom,K02000001,2021-11-11,8786,0.0009045054894711999
595,overview,United Kingdom,K02000001,2021-11-12,8694,0.000891569042556988
596,overview,United Kingdom,K02000001,2021-11-13,8557,0.0008745705206673882
597,overview,United Kingdom,K02000001,2021-11-14,8644,0.0008802672574491497
598,overview,United Kingdom,K02000001,2021-11-15,8802,0.000891730882873347
599,overview,United Kingdom,K02000001,2021-11-16,8525,0.0008596250018276484
600,overview,United Kingdom,K02000001,2021-11-17,8276,0.0008306731584168791
601,overview,United Kingdom,K02000001,2021-11-18,8177,0.000817123111083575
602,overview,United Kingdom,K02000001,2021-11-19,8125,0.0008087268042222208
603,overview,United Kingdom,K02000001,2021-11-20,8005,0.0007939903116320225
604,overview,United Kingdom,K02000001,2021-11-21,8100,0.0008004560029852068
605,overview,United Kingdom,K02000001,2021-11-22,8196,0.0008059031124713703
606,overview,United Kingdom,K02000001,2021-11-23,7982,0.0007811591689609506
607,overview,United Kingdom,K02000001,2021-11-24,7735,0.0007535379507917799
608,overview,United Kingdom,K02000001,2021-11-25,7726,0.0007494912365014455
609,overview,United Kingdom,K02000001,2021-11-26,7627,0.0007370753541890128
610,overview,United Kingdom,K02000001,2021-11-27,7472,0.0007197801896108322
611,overview,United Kingdom,K02000001,2021-11-28,7503,0.0007200133581046845
612,overview,United Kingdom,K02000001,2021-11-29,7734,0.000738193415265103
613,overview,United Kingdom,K02000001,2021-11-30,7745,0.0007353348175481933
614,overview,United Kingdom,K02000001,2021-12-01,7417,0.0007005475264872987
615,overview,United Kingdom,K02000001,2021-12-02,7488,0.0007039081189333987
616,overview,United Kingdom,K02000001,2021-12-03,7397,0.000692381602699137
617,overview,United Kingdom,K02000001,2021-12-04,7252,0.0006763539226149268
618,overview,United Kingdom,K02000001,2021-12-05,7355,0.000683346007675216
619,overview,United Kingdom,K02000001,2021-12-06,7464,0.0006896500746566533
620,overview,United Kingdom,K02000001,2021-12-07,7449,0.0006847064935618838
621,overview,United Kingdom,K02000001,2021-12-08,7468,0.0006827622909326188
622,overview,United Kingdom,K02000001,2021-12-09,7537,0.0006854993290073902
623,overview,United Kingdom,K02000001,2021-12-10,7491,0.0006780790818894319
624,overview,United Kingdom,K02000001,2021-12-11,7457,0.0006720453122744115
625,overview,United Kingdom,K02000001,2021-12-12,7580,0.0006798737372219839
626,overview,United Kingdom,K02000001,2021-12-13,7800,0.0006941791829546616
627,overview,United Kingdom,K02000001,2021-12-14,7800,0.0006878883151586774
628,overview,United Kingdom,K02000001,2021-12-15,7725,0.0006745702725394886
629,overview,United Kingdom,K02000001,2021-12-16,7745,0.0006701116200902319
630,overview,United Kingdom,K02000001,2021-12-17,7623,0.0006541298219871028
631,overview,United Kingdom,K02000001,2021-12-18,7559,0.0006437283958397381
632,overview,United Kingdom,K02000001,2021-12-19,7716,0.0006521486124642368
633,overview,United Kingdom,K02000001,2021-12-20,7960,0.0006652401333020882
634,overview,United Kingdom,K02000001,2021-12-21,8176,0.0006748165734488235
635,overview,United Kingdom,K02000001,2021-12-22,8398,0.0006840195425311834
636,overview,United Kingdom,K02000001,2021-12-23,8434,0.0006780802401918757
637,overview,United Kingdom,K02000001,2021-12-24,8662,0.0006888093998706355
638,overview,United Kingdom,K02000001,2021-12-25,8472,0.0006699519511915648
639,overview,United Kingdom,K02000001,2021-12-26,8891,0.0006966799841121546
640,overview,United Kingdom,K02000001,2021-12-27,9913,0.0007650720269816584
641,overview,United Kingdom,K02000001,2021-12-28,11075,0.0008409642773561693
642,overview,United Kingdom,K02000001,2021-12-29,12123,0.0009018624430272969
643,overview,United Kingdom,K02000001,2021-12-30,13314,0.0009733340536716897
644,overview,United Kingdom,K02000001,2021-12-31,14347,0.0010345906779392125
645,overview,United Kingdom,K02000001,2022-01-01,14677,0.0010494417408963592
646,overview,United Kingdom,K02000001,2022-01-02,15312,0.0010808519162992002
647,overview,United Kingdom,K02000001,2022-01-03,16504,0.0011463908623257093
648,overview,United Kingdom,K02000001,2022-01-04,17497,0.001192533704395315
649,overview,United Kingdom,K02000001,2022-01-05,18219,0.001223222331115724
650,overview,United Kingdom,K02000001,2022-01-06,18696,0.001240837573326293
651,overview,United Kingdom,K02000001,2022-01-07,18878,0.0012429940023794533
652,overview,United Kingdom,K02000001,2022-01-08,18814,0.0012311912694966702
653,overview,United Kingdom,K02000001,2022-01-09,19256,0.0012522676866552592
654,overview,United Kingdom,K02000001,2022-01-10,20063,0.0012935755658836999
655,overview,United Kingdom,K02000001,2022-01-11,19964,0.0012776998433211286
656,overview,United Kingdom,K02000001,2022-01-12,19937,0.0012675987653485027
657,overview,United Kingdom,K02000001,2022-01-13,19772,0.0012494497479425344
658,overview,United Kingdom,K02000001,2022-01-14,19557,0.0012291582971358983
659,overview,United Kingdom,K02000001,2022-01-15,19311,0.0012077813617401808
660,overview,United Kingdom,K02000001,2022-01-16,19435,0.001208126467188317
661,overview,United Kingdom,K02000001,2022-01-17,19670,0.0012128204555888827
662,overview,United Kingdom,K02000001,2022-01-18,19233,0.0011772568880056113
663,overview,United Kingdom,K02000001,2022-01-19,18736,0.0011390442557844978
664,overview,United Kingdom,K02000001,2022-01-20,18225,0.0011012622913107958
665,overview,United Kingdom,K02000001,2022-01-21,17786,0.0010688217613216324
666,overview,United Kingdom,K02000001,2022-01-22,17153,0.0010257455985868116
667,overview,United Kingdom,K02000001,2022-01-23,17120,0.0010175457094668066
668,overview,United Kingdom,K02000001,2022-01-24,17402,0.0010265378497931262
669,overview,United Kingdom,K02000001,2022-01-25,16819,0.000985567838903871
670,overview,United Kingdom,K02000001,2022-01-26,16742,0.0009748490460052238
671,overview,United Kingdom,K02000001,2022-01-27,16402,0.0009497326683776369
672,overview,United Kingdom,K02000001,2022-01-28,16176,0.0009321118227632241
673,overview,United Kingdom,K02000001,2022-01-29,15303,0.0008780878101581384
674,overview,United Kingdom,K02000001,2022-01-30,15589,0.0008900271004659554
675,overview,United Kingdom,K02000001,2022-01-31,15945,0.000904931459316478
676,overview,United Kingdom,K02000001,2022-02-01,15497,0.0008748506326761482
677,overview,United Kingdom,K02000001,2022-02-02,15108,0.0008486552454342651
678,overview,United Kingdom,K02000001,2022-02-03,14921,0.0008345591731034908
679,overview,United Kingdom,K02000001,2022-02-04,14490,0.0008075983129722695
680,overview,United Kingdom,K02000001,2022-02-05,14011,0.0007786316056632987
681,overview,United Kingdom,K02000001,2022-02-06,13910,0.0007704269056780906
682,overview,United Kingdom,K02000001,2022-02-07,14104,0.000777877653699502
683,overview,United Kingdom,K02000001,2022-02-08,13855,0.0007612214090073673
684,overview,United Kingdom,K02000001,2022-02-09,13418,0.0007346163222899444
685,overview,United Kingdom,K02000001,2022-02-10,13025,0.0007110648847662715
686,overview,United Kingdom,K02000001,2022-02-11,12607,0.0006865752242356752
687,overview,United Kingdom,K02000001,2022-02-12,12267,0.0006666998920573363
688,overview,United Kingdom,K02000001,2022-02-13,12319,0.0006680107497727928
689,overview,United Kingdom,K02000001,2022-02-14,12553,0.0006786870268809911
690,overview,United Kingdom,K02000001,2022-02-15,12350,0.0006658219982304769
691,overview,United Kingdom,K02000001,2022-02-16,12012,0.0006458047850199096
692,overview,United Kingdom,K02000001,2022-02-17,11861,0.0006361580068243379
693,overview,United Kingdom,K02000001,2022-02-18,11488,0.0006150559683263309
694,overview,United Kingdom,K02000001,2022-02-19,11508,0.0006149860032969193
695,overview,United Kingdom,K02000001,2022-02-20,11433,0.0006097500813986759
696,overview,United Kingdom,K02000001,2022-02-21,11627,0.0006186080186326204
697,overview,United Kingdom,K02000001,2022-02-22,11340,0.0006020843587084812
698,overview,United Kingdom,K02000001,2022-02-23,11296,0.0005985893512777307
699,overview,United Kingdom,K02000001,2022-02-24,11005,0.0005822242415636474
700,overview,United Kingdom,K02000001,2022-02-25,10871,0.0005742890511800316
701,overview,United Kingdom,K02000001,2022-02-26,10593,0.0005588621433811397
702,overview,United Kingdom,K02000001,2022-02-27,10748,0.0005661029479384382
703,overview,United Kingdom,K02000001,2022-02-28,10976,0.000576755785489516
704,overview,United Kingdom,K02000001,2022-03-01,10938,0.0005734097656013274
705,overview,United Kingdom,K02000001,2022-03-02,10866,0.0005682599369265986
706,overview,United Kingdom,K02000001,2022-03-03,10724,0.0005595534675670308
707,overview,United Kingdom,K02000001,2022-03-04,10922,0.0005686563216547576
708,overview,United Kingdom,K02000001,2022-03-05,10920,0.0005674073133398811
709,overview,United Kingdom,K02000001,2022-03-06,11066,0.0005735326251229887
710,overview,United Kingdom,K02000001,2022-03-07,11542,0.0005960852557883328
711,overview,United Kingdom,K02000001,2022-03-08,11865,0.0006105553990644635
712,overview,United Kingdom,K02000001,2022-03-09,11984,0.0006143545918955843
713,overview,United Kingdom,K02000001,2022-03-10,12181,0.0006222045871613056
714,overview,United Kingdom,K02000001,2022-03-11,12354,0.0006288875318592571
715,overview,United Kingdom,K02000001,2022-03-12,12666,0.0006427390079755253
716,overview,United Kingdom,K02000001,2022-03-13,13043,0.000659335837559223
717,overview,United Kingdom,K02000001,2022-03-14,13792,0.0006936965556396745
718,overview,United Kingdom,K02000001,2022-03-15,14314,0.0007165750097443989
719,overview,United Kingdom,K02000001,2022-03-16,14484,0.0007217692256020176
720,overview,United Kingdom,K02000001,2022-03-17,14932,0.0007410342400299828
721,overview,United Kingdom,K02000001,2022-03-18,15168,0.0007499437468026157
722,overview,United Kingdom,K02000001,2022-03-19,15242,0.0007510985099057091
723,overview,United Kingdom,K02000001,2022-03-20,15699,0.0007705405828838391
724,overview,United Kingdom,K02000001,2022-03-21,16494,0.0008052400849627395
725,overview,United Kingdom,K02000001,2022-03-22,16913,0.0008217202730678545
726,overview,United Kingdom,K02000001,2022-03-23,17151,0.0008294881664814816
727,overview,United Kingdom,K02000001,2022-03-24,17626,0.000849056362920197
728,overview,United Kingdom,K02000001,2022-03-25,17877,0.0008581524458352773
729,overview,United Kingdom,K02000001,2022-03-26,17816,0.0008527085293778812
730,overview,United Kingdom,K02000001,2022-03-27,18542,0.0008845635924750364
731,overview,United Kingdom,K02000001,2022-03-28,19311,0.000917184477805665
732,overview,United Kingdom,K02000001,2022-03-29,19558,0.0009253933655191183
733,overview,United Kingdom,K02000001,2022-03-30,19698,0.0009287800447236495
734,overview,United Kingdom,K02000001,2022-03-31,19746,0.000928643968173839
735,overview,United Kingdom,K02000001,2022-04-01,20081,0.0009422943377265306
736,overview,United Kingdom,K02000001,2022-04-02,19738,0.0009245678975392526
737,overview,United Kingdom,K02000001,2022-04-03,20094,0.0009393870926979273
738,overview,United Kingdom,K02000001,2022-04-04,20549,0.0009582497544219782
739,overview,United Kingdom,K02000001,2022-04-05,20533,0.00095531731581377
740,overview,United Kingdom,K02000001,2022-04-06,20554,0.0009543082998960959
741,overview,United Kingdom,K02000001,2022-04-07,20460,0.0009482406590300388
742,overview,United Kingdom,K02000001,2022-04-08,20176,0.000933651510316442
743,overview,United Kingdom,K02000001,2022-04-09,19604,0.000906013193482066
744,overview,United Kingdom,K02000001,2022-04-10,19746,0.0009112729531547738
745,overview,United Kingdom,K02000001,2022-04-11,20182,0.0009297911402173137
746,overview,United Kingdom,K02000001,2022-04-12,19882,0.0009145477022966454
747,overview,United Kingdom,K02000001,2022-04-13,19124,0.0008784011115512915
748,overview,United Kingdom,K02000001,2022-04-14,18601,0.0008533346203007301
749,overview,United Kingdom,K02000001,2022-04-15,17899,0.0008203166855961116
750,overview,United Kingdom,K02000001,2022-04-16,17819,0.000815905500569403
751,overview,United Kingdom,K02000001,2022-04-17,17650,0.0008074225785820022
752,overview,United Kingdom,K02000001,2022-04-18,17551,0.0008019698730565447
753,overview,United Kingdom,K02000001,2022-04-19,18001,0.000821565180022087
754,overview,United Kingdom,K02000001,2022-04-20,17458,0.000796004021511897
755,overview,United Kingdom,K02000001,2022-04-21,16515,0.0007523745926175173
756,overview,United Kingdom,K02000001,2022-04-22,15980,0.0007274814777889388
757,overview,United Kingdom,K02000001,2022-04-23,15164,0.0006899187420948707
758,overview,United Kingdom,K02000001,2022-04-24,15056,0.0006845466592477135
759,overview,United Kingdom,K02000001,2022-04-25,14870,0.0006755642153771408
760,overview,United Kingdom,K02000001,2022-04-26,14177,0.000643654581454494
761,overview,United Kingdom,K02000001,2022-04-27,13745,0.0006236720028850899
762,overview,United Kingdom,K02000001,2022-04-28,13114,0.0005947279008744504
763,overview,United Kingdom,K02000001,2022-04-29,12543,0.0005685749276634254
764,overview,United Kingdom,K02000001,2022-04-30,12006,0.0005440266207822248
765,overview,United Kingdom,K02000001,2022-05-01,11791,0.0005340659426270681
766,overview,United Kingdom,K02000001,2022-05-02,11791,0.0005337786211680187
767,overview,United Kingdom,K02000001,2022-05-03,11686,0.0005287072280331557
768,overview,United Kingdom,K02000001,2022-05-04,11345,0.0005130088091005818
769,overview,United Kingdom,K02000001,2022-05-05,10851,0.0004904444685199601
770,overview,United Kingdom,K02000001,2022-05-06,10332,0.0004667983358449572
771,overview,United Kingdom,K02000001,2022-05-07,9830,0.0004439672862501886
772,overview,United Kingdom,K02000001,2022-05-08,9775,0.00044130291944341384
773,overview,United Kingdom,K02000001,2022-05-09,9693,0.00043739006868689164
774,overview,United Kingdom,K02000001,2022-05-10,9373,0.00042276500945459165
775,overview,United Kingdom,K02000001,2022-05-11,8978,0.00040478988438284735
776,overview,United Kingdom,K02000001,2022-05-12,8517,0.00038387305876381246
777,overview,United Kingdom,K02000001,2022-05-13,8215,0.00037014650186774166
778,overview,United Kingdom,K02000001,2022-05-14,7876,0.00035477448711978524
779,overview,United Kingdom,K02000001,2022-05-15,7860,0.0003539271345082063
780,overview,United Kingdom,K02000001,2022-05-16,7675,0.0003454506778800032
781,overview,United Kingdom,K02000001,2022-05-17,7330,0.00032979963300004824
782,overview,United Kingdom,K02000001,2022-05-18,6953,0.0003127299484915379
783,overview,United Kingdom,K02000001,2022-05-19,6803,0.0003058897101003676
