Date,Temperature (°F),Humidity (%),Wind Speed (mph),Pressure (inHg),R0orig,R0alp,R0dlt,R0omi,UV Total Index,Total_Arrival,National_Arrival,PopulationDensity,latitude,longitude
2021-05-13,51.9,80.0,6.8,29.4,1.0011109688872208,1.042895310974831,,,0.9433,10800.0,3300.0,2548.0,52.62399317816792,-1.6741439424160975
2021-05-14,47.9,81.5,5.9,29.4,1.001892228361836,1.043643342431436,,,0.7567,15200.0,4500.0,2548.0,52.62399278189758,-1.6741440566715537
2021-05-15,49.5,87.9,6.2,29.2,1.0013450649671645,1.166208024456067,,,1.0867,12300.0,3400.0,2548.0,52.62399303626108,-1.6741439456618128
2021-05-16,50.5,85.7,5.7,29.1,1.0009990053825413,1.0421407281918285,,,1.1967,15700.0,4100.0,2548.0,52.62399299036718,-1.6741437784838091
2021-05-17,51.6,77.3,6.7,29.3,1.0011219818961568,1.0010572533998874,,,1.39,16400.0,4500.0,2548.0,52.623992974729745,-1.674143985701267
2021-05-18,50.2,78.7,5.3,29.5,1.0011222697554059,1.0833517588183068,35.634370779487405,,1.8433,12800.0,3800.0,2548.0,52.623993096747384,-1.674143836136008
2021-05-19,53.5,67.5,8.3,29.7,1.0008243394144738,1.0007667665920934,1.0003934758662765,,2.0633,14800.0,4000.0,2548.0,52.623993204488045,-1.6741438690461872
2021-05-20,48.8,85.9,12.1,29.4,1.0006681825978716,1.0819250482462766,18.32922803212368,,1.01,16200.0,4800.0,2548.0,52.623992914279256,-1.674144084216395
2021-05-21,50.3,88.0,12.6,28.9,1.000664267762341,1.0006105294257759,1.0003111638698536,,0.84,23500.0,7900.0,2548.0,52.6239929289103,-1.6741438618575153
2021-05-22,48.9,73.8,9.9,29.3,1.0010526829201751,1.0416262658136513,7.937572400018437,,1.43,18700.0,6300.0,2548.0,52.62399282540138,-1.6741439317837796
2021-05-23,47.1,80.6,10.2,29.3,1.001064584893982,1.0411870385611617,6.784303491443135,,1.3567,24000.0,7400.0,2548.0,52.623992861995696,-1.6741440942309245
2021-05-24,47.5,85.4,7.7,29.2,1.0010442786937523,1.0009785385573875,1.0005066110243857,,1.3333,18000.0,6000.0,2548.0,52.62399293743618,-1.6741439046973086
2021-05-25,51.4,65.5,10.9,29.5,1.000849019703126,1.0007891315867974,1.0004061967705304,,1.1167,14500.0,5100.0,2548.0,52.62399303559406,-1.6741439407948981
2021-05-26,51.7,72.3,9.6,29.6,1.0009748308675035,1.1212162329432742,18.375182127451804,,1.9367,18900.0,6900.0,2548.0,52.62399307649138,-1.6741440840635553
2021-05-27,55.0,70.5,3.7,29.8,1.0007500965071086,1.0798975453488548,9.690737946649005,,2.2267,19300.0,7800.0,2548.0,52.623993024063736,-1.6741439968305083
2021-05-28,56.0,71.1,5.0,29.9,1.0007196373074774,1.0797127952879506,10.483888955936012,,1.4417,28600.0,11100.0,2548.0,52.623992885864794,-1.67414400123151
2021-05-29,59.9,68.2,4.3,30.0,1.0008057788239408,1.0788070786946944,8.454513548133374,,2.3033,28500.0,14100.0,2548.0,52.62399313178741,-1.6741439790865467
2021-05-30,56.6,66.7,6.8,30.0,1.0007568514879044,1.0786108832260777,8.733266885491275,,2.5833,37800.0,20400.0,2548.0,52.6239928404743,-1.6741440363434037
2021-05-31,57.0,75.7,7.2,29.8,1.0009383608173414,1.2306712702641154,14.92576257318277,,2.6667,26400.0,11200.0,2548.0,52.62399289545273,-1.6741439786226935
2021-06-01,63.7,59.3,7.5,29.6,1.0007397920046088,1.1532579120777968,9.706653738145263,,3.0967,25600.0,10800.0,2548.0,52.62399301197098,-1.6741439834309215
2021-06-02,66.1,63.9,7.7,29.6,1.0007591581799749,1.0383973046795052,3.0496178164620917,,2.0452,24500.0,10000.0,2548.0,52.623992999912694,-1.6741439648145855
2021-06-03,63.7,74.2,5.5,29.7,1.0003992552645429,1.2623283335192053,11.16285835882092,,2.4194,26200.0,11500.0,2548.0,52.62399282877152,-1.6741440051667196
2021-06-04,58.6,62.2,5.3,29.9,1.0009383713214741,1.0008635321379882,1.0004522117669394,,1.0839,35500.0,16700.0,2548.0,52.623992979662944,-1.6741440749146221
2021-06-05,61.7,60.6,4.8,29.9,1.0009310863399097,1.219282160103068,10.041778409655526,,2.4688,40400.0,20700.0,2548.0,52.62399301745598,-1.6741438146584255
2021-06-06,62.7,78.2,5.2,29.9,1.0008331841238864,1.2510151745905342,9.962257254689797,,2.2188,46900.0,22700.0,2548.0,52.62399314119745,-1.6741440718361484
2021-06-07,63.3,70.8,5.9,29.9,1.0009278527912848,1.1787651663466483,6.9723283973845644,,2.2344,33700.0,16700.0,2548.0,52.62399300765801,-1.6741441122158247
