Date,Temperature (°F),Humidity (%),Wind Speed (mph),Pressure (inHg),R0orig,R0alp,R0dlt,R0omi,UV Total Index,Total_Arrival,National_Arrival,male,female,PopulationDensity
2021-12-24,47.5,94.2,6.2,29.6,1.018290196615007,1.018741131187057,0.0922537179823607,24.054316651627897,0.1214,79900.0,33800.0,0.1589048371635101,0.1905926059080831,2198.0
2021-12-25,44.6,95.1,14.0,29.6,1.0162172393360578,1.0166058675656806,1.1501552823935846,25.41617568705589,0.0786,30800.0,10100.0,0.1589048371635101,0.1905926059080831,2198.0
2021-12-26,44.1,87.7,8.4,29.5,1.0144093986688825,1.01474371212391,2.186640635334657,23.845974543864664,0.1429,105600.0,47600.0,0.1589048371635101,0.1905926059080831,2198.0
2021-12-27,49.1,95.1,6.5,29.3,1.012286292665315,1.012556873645009,2.267519273657795,19.087787208511088,0.1429,143000.0,68500.0,0.1589048371635101,0.1905926059080831,2198.0
2021-12-28,50.8,82.9,12.9,29.3,1.0149025907175795,1.0152515198091634,3.622673573441875,19.23376419812617,0.1786,147700.0,68600.0,0.1589048371635101,0.1905926059080831,2198.0
2021-12-29,52.7,85.0,10.0,29.6,1.021865987322465,1.022423445615774,2.135004012963282,27.666372588505663,0.15,139000.0,64700.0,0.1589048371635101,0.1905926059080831,2198.0
2021-12-30,57.9,84.1,14.5,29.9,1.022230798212084,1.022798975960589,0.505081445683416,21.705425071256386,0.1214,126400.0,59800.0,0.1589048371635101,0.1905926059080831,2198.0
2021-12-31,56.8,82.9,12.4,30.0,1.021302196926946,1.0218423624434143,-0.6326461855726893,13.927859386453624,0.2714,106000.0,51400.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-03,50.3,79.4,11.3,29.8,1.013171904412687,1.013468312881913,1.3700719749374433,21.89899030853672,0.1857,158800.0,77600.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-04,42.9,81.4,9.6,29.5,1.0149531779792873,1.0153028004779074,-0.0230209220672059,12.594831401637084,0.1643,135300.0,63200.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-05,39.5,73.2,12.2,29.9,1.0224717023800014,1.0230460687797474,-0.3839701092188277,14.531555362026984,0.2929,117100.0,52500.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-06,38.7,82.8,8.2,30.0,1.021429856580098,1.0219728687837353,-1.3697010017234927,9.713043783887148,0.15,108600.0,47700.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-07,41.1,76.8,13.0,29.8,1.0221638847449437,1.0227286412405856,-1.6556975636256417,9.04237450976342,0.1643,127500.0,53300.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-08,44.3,85.8,11.0,29.6,1.021176385786446,1.0217114381469616,-1.746769109209931,9.547199973023588,0.1,130600.0,56500.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-09,41.8,77.8,10.3,29.6,1.0194247364221634,1.0199072883360247,-1.3955208908917658,13.917751380025358,0.3,150000.0,62400.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-10,42.3,90.9,3.5,30.1,1.018367279222838,1.0188181012979065,-1.7979675292951391,10.17892541718799,0.1357,83500.0,36300.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-11,48.8,92.8,5.0,30.4,1.01948180382164,1.019965759591165,-1.967946944025166,8.84244171397951,0.1643,63500.0,27600.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-12,42.3,89.3,3.1,30.7,1.0348438472802173,1.0357860134493118,-1.896243328363117,8.606519432313434,0.3533,62300.0,27300.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-13,41.9,81.0,4.8,30.7,1.0408423116158416,1.0419628271978292,-1.8888084806405243,7.493824012004136,0.36,68500.0,31600.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-14,39.9,85.5,3.0,30.6,1.0453179009434883,1.0465710913569577,-1.920586167771815,5.9985821236601256,0.3533,83100.0,36800.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-15,39.4,54.9,4.8,30.3,1.0421288332231102,1.0432862494342368,-1.6803392576363636,7.7378849280133615,0.2143,88900.0,44200.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-16,44.3,87.0,6.1,30.3,1.0366131786528976,1.0376057354870556,-1.352442631105029,10.23029991052741,0.3,101100.0,50400.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-17,41.3,79.8,4.8,30.6,1.0342529903497308,1.0351748044871885,-1.334451711298123,9.180433720119307,0.38,70700.0,32900.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-18,39.1,89.9,3.1,30.6,1.0337064750486973,1.034611581189852,-1.3064072391077135,7.330962060353892,0.2533,54800.0,25900.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-19,44.0,80.0,8.4,30.3,1.051203979408593,1.0526286670384304,-1.1360885405869978,6.543219994018441,0.2333,51900.0,23900.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-20,39.1,72.2,7.4,30.6,1.0566198914469962,1.0582043867700772,-0.988512771774172,5.154918276490546,0.42,65600.0,32500.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-21,38.4,73.2,7.5,30.7,1.0586788819775736,1.0603232569424472,-0.8618442033457561,4.094900587394756,0.22,79900.0,37000.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-22,41.7,79.4,6.3,30.6,1.0570305907824462,1.0586248228910604,-0.6392085286064655,5.644697917246431,0.2067,86800.0,49000.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-23,43.3,74.4,2.9,30.6,1.0479598995326649,1.0492841840600122,-0.4677603085684167,6.201139874635359,0.12,104400.0,57900.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-24,39.7,79.0,4.8,30.5,1.0229338388272666,1.023515916074303,-0.339542084511063,5.273003753180732,0.12,73900.0,38400.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-25,37.1,81.4,5.1,30.5,1.0392485393808202,1.0403136521975578,-0.1798811370944713,5.4759917901129205,0.1067,53900.0,26200.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-26,42.0,74.0,8.3,30.5,1.062416431773055,1.0641665520493686,-0.0326357891597084,3.969949755408762,0.3467,55800.0,27200.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-27,47.5,76.6,11.3,30.4,1.067093093483049,1.068980079815948,0.1088331994094702,2.373250805598,0.2563,70100.0,35800.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-28,44.1,81.2,8.5,30.5,1.0896553024340192,1.0922069227379343,0.2722203389089674,0.9240930494123076,0.4563,87600.0,42100.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-29,51.8,72.8,15.4,30.3,1.0724738733258474,1.0745159972839942,0.3979063151466104,2.1862718380339885,0.4235,104600.0,64700.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-30,43.4,70.9,8.3,30.4,1.0561250362421837,1.0576834011489176,0.4648206703645128,3.135760951525749,0.4471,115300.0,68500.0,0.1589048371635101,0.1905926059080831,2198.0
2022-01-31,45.3,59.9,17.6,28.3,1.0336230083839306,1.0345170458130588,0.5531872215144598,1.8241748882409936,0.4529,80800.0,43800.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-01,51.9,71.2,16.1,30.1,1.0529007440245528,1.0543624635205542,0.6511554641895749,1.7653883470055214,0.6,71300.0,34300.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-02,51.0,79.2,9.9,30.2,1.0693159619585118,1.071260008589641,0.7528256943665397,0.3041454309249347,0.4294,69500.0,33700.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-03,48.7,74.7,9.8,29.9,1.0830709063984805,1.0854179104712922,0.8174977644301418,-0.9513889859424864,0.3059,83200.0,41800.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-04,45.9,71.3,14.3,29.8,1.0617436665476585,1.0634618429299938,0.8057849936624149,-1.8079521299744032,0.4353,102200.0,47400.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-05,44.9,72.1,14.2,30.1,1.0476662544551805,1.0489697215457896,0.871633956870844,-1.1374021878868594,0.4688,119600.0,73200.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-06,49.8,69.6,21.1,29.7,1.0302050134497875,1.0309949381687042,0.9259885062691326,0.5515203856334516,0.4313,134600.0,78000.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-07,46.3,69.9,11.4,30.3,1.0217201814521566,1.0222606355185764,0.9237316709263008,0.0483107549552204,0.4294,100000.0,53600.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-08,52.9,69.1,14.0,30.3,1.0216395377178134,1.0221774818379172,0.9292403734375316,-1.0763611551116936,0.3,76900.0,39700.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-09,51.3,77.0,10.0,30.2,1.0327528780897384,1.0336169201920722,0.966606360942142,-1.9191706319113209,0.425,72600.0,38000.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-10,45.0,69.2,10.0,30.2,1.027077657207288,1.0277748448535498,1.038605139632714,-2.6860691385717965,0.4353,96000.0,50500.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-11,41.6,70.3,6.4,30.4,1.02376429683751,1.0243640575084116,1.0574595276315963,-3.492752985650576,0.5882,130500.0,59800.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-12,43.4,69.0,10.7,30.2,1.0212156532289631,1.0217404872601308,1.02998170388437,-3.912085286230247,0.5059,144400.0,84800.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-13,47.1,81.8,13.3,29.6,1.0173380520740856,1.0177490278858978,1.0245633708386594,-1.3822522155866537,0.5765,155700.0,89400.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-14,46.6,79.1,13.3,29.5,1.0145504546917508,1.014879594178553,1.0206684387486975,-1.3856679156772291,0.2053,132900.0,76300.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-15,46.2,83.1,11.3,29.7,1.0207019677485198,1.0212114137987511,1.0292583448372572,-0.8777002378206211,0.5474,111100.0,63200.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-16,55.4,82.1,18.8,29.4,1.0300485909243358,1.0308318653272437,1.0423074967175874,-1.0024997183298932,0.2789,109700.0,61000.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-17,50.0,63.8,17.9,29.7,1.0260654333888717,1.0267317410194317,1.0367415009674037,-2.525577920111475,0.2105,140800.0,81400.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-18,47.9,69.5,22.6,27.6,1.0242489684719602,1.0248618698612555,1.0342020153467808,-1.0685290166468957,0.4,152700.0,85600.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-19,43.8,71.4,16.3,8.7,1.0210545394503427,1.021573712923987,1.0297395925292874,0.1501046944156976,0.3105,198000.0,133900.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-20,51.0,77.9,20.3,12.9,1.0168415244231122,1.017237195127098,1.0238563032718493,-0.0880286391927431,0.6263,190600.0,120800.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-21,47.0,60.4,21.7,20.5,1.0145110377141664,1.0148383877414904,1.0206018190066362,0.6545798761323731,0.4789,155200.0,86400.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-22,49.3,71.3,12.7,21.3,1.0212961181873548,1.0218220541484575,1.0300711194924037,-0.6370896475303638,0.2278,130900.0,70100.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-23,45.9,75.9,10.5,30.1,1.026939820503514,1.0276308050189604,1.0379451067133658,-1.7415523720768589,1.2063,124300.0,64200.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-24,44.8,68.4,15.4,29.8,1.024049460451302,1.0246556744129798,1.0339081022879777,-1.6117125903139555,0.9211,149900.0,82500.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-25,44.2,63.4,11.2,30.3,1.021747642587827,1.0222863601953631,1.0306933603161588,-1.579103836347359,0.6737,190400.0,98300.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-26,43.6,66.6,7.4,30.4,1.0174105152505637,1.0178222443245757,1.0246395380838955,-0.631847098405117,1.0789,180800.0,119500.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-27,43.9,60.0,11.5,30.3,1.0152047264722075,1.0155518614033885,1.0215604863752177,1.6605451340312944,1.0368,200800.0,126100.0,0.1589048371635101,0.1905926059080831,2198.0
2022-02-28,49.4,72.3,8.1,30.2,1.011894560753038,1.0121448311055203,1.016941116727115,2.776054154187052,0.825,163200.0,92500.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-01,46.5,94.9,7.8,30.3,1.01620703072091,1.0165833613951134,1.0229567608829713,2.405341590236167,0.8,130100.0,66500.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-02,45.2,89.3,10.7,30.1,1.0197822369628318,1.0202630136951707,1.0279428190152358,2.399065283162029,0.6143,115200.0,56800.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-03,48.4,81.2,6.8,30.0,1.0166764620805162,1.0170663570154517,1.0236087109607777,2.6284131878583263,0.3714,139000.0,69800.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-04,46.4,87.3,5.5,30.1,1.0151723045596968,1.0155181661311448,1.021509324096828,2.951479957086807,0.2952,161900.0,75400.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-05,43.0,85.1,9.3,30.2,1.0129026122302378,1.0131820877455826,1.0183425183219543,3.888622482872454,0.5857,162300.0,95700.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-06,41.7,65.7,10.8,30.4,1.0101718720307684,1.0103715117467948,1.0145330772704924,6.558901011606061,0.7476,184300.0,110600.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-07,40.9,70.0,12.8,30.2,1.0067634400781058,1.0068634623698802,1.009778812818939,6.791719428521608,0.8476,157400.0,88700.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-08,43.3,63.0,12.0,30.0,1.0090469521340064,1.0092136810436838,1.0129633763790231,7.802569669161568,0.8524,128400.0,67400.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-09,50.3,70.9,9.5,30.0,1.0138612516316516,1.014168599855847,1.0196770343419668,5.442620094456367,1.2143,122100.0,61800.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-10,52.8,67.6,8.8,30.0,1.0113250981020372,1.0115583181014505,1.0161393857618852,3.550880756978683,0.2476,151700.0,77000.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-11,51.1,75.9,11.9,29.7,1.0100853509715364,1.0102823286741205,1.0144099648426572,4.118675687643432,0.8429,178800.0,84000.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-12,50.1,72.2,11.9,29.8,1.007073817710073,1.0071828165456778,1.010210017431128,4.856044583264287,0.7045,177100.0,108200.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-13,49.4,77.2,9.4,29.7,1.0056557920501843,1.0057233653555755,1.0082324207950726,7.255612871117602,0.8045,197700.0,121300.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-14,48.4,78.3,5.7,30.2,1.0038618035332454,1.003876977213874,1.0057306674386617,5.224766940239877,0.5455,163500.0,92000.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-15,50.5,76.1,6.9,30.2,1.004648952028235,1.004687109525892,1.0068282240829345,4.833307673628048,0.7652,136100.0,72000.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-16,49.2,86.5,9.1,30.1,1.007184692272733,1.007296891325685,1.0103639374736009,4.0539588332942085,0.9087,129700.0,65900.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-17,48.5,65.0,9.6,30.4,1.007109579313421,1.007219572198938,1.010258968122632,3.2819137293867584,0.6174,157200.0,80900.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-18,49.7,75.2,8.2,30.8,1.006776142626302,1.006876387494302,1.0097938227676329,2.2544738736731187,0.5435,180600.0,87500.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-19,49.4,68.3,17.4,17.9,1.0055733420493156,1.0056384589052334,1.0081165645532095,2.363819879033368,1.0043,180600.0,108700.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-20,46.5,59.9,7.1,12.0,1.003263378428659,1.00326104787121,1.0048956931549882,4.962624493726729,0.6391,199400.0,121800.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-21,47.9,64.7,6.6,21.5,1.0034651213044248,1.0034686781644602,1.0051769333663756,4.023398013150224,1.1304,170900.0,96600.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-22,54.1,67.8,8.7,30.4,1.003759762321511,1.0037719181252245,1.005587687601756,2.898915118291037,1.4652,138000.0,73800.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-23,53.0,66.1,4.7,30.4,1.005783745976337,1.005854983358634,1.008409521019821,1.7432937772859356,1.1522,135600.0,68700.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-24,52.1,60.5,4.0,30.4,1.004504335669121,1.004538217963204,1.0066256215700018,0.7106385920534437,0.7458,161100.0,83000.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-25,51.1,62.3,6.2,30.4,1.0037905884477698,1.0038036315386665,1.0056304368032825,0.1173183304971707,1.0667,185900.0,90900.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-26,51.7,61.5,7.7,30.5,1.0019725922923748,1.0019325650319444,1.003095759731017,-0.5967418249305272,0.6042,183900.0,111300.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-27,47.5,77.3,6.5,30.5,1.001948827122698,1.001908105357146,1.0030626121438289,2.320090309007788,1.1458,225600.0,133600.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-28,47.0,85.7,5.7,30.2,1.0014881190580351,1.0014339486619943,1.0029497036487445,0.4832052441549515,0.6292,199100.0,114000.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-29,47.2,83.8,10.1,29.9,1.0031203338240735,1.003113805531725,1.004695841910249,0.5419839481495756,1.5125,169200.0,94800.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-30,46.2,82.0,6.8,29.7,1.0055024443805205,1.00556544065368,1.008016761669038,-0.6971603472963341,1.6625,162900.0,89200.0,0.1589048371635101,0.1905926059080831,2198.0
2022-03-31,39.7,62.8,11.0,29.8,1.00581018430083,1.0058821545866574,1.008805430059769,-1.6702125750490784,0.8542,194900.0,106500.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-01,40.3,63.3,10.9,30.0,1.00557454007697,1.0056396252194832,1.0083795056544942,-2.9460529297328466,1.0375,205700.0,100600.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-02,40.1,67.3,6.0,30.2,1.0047777283844286,1.0048195531797726,1.0070060395699074,-2.379977332934663,1.576,189600.0,112100.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-03,42.2,60.0,5.9,30.3,1.0053755727643738,1.0054348378982292,1.0078393421923075,-1.296395376888642,0.796,226300.0,136700.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-04,49.7,78.0,14.3,29.9,1.0048328724524482,1.0048762947284346,1.0070826982938963,-2.319747232066352,1.808,207000.0,120000.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-05,54.3,69.0,14.3,29.8,1.0069525104409465,1.0070577742882163,1.0100372808471612,-1.9253007409742664,0.6667,181400.0,104400.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-06,51.9,75.6,15.6,29.4,1.010812352380074,1.0110302145803505,1.0154172837277502,-2.077172675193299,1.3095,191100.0,107200.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-07,50.2,58.5,22.4,29.2,1.0107613615928568,1.0109777069817996,1.0153456770985192,-2.558358968382092,0.9423,266300.0,148500.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-08,45.5,61.6,6.2,29.5,1.0117892625217448,1.0120355607812703,1.0167778098367195,-2.350547975732952,1.1423,257800.0,141100.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-09,46.2,59.6,8.1,30.0,1.011343482790825,1.0115767450820343,1.0161558856002353,-2.6832712393239646,1.4269,260000.0,159600.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-10,48.3,53.3,5.6,30.1,1.010896138519349,1.011116323114294,1.0155318518756764,-0.8841883713713485,0.5308,267200.0,166100.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-11,51.1,64.5,12.5,28.6,1.0097901166884529,1.0099780202859598,1.013989935750147,-1.0547716589706686,1.0615,258600.0,148600.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-12,56.6,72.5,7.9,22.3,1.012864111802936,1.0131416199104566,1.018273332638531,-1.638269051191589,1.1423,248000.0,138300.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-13,58.3,69.8,8.3,30.0,1.0170661629456423,1.0174661271101195,1.0241280438576832,-1.998470043602265,1.0308,254100.0,133000.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-14,58.8,66.8,5.8,30.2,1.016234514685308,1.0166101662736204,1.0229679143800503,-1.923459045616824,1.3077,270100.0,142400.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-15,58.6,68.8,6.7,30.3,1.015830055976744,1.016193854885073,1.022403183092975,-1.2406189530900351,1.3692,274700.0,149400.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-16,53.5,76.5,9.7,30.4,1.013456069693423,1.0137506295486378,1.0190944857331434,-1.2229216565574987,1.4962,269600.0,176000.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-17,55.3,59.4,7.2,30.2,1.0118538371779109,1.012101667899022,1.0168614262538096,-0.5132958345088112,0.42,276500.0,178400.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-18,56.3,53.2,5.8,30.0,1.0103402459040325,1.0105439437332355,1.014752108037236,-0.1054489506146865,2.0846,281400.0,169000.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-19,54.4,62.1,6.3,30.0,1.0132206326045876,1.0135082164093827,1.0187643614094344,-0.2413291124910657,2.2038,269700.0,148000.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-20,53.4,61.1,10.0,30.0,1.0197127100246934,1.0201893428814424,1.0279443250633622,-0.2773148830916969,1.9593,268500.0,141000.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-21,53.9,62.7,10.8,29.9,1.016122546439274,1.0164945350604535,1.022908666887855,-0.7454976662169261,1.6393,261600.0,140800.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-22,53.0,68.1,13.0,29.7,1.015658705057023,1.016017124293348,1.0222567171614734,-0.5971103598441327,2.275,273900.0,145400.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-23,55.2,68.6,12.9,29.6,1.0128500832180345,1.013126670172591,1.0182444287567376,0.1556580530600385,2.3679,260000.0,154500.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-24,54.7,61.8,8.7,29.8,1.0103988960273695,1.0106040816341413,1.0148297667769652,0.5004428651638719,2.7071,278500.0,165000.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-25,50.0,70.3,6.7,30.0,1.007934288610378,1.0080676993405204,1.011396725666146,-0.1467205389509642,2.5929,267300.0,142100.0,0.1589048371635101,0.1905926059080831,2198.0
2022-04-26,50.2,62.0,6.9,30.2,1.0095242638359871,1.0097039441953006,1.0136108419416483,0.3894362276544829,2.3143,229700.0,115500.0,0.1589048371635101,0.1905926059080831,2198.0
