Date,Temperature (°F),Humidity (%),Wind Speed (mph),Pressure (inHg),R0orig,R0alp,R0dlt,R0omi,UV Total Index,Total_Arrival,National_Arrival,male,female,PopulationDensity
2020-03-01,39.8,78.5,17.7,28.9,,,,,0.8,257300.0,145600.0,0.2305451199877329,0.2586271850512356,26.0
2020-03-02,38.3,83.7,11.8,29.1,,,,,0.6524,228200.0,122500.0,0.2305451199877329,0.2586271850512356,26.0
2020-03-03,40.5,76.1,11.7,28.8,,,,,0.5238,181900.0,93000.0,0.2305451199877329,0.2586271850512356,26.0
2020-03-04,39.4,81.8,4.3,29.7,,,,,0.4905,167900.0,83200.0,0.2305451199877329,0.2586271850512356,26.0
2020-03-05,37.9,86.5,4.3,29.5,,,,,0.1952,205000.0,98400.0,0.2305451199877329,0.2586271850512356,26.0
2020-03-06,41.1,84.3,6.9,29.6,,,,,0.7714,235300.0,102700.0,0.2305451199877329,0.2586271850512356,26.0
2020-03-07,49.9,85.6,19.4,29.5,,,,,0.6,225100.0,125100.0,0.2305451199877329,0.2586271850512356,26.0
2020-03-08,45.3,80.4,14.9,29.4,,,,,0.5619,246600.0,150100.0,0.2305451199877329,0.2586271850512356,26.0
2020-03-09,45.6,88.8,14.7,29.5,,,,,0.5905,217000.0,126300.0,0.2305451199877329,0.2586271850512356,26.0
2020-03-10,48.9,78.3,17.0,29.4,,,,,0.8714,187900.0,98500.0,0.2305451199877329,0.2586271850512356,26.0
2020-03-11,42.7,79.7,15.6,29.4,,,,,,175700.0,88600.0,0.2305451199877329,0.2586271850512356,26.0
2020-03-12,40.3,82.5,20.4,29.4,,,,,0.9824,184200.0,96700.0,0.2305451199877329,0.2586271850512356,26.0
2020-03-13,42.8,84.3,9.7,29.9,1.0000000148529775,,,,0.9273,195200.0,104200.0,0.2305451199877329,0.2586271850512356,26.0
2020-03-14,46.4,86.8,14.2,29.6,89.75485978917374,,,,0.8773,192200.0,125800.0,0.2305451199877329,0.2586271850512356,26.0
2020-03-15,44.7,76.8,15.2,29.6,1.0000000297059557,,,,0.2826,201000.0,141400.0,0.2305451199877329,0.2586271850512356,26.0
2020-03-16,43.0,82.5,14.0,29.9,1.0000000297059557,,,,1.2087,159400.0,112700.0,0.2305451199877329,0.2586271850512356,26.0
2020-03-17,46.6,89.4,9.2,30.0,18.52063872185984,,,,0.9,109500.0,77300.0,0.2305451199877329,0.2586271850512356,26.0
2020-03-18,42.4,77.3,8.4,30.2,16.210384737336682,,,,0.5522,87000.0,62100.0,0.2305451199877329,0.2586271850512356,26.0
