date,Original,Alpha,Delta,Omicron,cumCases
04/11/2021,1627338,2303485,3863500,36,8058409
05/11/2021,1627338,2303486,3883890,38,8082810
06/11/2021,1627338,2303487,3902681,39,8105390
07/11/2021,1627338,2303488,3923770,40,8130836
08/11/2021,1627338,2303489,3953587,42,8166973
09/11/2021,1627338,2303490,3982073,44,8201650
10/11/2021,1627338,2303490,4011015,47,8237038
11/11/2021,1627338,2303490,4038445,51,8270728
12/11/2021,1627338,2303490,4063837,55,8302055
13/11/2021,1627338,2303490,4085911,59,8329411
14/11/2021,1627338,2303490,4109673,64,8358992
15/11/2021,1627338,2303490,4143679,83,8401467
16/11/2021,1627338,2303490,4174520,110,8440117
17/11/2021,1627338,2303490,4204941,146,8478368
18/11/2021,1627338,2303490,4234343,190,8515461
19/11/2021,1627338,2303490,4260550,238,8548635
20/11/2021,1627338,2303491,4284063,289,8578499
21/11/2021,1627338,2303492,4308981,351,8610255
22/11/2021,1627338,2303493,4342395,509,8653116
23/11/2021,1627338,2303494,4374157,730,8694125
24/11/2021,1627338,2303494,4404836,1014,8733997
25/11/2021,1627338,2303494,4433219,1342,8771130
26/11/2021,1627338,2303494,4458778,1698,8804793
27/11/2021,1627338,2303494,4480235,2048,8833243
28/11/2021,1627338,2303494,4505588,2522,8867087
29/11/2021,1627338,2303494,4540769,4005,8915026
30/11/2021,1627338,2303494,4574993,6285,8962651
01/12/2021,1627338,2303494,4608234,9348,9009910
02/12/2021,1627338,2303494,4637855,12867,9052955
03/12/2021,1627338,2303494,4664245,16737,9092173
04/12/2021,1627338,2303494,4686196,20596,9125551
05/12/2021,1627338,2303494,4708683,25236,9160555
06/12/2021,1627338,2303494,4739030,35284,9211649
07/12/2021,1627338,2303494,4765280,47832,9259771
08/12/2021,1627338,2303494,4790151,64087,9309810
09/12/2021,1627338,2303494,4812044,83070,9358616
10/12/2021,1627338,2303494,4830051,103459,9403621
11/12/2021,1627338,2303494,4844799,125147,9445561
12/12/2021,1627338,2303494,4858854,152092,9491921
13/12/2021,1627338,2303494,4880088,199215,9568422
14/12/2021,1627338,2303494,4902937,258228,9659109
15/12/2021,1627338,2303494,4925490,326528,9758746
16/12/2021,1627338,2303494,4944317,394079,9852536
17/12/2021,1627338,2303494,4959193,458211,9937480
18/12/2021,1627338,2303494,4970994,520544,10016407
19/12/2021,1627338,2303494,4980720,585262,10094900
20/12/2021,1627338,2303494,4993824,684262,10212457
21/12/2021,1627338,2303495,5006656,795679,10342044
22/12/2021,1627338,2303496,5018615,916873,10480168
23/12/2021,1627338,2303497,5028774,1039515,10617187
24/12/2021,1627338,2303498,5036028,1146813,10734747
25/12/2021,1627338,2303499,5038979,1202550,10794657
26/12/2021,1627338,2303501,5042620,1296311,10893562
27/12/2021,1627338,2303504,5047890,1444412,11049111
28/12/2021,1627338,2303507,5053167,1607522,11219684
29/12/2021,1627338,2303512,5059439,1822657,11443694
30/12/2021,1627338,2303516,5064271,2008636,11636517
31/12/2021,1627338,2303520,5067652,2156724,11789400
01/01/2022,1627338,2303522,5069555,2253260,11888639
02/01/2022,1627338,2303526,5071968,2398439,12037252
03/01/2022,1627338,2303531,5074878,2587907,12230851
04/01/2022,1627338,2303538,5078124,2818172,12465713
05/01/2022,1627338,2303543,5080442,2998669,12649483
06/01/2022,1627338,2303548,5082162,3147031,12800264
07/01/2022,1627338,2303551,5083234,3250604,12905338
08/01/2022,1627338,2303554,5083964,3330805,12986556
09/01/2022,1627338,2303557,5084611,3412972,13069616
10/01/2022,1627338,2303560,5085429,3528033,13185822
11/01/2022,1627338,2303562,5086065,3628092,13286785
12/01/2022,1627338,2303564,5086565,3717359,13376776
13/01/2022,1627338,2303565,5086970,3800881,13460899
14/01/2022,1627338,2303566,5087276,3875583,13536070
15/01/2022,1627338,2303566,5087501,3943025,13603874
16/01/2022,1627338,2303566,5087722,4028218,13689447
17/01/2022,1627338,2303566,5087993,4142510,13804211
18/01/2022,1627338,2303566,5088214,4245308,13907399
19/01/2022,1627338,2303566,5088401,4342294,14004721
20/01/2022,1627338,2303566,5088549,4428962,14091661
21/01/2022,1627338,2303566,5088666,4507746,14170666
22/01/2022,1627338,2303566,5088755,4578038,14241132
23/01/2022,1627338,2303566,5088847,4666368,14329652
24/01/2022,1627338,2303566,5088952,4775334,14438853
25/01/2022,1627338,2303567,5089037,4872040,14535768
26/01/2022,1627338,2303568,5089111,4965033,14628963
27/01/2022,1627338,2303569,5089169,5047560,14711670
28/01/2022,1627338,2303571,5089214,5119077,14783344
29/01/2022,1627338,2303573,5089248,5181952,14846357
30/01/2022,1627338,2303575,5089282,5256620,14921190
31/01/2022,1627338,2303577,5089321,5344800,15009564
01/02/2022,1627338,2303579,5089355,5422953,15087889
02/02/2022,1627338,2303580,5089386,5496682,15161780
03/02/2022,1627338,2303581,5089412,5560549,15225787
04/02/2022,1627338,2303581,5089433,5612915,15278267
05/02/2022,1627338,2303581,5089449,5656051,15321497
06/02/2022,1627338,2303581,5089467,5706074,15371629
07/02/2022,1627338,2303581,5089489,5768582,15434279
08/02/2022,1627338,2303581,5089508,5823858,15489687
09/02/2022,1627338,2303581,5089525,5874711,15540667
10/02/2022,1627338,2303581,5089539,5915923,15581986
11/02/2022,1627338,2303581,5089550,5950771,15616928
12/02/2022,1627338,2303581,5089559,5979731,15645970
13/02/2022,1627338,2303581,5089569,6011945,15678278
14/02/2022,1627338,2303581,5089582,6054249,15720711
15/02/2022,1627338,2303581,5089594,6094260,15760848
16/02/2022,1627338,2303581,5089606,6133553,15800269
17/02/2022,1627338,2303581,5089616,6167581,15834412
18/02/2022,1627338,2303581,5089623,6192413,15859331
19/02/2022,1627338,2303581,5089631,6218746,15885759
20/02/2022,1627338,2303581,5089639,6247016,15914134
21/02/2022,1627338,2303581,5089647,6279918,15947156
22/02/2022,1627338,2303581,5089653,6307796,15975133
23/02/2022,1627338,2303581,5089658,6333701,16001129
24/02/2022,1627338,2303581,5089661,6355496,16022999
25/02/2022,1627338,2303581,5089663,6374968,16042536
26/02/2022,1627338,2303581,5089664,6392518,16060143
27/02/2022,1627338,2303581,5089665,6414613,16082309
28/02/2022,1627338,2303581,5089667,6446362,16114165
01/03/2022,1627338,2303581,5089669,6478098,16146013
02/03/2022,1627338,2303581,5089672,6511327,16179365
03/03/2022,1627338,2303581,5089676,6542728,16210888
04/03/2022,1627338,2303581,5089681,6573199,16241483
05/03/2022,1627338,2303581,5089686,6601583,16269987
06/03/2022,1627338,2303581,5089693,6637337,16305898
07/03/2022,1627338,2303581,5089703,6688113,16356907
08/03/2022,1627338,2303581,5089712,6740221,16409264
09/03/2022,1627338,2303581,5089721,6795431,16464748
10/03/2022,1627338,2303581,5089729,6849454,16519049
11/03/2022,1627338,2303581,5089736,6901466,16571338
12/03/2022,1627338,2303581,5089742,6950359,16620501
13/03/2022,1627338,2303581,5089749,7010290,16680774
14/03/2022,1627338,2303581,5089758,7089384,16760323
15/03/2022,1627338,2303581,5089767,7163037,16834404
16/03/2022,1627338,2303581,5089776,7236584,16908383
17/03/2022,1627338,2303581,5089784,7303879,16976077
18/03/2022,1627338,2303581,5089791,7365432,17037998
19/03/2022,1627338,2303581,5089797,7420326,17093223
20/03/2022,1627338,2303581,5089805,7486838,17160140
21/03/2022,1627338,2303581,5089814,7576236,17250087
22/03/2022,1627338,2303581,5089821,7657584,17331939
23/03/2022,1627338,2303581,5089826,7734695,17409532
24/03/2022,1627338,2303581,5089829,7802883,17478149
25/03/2022,1627338,2303581,5089831,7862777,17538423
26/03/2022,1627338,2303581,5089832,7914229,17590205
27/03/2022,1627338,2303581,5089832,7971848,17648196
28/03/2022,1627338,2303581,5089832,8050285,17727151
29/03/2022,1627338,2303581,5089832,8117290,17794609
30/03/2022,1627338,2303581,5089832,8179636,17857386
31/03/2022,1627338,2303581,5089832,8225200,17903272
01/04/2022,1627338,2303581,5089832,8265280,17943641
02/04/2022,1627338,2303581,5089832,8296668,17975260
03/04/2022,1627338,2303581,5089832,8332022,18010880
04/04/2022,1627338,2303581,5089832,8376860,18056057
05/04/2022,1627338,2303581,5089832,8416927,18096428
06/04/2022,1627338,2303581,5089832,8453522,18133301
07/04/2022,1627338,2303581,5089832,8485009,18165028
08/04/2022,1627338,2303581,5089832,8512182,18192409
09/04/2022,1627338,2303581,5089832,8535014,18215417
10/04/2022,1627338,2303581,5089832,8560444,18241043
11/04/2022,1627338,2303581,5089832,8590786,18271631
12/04/2022,1627338,2303581,5089832,8617925,18299000
13/04/2022,1627338,2303581,5089832,8643195,18324494
14/04/2022,1627338,2303581,5089832,8664433,18345928
15/04/2022,1627338,2303581,5089832,8681567,18363227
16/04/2022,1627338,2303581,5089832,8697493,18379312
17/04/2022,1627338,2303581,5089832,8713587,18395573
18/04/2022,1627338,2303581,5089832,8733896,18416099
19/04/2022,1627338,2303582,5089832,8754251,18436678
20/04/2022,1627338,2303583,5089832,8771013,18453630
21/04/2022,1627338,2303584,5089832,8785355,18468139
22/04/2022,1627338,2303585,5089832,8797723,18480655
23/04/2022,1627338,2303586,5089832,8808164,18491224
24/04/2022,1627338,2303588,5089832,8819888,18503096
25/04/2022,1627338,2303590,5089832,8833134,18516505
26/04/2022,1627338,2303591,5089833,8844293,18527797
27/04/2022,1627338,2303592,5089834,8854285,18537905
28/04/2022,1627338,2303593,5089835,8863225,18546946
29/04/2022,1627338,2303593,5089836,8871115,18554923
30/04/2022,1627338,2303593,5089837,8877909,18561789
01/05/2022,1627338,2303593,5089839,8885541,18569500
02/05/2022,1627338,2303593,5089841,8895759,18579820
03/05/2022,1627338,2303593,5089843,8906781,18590948
04/05/2022,1627338,2303593,5089844,8916462,18600719
05/05/2022,1627338,2303593,5089845,8924956,18609289
06/05/2022,1627338,2303593,5089845,8932383,18616780
07/05/2022,1627338,2303593,5089845,8938684,18623133
08/05/2022,1627338,2303593,5089845,8946273,18630782
09/05/2022,1627338,2303593,5089845,8955053,18639635
10/05/2022,1627338,2303593,5089845,8963102,18647755
11/05/2022,1627338,2303593,5089845,8970275,18654994
12/05/2022,1627338,2303593,5089845,8976567,18661347
13/05/2022,1627338,2303593,5089845,8982255,18667093
14/05/2022,1627338,2303593,5089845,8987324,18672216
15/05/2022,1627338,2303593,5089845,8993951,18678916
16/05/2022,1627338,2303593,5089845,9001728,18686775
17/05/2022,1627338,2303593,5089845,9008470,18693584
18/05/2022,1627338,2303593,5089845,9014790,18699963
19/05/2022,1627338,2303593,5089845,9020502,18705725
20/05/2022,1627338,2303593,5089845,9025486,18710749
21/05/2022,1627338,2303593,5089845,9029680,18714975
22/05/2022,1627338,2303593,5089845,9034786,18720116
23/05/2022,1627338,2303593,5089845,9040971,18726346
24/05/2022,1627338,2303593,5089845,9046512,18731930
25/05/2022,1627338,2303593,5089845,9051646,18737105
26/05/2022,1627338,2303593,5089845,9056407,18741906
27/05/2022,1627338,2303593,5089845,9060834,18746372
28/05/2022,1627338,2303593,5089845,9064936,18750512
29/05/2022,1627338,2303593,5089845,9069565,18755185
30/05/2022,1627338,2303593,5089845,9075423,18761096
31/05/2022,1627338,2303593,5089845,9081095,18766817
01/06/2022,1627338,2303593,5089845,9086740,18772508
02/06/2022,1627338,2303593,5089845,9091757,18777564
03/06/2022,1627338,2303593,5089845,9097274,18783121
04/06/2022,1627338,2303593,5089845,9103484,18789373
05/06/2022,1627338,2303593,5089845,9111752,18797694
06/06/2022,1627338,2303593,5089845,9121468,18807463
07/06/2022,1627338,2303593,5089845,9130863,18816901
08/06/2022,1627338,2303593,5089845,9140765,18826839
09/06/2022,1627338,2303593,5089845,9150271,18836371
10/06/2022,1627338,2303593,5089845,9159384,18845501
11/06/2022,1627338,2303593,5089845,9167806,18853931
12/06/2022,1627338,2303593,5089845,9178488,18864613
