date,Alpha,Beta,Delta,Eta,Gamma,Kappa,Theta,Zeta,Lambda,Mu,Omicron,Omicron - BA2,XE,Omicron - BA4,Omicron - BA5,Other
31/01/2021,0.95057,0.001359,0,0.001672,0,0,0,0.000105,0,0,0,0,0,0,0,0.045668
01/02/2021,0.952282571,0.001487714,0,0.001680714,1.08E-05,0,0,9.00E-05,0,0,0,0,0,0,0,0.043771714
02/02/2021,0.953995143,0.001616429,0,0.001689429,2.15E-05,0,0,7.50E-05,0,0,0,0,0,0,0,0.041875429
03/02/2021,0.955707714,0.001745143,0,0.001698143,3.23E-05,0,0,6.00E-05,0,0,0,0,0,0,0,0.039979143
04/02/2021,0.957420286,0.001873857,0,0.001706857,4.30E-05,0,0,4.50E-05,0,0,0,0,0,0,0,0.038082857
05/02/2021,0.959132857,0.002002571,0,0.001715571,5.38E-05,0,0,3.00E-05,0,0,0,0,0,0,0,0.036186571
06/02/2021,0.960845429,0.002131286,0,0.001724286,6.45E-05,0,0,1.50E-05,0,0,0,0,0,0,0,0.034290286
07/02/2021,0.962558,0.00226,0,0.001733,7.53E-05,0,0,0,0,0,0,0,0,0,0,0.032394
08/02/2021,0.964079714,0.002111571,0,0.001700857,7.48E-05,0,0,0.000102571,0,0,0,0,0,0,0,0.030967571
09/02/2021,0.965601429,0.001963143,0,0.001668714,7.43E-05,0,0,0.000205143,0,0,0,0,0,0,0,0.029541143
10/02/2021,0.967123143,0.001814714,0,0.001636571,7.38E-05,0,0,0.000307714,0,0,0,0,0,0,0,0.028114714
11/02/2021,0.968644857,0.001666286,0,0.001604429,7.33E-05,0,0,0.000410286,0,0,0,0,0,0,0,0.026688286
12/02/2021,0.970166571,0.001517857,0,0.001572286,7.28E-05,0,0,0.000512857,0,0,0,0,0,0,0,0.025261857
13/02/2021,0.971688286,0.001369429,0,0.001540143,7.23E-05,0,0,0.000615429,0,0,0,0,0,0,0,0.023835429
14/02/2021,0.97321,0.001221,0,0.001508,7.18E-05,0,0,0.000718,0,0,0,0,0,0,0,0.022409
15/02/2021,0.973418429,0.001329,0,0.001721429,0.000113829,5.23E-05,0,0.000625886,1.05E-05,0,0,0,0,0,0,0.021832857
16/02/2021,0.973626857,0.001437,0,0.001934857,0.000155857,0.000104571,0,0.000533771,2.09E-05,0,0,0,0,0,0,0.021256714
17/02/2021,0.973835286,0.001545,0,0.002148286,0.000197886,0.000156857,0,0.000441657,3.14E-05,0,0,0,0,0,0,0.020680571
18/02/2021,0.974043714,0.001653,0,0.002361714,0.000239914,0.000209143,0,0.000349543,4.18E-05,0,0,0,0,0,0,0.020104429
19/02/2021,0.974252143,0.001761,0,0.002575143,0.000281943,0.000261429,0,0.000257429,5.23E-05,0,0,0,0,0,0,0.019528286
20/02/2021,0.974460571,0.001869,0,0.002788571,0.000323971,0.000313714,0,0.000165314,6.27E-05,0,0,0,0,0,0,0.018952143
21/02/2021,0.974669,0.001977,0,0.003002,0.000366,0.000366,0,7.32E-05,7.32E-05,0,0,0,0,0,0,0.018376
22/02/2021,0.974059429,0.002188429,0,0.003235714,0.000361857,0.000374,4.81E-05,9.89E-05,7.48E-05,0,0,0,0,0,0,0.018244429
23/02/2021,0.973449857,0.002399857,0,0.003469429,0.000357714,0.000382,9.63E-05,0.000124571,7.64E-05,0,0,0,0,0,0,0.018112857
24/02/2021,0.972840286,0.002611286,0,0.003703143,0.000353571,0.00039,0.000144429,0.000150257,7.80E-05,0,0,0,0,0,0,0.017981286
25/02/2021,0.972230714,0.002822714,0,0.003936857,0.000349429,0.000398,0.000192571,0.000175943,7.95E-05,0,0,0,0,0,0,0.017849714
26/02/2021,0.971621143,0.003034143,0,0.004170571,0.000345286,0.000406,0.000240714,0.000201629,8.11E-05,0,0,0,0,0,0,0.017718143
27/02/2021,0.971011571,0.003245571,0,0.004404286,0.000341143,0.000414,0.000288857,0.000227314,8.27E-05,0,0,0,0,0,0,0.017586571
28/02/2021,0.970402,0.003457,0,0.004638,0.000337,0.000422,0.000337,0.000253,8.43E-05,0,0,0,0,0,0,0.017455
01/03/2021,0.970833571,0.003388571,0,0.004433714,0.000387,0.000492571,0.000288857,0.000238714,7.23E-05,0,0,0,0,0,0,0.017350714
02/03/2021,0.971265143,0.003320143,0,0.004229429,0.000437,0.000563143,0.000240714,0.000224429,6.02E-05,0,0,0,0,0,0,0.017246429
03/03/2021,0.971696714,0.003251714,0,0.004025143,0.000487,0.000633714,0.000192571,0.000210143,4.82E-05,0,0,0,0,0,0,0.017142143
04/03/2021,0.972128286,0.003183286,0,0.003820857,0.000537,0.000704286,0.000144429,0.000195857,3.61E-05,0,0,0,0,0,0,0.017037857
05/03/2021,0.972559857,0.003114857,0,0.003616571,0.000587,0.000774857,9.63E-05,0.000181571,2.41E-05,0,0,0,0,0,0,0.016933571
06/03/2021,0.972991429,0.003046429,0,0.003412286,0.000637,0.000845429,4.81E-05,0.000167286,1.20E-05,0,0,0,0,0,0,0.016829286
07/03/2021,0.973423,0.002978,0,0.003208,0.000687,0.000916,0,0.000153,0,0,0,0,0,0,0,0.016725
08/03/2021,0.973881143,0.003255429,0,0.003222,0.000698714,0.000949857,0,0.000131143,0,0,0,0,0,0,0,0.016038
09/03/2021,0.974339286,0.003532857,0,0.003236,0.000710429,0.000983714,0,0.000109286,0,0,0,0,0,0,0,0.015351
10/03/2021,0.974797429,0.003810286,0,0.00325,0.000722143,0.001017571,0,8.74E-05,0,0,0,0,0,0,0,0.014664
11/03/2021,0.975255571,0.004087714,0,0.003264,0.000733857,0.001051429,0,6.56E-05,0,0,0,0,0,0,0,0.013977
12/03/2021,0.975713714,0.004365143,0,0.003278,0.000745571,0.001085286,0,4.37E-05,0,0,0,0,0,0,0,0.01329
13/03/2021,0.976171857,0.004642571,0,0.003292,0.000757286,0.001119143,0,2.19E-05,0,0,0,0,0,0,0,0.012603
14/03/2021,0.97663,0.00492,0,0.003306,0.000769,0.001153,0,0,0,0,0,0,0,0,0,0.011916
15/03/2021,0.977390429,0.004856714,0,0.003103571,0.000719143,0.001218143,0,0,0,0,0,0,0,0,0,0.011273
16/03/2021,0.978150857,0.004793429,0,0.002901143,0.000669286,0.001283286,0,0,0,0,0,0,0,0,0,0.01063
17/03/2021,0.978911286,0.004730143,0,0.002698714,0.000619429,0.001348429,0,0,0,0,0,0,0,0,0,0.009987
18/03/2021,0.979671714,0.004666857,0,0.002496286,0.000569571,0.001413571,0,0,0,0,0,0,0,0,0,0.009344
19/03/2021,0.980432143,0.004603571,0,0.002293857,0.000519714,0.001478714,0,0,0,0,0,0,0,0,0,0.008701
20/03/2021,0.981192571,0.004540286,0,0.002091429,0.000469857,0.001543857,0,0,0,0,0,0,0,0,0,0.008058
21/03/2021,0.981953,0.004477,0,0.001889,0.00042,0.001609,0,0,0,0,0,0,0,0,0,0.007415
22/03/2021,0.981211857,0.004716143,0.000167429,0.001926,0.000499429,0.001881286,0,0,1.39E-05,0,0,0,0,0,0,0.007304143
23/03/2021,0.980470714,0.004955286,0.000334857,0.001963,0.000578857,0.002153571,0,0,2.79E-05,0,0,0,0,0,0,0.007193286
24/03/2021,0.979729571,0.005194429,0.000502286,0.002,0.000658286,0.002425857,0,0,4.18E-05,0,0,0,0,0,0,0.007082429
25/03/2021,0.978988429,0.005433571,0.000669714,0.002037,0.000737714,0.002698143,0,0,5.58E-05,0,0,0,0,0,0,0.006971571
26/03/2021,0.978247286,0.005672714,0.000837143,0.002074,0.000817143,0.002970429,0,0,6.97E-05,0,0,0,0,0,0,0.006860714
27/03/2021,0.977506143,0.005911857,0.001004571,0.002111,0.000896571,0.003242714,0,0,8.37E-05,0,0,0,0,0,0,0.006749857
28/03/2021,0.976765,0.006151,0.001172,0.002148,0.000976,0.003515,0,0,9.76E-05,0,0,0,0,0,0,0.006639
29/03/2021,0.974529714,0.006547857,0.002156714,0.002129143,0.001042286,0.004000286,0,0,8.37E-05,0,0,0,0,0,0,0.006739714
30/03/2021,0.972294429,0.006944714,0.003141429,0.002110286,0.001108571,0.004485571,0,0,6.97E-05,0,0,0,0,0,0,0.006840429
31/03/2021,0.970059143,0.007341571,0.004126143,0.002091429,0.001174857,0.004970857,0,0,5.58E-05,0,0,0,0,0,0,0.006941143
